params,rez_1,rez_0,proc
"(0, 1, 6, 9, 11, 12, 13)",1,0,0.0
"(0, 3, 4, 6, 9, 11, 12)",1,0,0.0
"(0, 3, 4, 6, 9, 11, 13)",1,0,0.0
"(0, 3, 4, 6, 9, 12, 13)",1,0,0.0
"(0, 3, 4, 6, 11, 12, 13)",1,0,0.0
"(0, 3, 4, 7, 9, 10, 12)",1,1,0.5
"(0, 3, 4, 7, 9, 10, 13)",2,0,0.0
"(0, 3, 4, 7, 9, 10, 14)",1,0,0.0
"(0, 3, 4, 7, 9, 12, 13)",1,0,0.0
"(0, 3, 4, 7, 9, 12, 14)",1,0,0.0
"(0, 3, 4, 7, 9, 13, 14)",1,0,0.0
"(0, 3, 4, 7, 10, 12, 13)",1,0,0.0
"(0, 3, 4, 7, 10, 12, 14)",1,0,0.0
"(0, 3, 4, 7, 10, 13, 14)",1,0,0.0
"(0, 3, 4, 7, 12, 13, 14)",1,0,0.0
"(0, 3, 4, 9, 10, 12, 13)",1,0,0.0
"(0, 3, 4, 9, 10, 12, 14)",1,0,0.0
"(0, 3, 4, 9, 11, 12, 13)",1,0,0.0
"(0, 3, 4, 9, 12, 13, 14)",1,0,0.0
"(0, 3, 4, 10, 12, 13, 14)",1,0,0.0
"(0, 3, 6, 9, 11, 12, 13)",1,0,0.0
"(0, 3, 7, 9, 10, 12, 13)",2,0,0.0
"(0, 3, 7, 9, 10, 12, 14)",1,1,0.5
"(0, 3, 7, 9, 10, 13, 14)",1,0,0.0
"(0, 3, 7, 9, 12, 13, 14)",1,0,0.0
"(0, 3, 7, 10, 12, 13, 14)",1,0,0.0
"(0, 3, 9, 10, 12, 13, 14)",1,0,0.0
"(0, 4, 6, 9, 11, 12, 13)",1,0,0.0
"(0, 4, 7, 9, 10, 12, 13)",1,2,0.6666666666666666
"(0, 4, 7, 9, 10, 12, 14)",1,0,0.0
"(0, 4, 7, 9, 10, 13, 14)",1,0,0.0
"(0, 4, 7, 9, 12, 13, 14)",1,0,0.0
"(0, 4, 7, 10, 12, 13, 14)",1,0,0.0
"(0, 4, 9, 10, 12, 13, 14)",1,0,0.0
"(0, 7, 9, 10, 12, 13, 14)",1,0,0.0
"(1, 2, 3, 9, 11, 12, 14)",1,0,0.0
"(1, 3, 4, 6, 9, 11, 12)",1,0,0.0
"(1, 3, 4, 6, 9, 11, 13)",1,0,0.0
"(1, 3, 4, 6, 9, 12, 13)",1,0,0.0
"(1, 3, 4, 6, 11, 12, 13)",1,0,0.0
"(1, 3, 4, 9, 11, 12, 13)",1,0,0.0
"(1, 3, 6, 9, 11, 12, 13)",1,0,0.0
"(1, 4, 6, 9, 11, 12, 13)",1,0,0.0
"(3, 4, 6, 9, 11, 12, 13)",1,0,0.0
"(3, 4, 7, 9, 10, 12, 13)",1,0,0.0
"(3, 4, 7, 9, 10, 12, 14)",1,0,0.0
"(3, 4, 7, 9, 10, 13, 14)",1,0,0.0
"(3, 4, 7, 9, 12, 13, 14)",1,0,0.0
"(3, 4, 7, 10, 12, 13, 14)",1,0,0.0
"(3, 4, 9, 10, 12, 13, 14)",1,0,0.0
"(3, 7, 9, 10, 12, 13, 14)",1,0,0.0
"(4, 7, 9, 10, 12, 13, 14)",1,0,0.0
"(0, 1, 3, 4, 6, 9, 11, 12)",1,0,0.0
"(0, 1, 3, 4, 6, 9, 11, 13)",1,0,0.0
"(0, 1, 3, 4, 6, 9, 12, 13)",1,0,0.0
"(0, 1, 3, 4, 6, 11, 12, 13)",1,0,0.0
"(0, 1, 3, 4, 9, 11, 12, 13)",1,0,0.0
"(0, 1, 3, 6, 9, 11, 12, 13)",1,0,0.0
"(0, 1, 4, 6, 9, 11, 12, 13)",1,0,0.0
"(0, 3, 4, 6, 9, 11, 12, 13)",1,0,0.0
"(0, 3, 4, 7, 9, 10, 12, 13)",1,0,0.0
"(0, 3, 4, 7, 9, 10, 12, 14)",1,0,0.0
"(0, 3, 4, 7, 9, 10, 13, 14)",1,0,0.0
"(0, 3, 4, 7, 9, 12, 13, 14)",1,0,0.0
"(0, 3, 4, 7, 10, 12, 13, 14)",1,0,0.0
"(0, 3, 4, 9, 10, 12, 13, 14)",1,0,0.0
"(0, 3, 7, 9, 10, 12, 13, 14)",1,0,0.0
"(0, 4, 7, 9, 10, 12, 13, 14)",1,0,0.0
"(1, 3, 4, 6, 9, 11, 12, 13)",1,0,0.0
"(3, 4, 7, 9, 10, 12, 13, 14)",1,0,0.0
"(0, 1, 3, 4, 6, 9, 11, 12, 13)",1,0,0.0
"(0, 3, 4, 7, 9, 10, 12, 13, 14)",1,0,0.0
"(0, 7, 13, 15)",3,3,0.5
"(2, 9, 11, 13)",3,3,0.5
"(0, 4, 6, 12, 15)",1,0,0.0
"(0, 4, 7, 9, 15)",4,2,0.3333333333333333
"(0, 4, 7, 12, 15)",3,3,0.5
"(0, 4, 7, 13, 15)",1,1,0.5
"(0, 4, 12, 13, 15)",1,2,0.6666666666666666
"(0, 6, 9, 12, 15)",1,0,0.0
"(0, 6, 12, 13, 15)",1,0,0.0
"(0, 7, 9, 13, 15)",1,2,0.6666666666666666
"(0, 7, 12, 13, 15)",2,1,0.3333333333333333
"(2, 4, 9, 11, 13)",3,2,0.4
"(2, 4, 9, 12, 13)",4,1,0.2
"(2, 4, 11, 12, 13)",2,1,0.3333333333333333
"(2, 9, 11, 12, 13)",2,0,0.0
"(4, 7, 9, 12, 15)",3,5,0.625
"(4, 7, 12, 13, 15)",1,2,0.6666666666666666
"(7, 9, 12, 13, 15)",3,3,0.5
"(0, 2, 4, 9, 12, 13)",1,1,0.5
"(0, 2, 4, 9, 12, 15)",3,0,0.0
"(0, 2, 4, 12, 13, 15)",1,0,0.0
"(0, 4, 6, 9, 12, 15)",1,0,0.0
"(0, 4, 6, 12, 13, 15)",1,0,0.0
"(0, 4, 7, 9, 12, 15)",3,2,0.4
"(0, 4, 7, 9, 13, 15)",1,1,0.5
"(0, 4, 7, 12, 13, 15)",1,1,0.5
"(0, 4, 9, 12, 13, 15)",1,2,0.6666666666666666
"(0, 6, 9, 12, 13, 15)",1,0,0.0
"(0, 7, 9, 12, 13, 15)",1,1,0.5
"(2, 4, 9, 11, 12, 13)",2,0,0.0
"(2, 4, 9, 12, 13, 15)",3,0,0.0
"(4, 7, 9, 12, 13, 15)",1,2,0.6666666666666666
"(0, 2, 4, 9, 12, 13, 15)",1,0,0.0
"(0, 4, 6, 9, 12, 13, 15)",1,0,0.0
"(0, 4, 7, 9, 12, 13, 15)",1,1,0.5
"(5, 6, 9, 15)",4,6,0.6
"(0, 4, 8, 9, 12)",1,2,0.6666666666666666
"(0, 8, 9, 11, 12)",4,2,0.3333333333333333
"(0, 8, 9, 11, 13)",2,2,0.5
"(0, 8, 9, 12, 13)",1,2,0.6666666666666666
"(2, 8, 9, 11, 12)",2,1,0.3333333333333333
"(4, 8, 9, 11, 12)",3,6,0.6666666666666666
"(5, 6, 9, 12, 15)",3,4,0.5714285714285714
"(0, 4, 8, 9, 11, 12)",1,1,0.5
"(0, 4, 8, 9, 11, 13)",0,1,1.0
"(0, 4, 8, 9, 12, 13)",0,1,1.0
"(0, 8, 9, 11, 12, 13)",1,1,0.5
"(4, 8, 9, 11, 12, 13)",1,1,0.5
"(0, 4, 8, 9, 11, 12, 13)",0,1,1.0
"(3, 5, 6, 9)",5,6,0.5454545454545454
"(0, 1, 3, 8, 9)",2,1,0.3333333333333333
"(0, 1, 3, 8, 12)",3,2,0.4
"(0, 1, 4, 8, 11)",1,2,0.6666666666666666
"(0, 1, 8, 9, 11)",6,4,0.4
"(0, 1, 8, 9, 12)",4,2,0.3333333333333333
"(0, 3, 4, 8, 12)",2,2,0.5
"(1, 4, 8, 9, 12)",2,4,0.6666666666666666
"(1, 5, 6, 9, 12)",4,1,0.2
"(1, 5, 6, 9, 15)",2,1,0.3333333333333333
"(1, 5, 9, 12, 15)",3,2,0.4
"(1, 6, 9, 12, 15)",2,2,0.5
"(1, 8, 9, 11, 12)",7,4,0.36363636363636365
"(3, 4, 8, 9, 12)",1,0,0.0
"(3, 5, 6, 9, 12)",2,2,0.5
"(3, 8, 9, 11, 12)",1,1,0.5
"(0, 1, 3, 4, 8, 9)",2,0,0.0
"(0, 1, 3, 4, 8, 11)",1,0,0.0
"(0, 1, 3, 4, 8, 12)",2,2,0.5
"(0, 1, 3, 8, 9, 11)",1,0,0.0
"(0, 1, 3, 8, 9, 12)",1,0,0.0
"(0, 1, 3, 8, 11, 12)",1,0,0.0
"(0, 1, 4, 8, 9, 11)",1,2,0.6666666666666666
"(0, 1, 4, 8, 9, 12)",1,1,0.5
"(0, 1, 4, 8, 11, 12)",1,0,0.0
"(0, 1, 8, 9, 11, 12)",4,0,0.0
"(0, 3, 4, 8, 9, 12)",1,0,0.0
"(0, 3, 4, 8, 11, 12)",1,0,0.0
"(0, 3, 8, 9, 11, 12)",1,0,0.0
"(1, 3, 4, 8, 9, 11)",1,0,0.0
"(1, 3, 4, 8, 9, 12)",1,0,0.0
"(1, 3, 8, 9, 11, 12)",1,1,0.5
"(1, 4, 8, 9, 11, 12)",2,2,0.5
"(1, 5, 6, 9, 12, 15)",1,0,0.0
"(3, 4, 8, 9, 11, 12)",1,0,0.0
"(0, 1, 3, 4, 8, 9, 11)",1,0,0.0
"(0, 1, 3, 4, 8, 9, 12)",1,0,0.0
"(0, 1, 3, 4, 8, 11, 12)",1,0,0.0
"(0, 1, 3, 8, 9, 11, 12)",1,0,0.0
"(0, 1, 4, 8, 9, 11, 12)",1,0,0.0
"(0, 3, 4, 8, 9, 11, 12)",1,0,0.0
"(1, 3, 4, 8, 9, 11, 12)",1,0,0.0
"(0, 1, 3, 4, 8, 9, 11, 12)",1,0,0.0
"(0, 5, 6, 12)",9,6,0.4
"(5, 6, 9, 11)",3,7,0.7
"(5, 6, 11, 12)",4,4,0.5
"(0, 1, 5, 6, 12)",3,1,0.25
"(0, 5, 6, 9, 12)",4,2,0.3333333333333333
"(4, 5, 6, 9, 11)",1,3,0.75
"(4, 5, 6, 11, 12)",2,3,0.6
"(4, 5, 9, 11, 12)",2,5,0.7142857142857143
"(5, 6, 9, 11, 12)",2,3,0.6
"(0, 1, 5, 6, 9, 12)",1,0,0.0
"(4, 5, 6, 9, 11, 12)",1,2,0.6666666666666666
"(0, 1, 5, 6, 15)",2,3,0.6
"(0, 1, 5, 7, 12)",2,2,0.5
"(0, 1, 7, 12, 15)",3,1,0.25
"(0, 5, 6, 7, 12)",3,2,0.4
"(0, 5, 6, 7, 15)",2,3,0.6
"(0, 5, 6, 12, 15)",1,2,0.6666666666666666
"(0, 6, 7, 12, 15)",1,1,0.5
"(2, 4, 5, 6, 12)",1,1,0.5
"(0, 1, 5, 6, 7, 12)",1,0,0.0
"(0, 1, 5, 6, 7, 15)",2,1,0.3333333333333333
"(0, 1, 5, 6, 12, 15)",1,1,0.5
"(0, 1, 5, 7, 12, 15)",2,0,0.0
"(0, 1, 6, 7, 12, 15)",1,0,0.0
"(0, 5, 6, 7, 12, 15)",1,1,0.5
"(0, 1, 5, 6, 7, 12, 15)",1,0,0.0
"(2, 4, 5, 6, 13)",1,1,0.5
"(2, 4, 5, 6, 12, 13)",0,1,1.0
"(0, 1, 6, 9, 15)",1,2,0.6666666666666666
"(0, 1, 7, 9, 15)",2,2,0.5
"(0, 5, 6, 9, 15)",0,1,1.0
"(0, 5, 7, 9, 15)",2,4,0.6666666666666666
"(0, 6, 7, 9, 15)",0,1,1.0
"(1, 5, 7, 9, 15)",1,1,0.5
"(1, 6, 7, 9, 15)",0,2,1.0
"(5, 6, 7, 9, 15)",0,2,1.0
"(5, 6, 9, 11, 13)",0,1,1.0
"(0, 1, 5, 6, 9, 15)",0,1,1.0
"(0, 1, 5, 7, 9, 15)",1,1,0.5
"(0, 1, 6, 7, 9, 15)",0,1,1.0
"(0, 5, 6, 7, 9, 15)",0,1,1.0
"(1, 5, 6, 7, 9, 15)",0,1,1.0
"(0, 1, 5, 6, 7, 9, 15)",0,1,1.0
"(2, 4, 6, 7, 11)",0,2,1.0
"(2, 4, 7, 11, 14)",1,2,0.6666666666666666
"(2, 6, 7, 8, 11)",0,2,1.0
"(2, 7, 8, 11, 14)",1,2,0.6666666666666666
"(4, 6, 7, 11, 14)",1,2,0.6666666666666666
"(4, 9, 10, 11, 14)",2,1,0.3333333333333333
"(2, 4, 6, 7, 11, 14)",0,2,1.0
"(2, 6, 7, 8, 11, 14)",0,2,1.0
"(0, 2, 6, 11)",6,2,0.25
"(0, 2, 7, 11)",1,2,0.6666666666666666
"(0, 2, 7, 14)",2,3,0.6
"(0, 4, 7, 11)",2,1,0.3333333333333333
"(0, 4, 11, 15)",2,3,0.6
"(0, 6, 7, 11)",2,4,0.6666666666666666
"(0, 6, 11, 15)",3,4,0.5714285714285714
"(0, 7, 11, 12)",4,5,0.5555555555555556
"(0, 7, 11, 14)",2,4,0.6666666666666666
"(0, 11, 13, 14)",2,5,0.7142857142857143
"(0, 2, 4, 6, 11)",2,1,0.3333333333333333
"(0, 2, 4, 7, 11)",0,1,1.0
"(0, 2, 4, 7, 12)",2,6,0.75
"(0, 2, 4, 7, 14)",1,1,0.5
"(0, 2, 4, 11, 12)",0,1,1.0
"(0, 2, 4, 11, 14)",1,1,0.5
"(0, 2, 6, 7, 11)",0,1,1.0
"(0, 2, 6, 7, 12)",1,2,0.6666666666666666
"(0, 2, 6, 7, 14)",0,1,1.0
"(0, 2, 6, 11, 12)",1,1,0.5
"(0, 2, 6, 11, 14)",2,2,0.5
"(0, 2, 7, 11, 12)",0,2,1.0
"(0, 2, 7, 11, 14)",1,1,0.5
"(0, 2, 7, 12, 14)",0,3,1.0
"(0, 2, 11, 12, 14)",2,2,0.5
"(0, 4, 6, 7, 11)",1,1,0.5
"(0, 4, 6, 7, 14)",0,1,1.0
"(0, 4, 6, 11, 15)",1,3,0.75
"(0, 4, 7, 11, 12)",1,1,0.5
"(0, 4, 7, 11, 14)",0,1,1.0
"(0, 4, 8, 11, 14)",0,1,1.0
"(0, 4, 10, 11, 14)",1,1,0.5
"(0, 4, 11, 13, 14)",1,1,0.5
"(0, 4, 11, 13, 15)",0,1,1.0
"(0, 6, 7, 11, 12)",1,2,0.6666666666666666
"(0, 6, 7, 11, 14)",0,1,1.0
"(0, 6, 7, 12, 14)",0,1,1.0
"(0, 6, 11, 13, 15)",0,1,1.0
"(0, 7, 11, 12, 14)",0,1,1.0
"(0, 8, 11, 12, 14)",2,1,0.3333333333333333
"(0, 10, 11, 12, 14)",2,3,0.6
"(0, 10, 11, 13, 14)",1,1,0.5
"(0, 11, 12, 13, 14)",1,2,0.6666666666666666
"(2, 4, 7, 11, 12)",0,1,1.0
"(2, 4, 7, 12, 14)",0,1,1.0
"(4, 6, 7, 12, 14)",0,1,1.0
"(4, 10, 11, 13, 14)",2,1,0.3333333333333333
"(10, 11, 12, 13, 14)",0,1,1.0
"(0, 2, 4, 6, 7, 11)",0,1,1.0
"(0, 2, 4, 6, 7, 12)",0,2,1.0
"(0, 2, 4, 6, 7, 14)",0,1,1.0
"(0, 2, 4, 6, 11, 12)",0,1,1.0
"(0, 2, 4, 6, 11, 14)",0,1,1.0
"(0, 2, 4, 7, 11, 12)",0,1,1.0
"(0, 2, 4, 7, 11, 14)",0,1,1.0
"(0, 2, 4, 7, 12, 14)",0,1,1.0
"(0, 2, 4, 11, 12, 14)",0,1,1.0
"(0, 2, 6, 7, 11, 12)",0,1,1.0
"(0, 2, 6, 7, 11, 14)",0,1,1.0
"(0, 2, 6, 7, 12, 14)",0,1,1.0
"(0, 2, 6, 11, 12, 14)",1,1,0.5
"(0, 2, 7, 11, 12, 14)",0,1,1.0
"(0, 4, 6, 7, 11, 12)",1,1,0.5
"(0, 4, 6, 7, 11, 14)",0,1,1.0
"(0, 4, 6, 7, 12, 14)",0,1,1.0
"(0, 4, 6, 11, 13, 15)",0,1,1.0
"(0, 4, 7, 11, 12, 14)",0,1,1.0
"(0, 4, 8, 11, 12, 14)",0,1,1.0
"(0, 4, 10, 11, 12, 14)",0,1,1.0
"(0, 4, 10, 11, 13, 14)",1,1,0.5
"(0, 4, 11, 12, 13, 14)",0,1,1.0
"(0, 6, 7, 11, 12, 14)",0,1,1.0
"(0, 10, 11, 12, 13, 14)",0,1,1.0
"(2, 4, 6, 7, 11, 12)",0,1,1.0
"(2, 4, 6, 7, 12, 14)",0,1,1.0
"(2, 4, 7, 11, 12, 14)",0,1,1.0
"(4, 6, 7, 11, 12, 14)",0,1,1.0
"(4, 10, 11, 12, 13, 14)",0,1,1.0
"(0, 2, 4, 6, 7, 11, 12)",0,1,1.0
"(0, 2, 4, 6, 7, 11, 14)",0,1,1.0
"(0, 2, 4, 6, 7, 12, 14)",0,1,1.0
"(0, 2, 4, 6, 11, 12, 14)",0,1,1.0
"(0, 2, 4, 7, 11, 12, 14)",0,1,1.0
"(0, 2, 6, 7, 11, 12, 14)",0,1,1.0
"(0, 4, 6, 7, 11, 12, 14)",0,1,1.0
"(0, 4, 10, 11, 12, 13, 14)",0,1,1.0
"(2, 4, 6, 7, 11, 12, 14)",0,1,1.0
"(0, 2, 4, 6, 7, 11, 12, 14)",0,1,1.0
"(0, 4, 9, 11, 15)",1,1,0.5
"(0, 6, 9, 11, 15)",2,1,0.3333333333333333
"(0, 4, 6, 9, 11, 15)",1,1,0.5
"(4, 5, 8, 14)",4,4,0.5
"(4, 5, 11, 15)",2,2,0.5
"(1, 8, 11, 13, 14)",2,1,0.3333333333333333
"(4, 5, 8, 11, 14)",1,0,0.0
"(3, 4, 6, 8, 15)",0,1,1.0
"(3, 6, 7, 8, 15)",0,1,1.0
"(4, 6, 7, 8, 15)",0,2,1.0
"(3, 4, 6, 7, 8, 15)",0,1,1.0
"(0, 1, 7, 10)",1,6,0.8571428571428571
"(0, 1, 7, 8, 10)",1,1,0.5
"(0, 1, 7, 9, 10)",1,4,0.8
"(0, 7, 8, 9, 10)",1,5,0.8333333333333334
"(0, 1, 7, 8, 9, 10)",1,1,0.5
"(0, 5, 7, 10)",5,7,0.5833333333333334
"(2, 7, 8, 10)",2,6,0.75
"(2, 7, 10, 12)",2,5,0.7142857142857143
"(3, 7, 8, 10)",2,7,0.7777777777777778
"(3, 7, 10, 15)",2,4,0.6666666666666666
"(3, 8, 10, 15)",3,7,0.7
"(8, 10, 12, 15)",4,7,0.6363636363636364
"(0, 2, 3, 4, 12)",1,2,0.6666666666666666
"(0, 2, 3, 5, 10)",2,5,0.7142857142857143
"(0, 2, 3, 9, 10)",2,5,0.7142857142857143
"(0, 2, 3, 10, 12)",1,1,0.5
"(0, 2, 5, 7, 10)",1,3,0.75
"(0, 2, 7, 9, 10)",1,3,0.75
"(0, 2, 7, 10, 12)",0,4,1.0
"(0, 3, 5, 7, 10)",2,4,0.6666666666666666
"(0, 4, 5, 7, 10)",2,2,0.5
"(0, 4, 5, 7, 12)",2,3,0.6
"(0, 5, 7, 9, 10)",3,6,0.6666666666666666
"(0, 5, 7, 10, 12)",3,6,0.6666666666666666
"(2, 3, 4, 7, 12)",0,2,1.0
"(2, 3, 4, 9, 10)",2,3,0.6
"(2, 3, 4, 9, 12)",0,2,1.0
"(2, 3, 5, 7, 10)",1,3,0.75
"(2, 3, 5, 9, 10)",2,4,0.6666666666666666
"(2, 3, 7, 9, 10)",1,2,0.6666666666666666
"(2, 3, 7, 10, 12)",0,1,1.0
"(2, 3, 9, 10, 12)",0,1,1.0
"(2, 4, 5, 7, 12)",1,2,0.6666666666666666
"(2, 4, 7, 8, 10)",1,3,0.75
"(2, 4, 7, 9, 10)",2,6,0.75
"(2, 4, 7, 9, 12)",2,4,0.6666666666666666
"(2, 4, 7, 10, 12)",0,3,1.0
"(2, 4, 8, 9, 10)",1,5,0.8333333333333334
"(2, 4, 8, 10, 12)",1,2,0.6666666666666666
"(2, 5, 7, 9, 10)",1,3,0.75
"(2, 5, 7, 10, 12)",0,2,1.0
"(2, 7, 8, 9, 10)",1,3,0.75
"(2, 7, 8, 9, 12)",0,1,1.0
"(2, 7, 8, 10, 12)",1,3,0.75
"(2, 7, 9, 10, 12)",1,2,0.6666666666666666
"(2, 8, 9, 10, 12)",2,1,0.3333333333333333
"(3, 4, 5, 7, 10)",2,4,0.6666666666666666
"(3, 4, 5, 7, 12)",0,2,1.0
"(3, 7, 8, 9, 10)",1,5,0.8333333333333334
"(3, 7, 8, 9, 12)",0,1,1.0
"(3, 7, 8, 9, 15)",3,4,0.5714285714285714
"(3, 7, 8, 10, 12)",1,2,0.6666666666666666
"(3, 7, 8, 10, 15)",1,4,0.8
"(3, 7, 9, 10, 15)",1,3,0.75
"(3, 7, 9, 12, 15)",0,3,1.0
"(3, 7, 10, 12, 15)",0,2,1.0
"(3, 8, 9, 10, 12)",0,2,1.0
"(3, 8, 9, 10, 15)",1,4,0.8
"(3, 8, 9, 12, 15)",0,2,1.0
"(3, 8, 10, 12, 15)",1,3,0.75
"(4, 5, 7, 10, 12)",2,5,0.7142857142857143
"(4, 7, 8, 9, 12)",0,5,1.0
"(4, 7, 8, 10, 12)",1,4,0.8
"(4, 8, 9, 10, 12)",1,4,0.8
"(7, 8, 9, 10, 12)",1,7,0.875
"(7, 8, 9, 11, 12)",0,5,1.0
"(7, 8, 10, 12, 15)",1,4,0.8
"(7, 9, 10, 12, 15)",2,6,0.75
"(8, 9, 10, 12, 15)",2,6,0.75
"(0, 2, 3, 4, 5, 10)",2,3,0.6
"(0, 2, 3, 4, 5, 12)",0,1,1.0
"(0, 2, 3, 4, 7, 12)",0,2,1.0
"(0, 2, 3, 4, 9, 10)",2,3,0.6
"(0, 2, 3, 4, 9, 12)",0,2,1.0
"(0, 2, 3, 4, 10, 12)",0,1,1.0
"(0, 2, 3, 5, 7, 10)",1,2,0.6666666666666666
"(0, 2, 3, 5, 9, 10)",2,4,0.6666666666666666
"(0, 2, 3, 5, 10, 12)",0,1,1.0
"(0, 2, 3, 7, 9, 10)",1,2,0.6666666666666666
"(0, 2, 3, 7, 10, 12)",0,1,1.0
"(0, 2, 3, 9, 10, 12)",0,1,1.0
"(0, 2, 4, 5, 7, 10)",1,2,0.6666666666666666
"(0, 2, 4, 5, 7, 12)",1,2,0.6666666666666666
"(0, 2, 4, 7, 9, 10)",1,3,0.75
"(0, 2, 4, 7, 9, 12)",2,4,0.6666666666666666
"(0, 2, 4, 7, 10, 12)",0,3,1.0
"(0, 2, 5, 7, 9, 10)",1,2,0.6666666666666666
"(0, 2, 5, 7, 10, 12)",0,2,1.0
"(0, 2, 7, 9, 10, 12)",0,2,1.0
"(0, 3, 4, 5, 7, 10)",1,2,0.6666666666666666
"(0, 3, 4, 5, 7, 12)",0,2,1.0
"(0, 3, 5, 7, 9, 10)",2,4,0.6666666666666666
"(0, 3, 5, 7, 10, 12)",1,3,0.75
"(0, 4, 5, 7, 9, 10)",1,2,0.6666666666666666
"(0, 4, 5, 7, 9, 12)",1,3,0.75
"(0, 4, 5, 7, 10, 12)",1,1,0.5
"(0, 5, 7, 9, 10, 12)",1,5,0.8333333333333334
"(2, 3, 4, 5, 7, 10)",1,2,0.6666666666666666
"(2, 3, 4, 5, 7, 12)",0,1,1.0
"(2, 3, 4, 5, 9, 10)",2,3,0.6
"(2, 3, 4, 5, 9, 12)",0,1,1.0
"(2, 3, 4, 7, 9, 10)",1,2,0.6666666666666666
"(2, 3, 4, 7, 9, 12)",0,2,1.0
"(2, 3, 4, 7, 10, 12)",0,1,1.0
"(2, 3, 4, 9, 10, 12)",0,1,1.0
"(2, 3, 5, 7, 9, 10)",1,2,0.6666666666666666
"(2, 3, 5, 7, 10, 12)",0,1,1.0
"(2, 3, 5, 9, 10, 12)",0,1,1.0
"(2, 3, 7, 9, 10, 12)",0,1,1.0
"(2, 4, 5, 7, 9, 10)",1,3,0.75
"(2, 4, 5, 7, 9, 12)",1,2,0.6666666666666666
"(2, 4, 5, 7, 10, 12)",0,1,1.0
"(2, 4, 7, 8, 9, 10)",1,3,0.75
"(2, 4, 7, 8, 9, 12)",0,1,1.0
"(2, 4, 7, 8, 10, 12)",0,1,1.0
"(2, 4, 7, 9, 10, 12)",0,2,1.0
"(2, 4, 8, 9, 10, 12)",0,1,1.0
"(2, 5, 7, 9, 10, 12)",0,1,1.0
"(2, 7, 8, 9, 10, 12)",0,1,1.0
"(3, 4, 5, 7, 9, 10)",2,4,0.6666666666666666
"(3, 4, 5, 7, 9, 12)",0,2,1.0
"(3, 4, 5, 7, 10, 12)",0,1,1.0
"(3, 7, 8, 9, 10, 12)",0,1,1.0
"(3, 7, 8, 9, 10, 15)",1,3,0.75
"(3, 7, 8, 9, 12, 15)",0,1,1.0
"(3, 7, 8, 10, 12, 15)",0,2,1.0
"(3, 7, 9, 10, 12, 15)",0,1,1.0
"(3, 8, 9, 10, 12, 15)",0,2,1.0
"(4, 5, 7, 9, 10, 12)",1,5,0.8333333333333334
"(4, 7, 8, 9, 10, 12)",0,4,1.0
"(7, 8, 9, 10, 11, 12)",0,3,1.0
"(7, 8, 9, 10, 12, 15)",0,3,1.0
"(0, 2, 3, 4, 5, 7, 10)",1,2,0.6666666666666666
"(0, 2, 3, 4, 5, 7, 12)",0,1,1.0
"(0, 2, 3, 4, 5, 9, 10)",2,3,0.6
"(0, 2, 3, 4, 5, 9, 12)",0,1,1.0
"(0, 2, 3, 4, 5, 10, 12)",0,1,1.0
"(0, 2, 3, 4, 7, 9, 10)",1,2,0.6666666666666666
"(0, 2, 3, 4, 7, 9, 12)",0,2,1.0
"(0, 2, 3, 4, 7, 10, 12)",0,1,1.0
"(0, 2, 3, 4, 9, 10, 12)",0,1,1.0
"(0, 2, 3, 5, 7, 9, 10)",1,2,0.6666666666666666
"(0, 2, 3, 5, 7, 10, 12)",0,1,1.0
"(0, 2, 3, 5, 9, 10, 12)",0,1,1.0
"(0, 2, 3, 7, 9, 10, 12)",0,1,1.0
"(0, 2, 4, 5, 7, 9, 10)",1,2,0.6666666666666666
"(0, 2, 4, 5, 7, 9, 12)",1,2,0.6666666666666666
"(0, 2, 4, 5, 7, 10, 12)",0,1,1.0
"(0, 2, 4, 7, 9, 10, 12)",0,2,1.0
"(0, 2, 5, 7, 9, 10, 12)",0,1,1.0
"(0, 3, 4, 5, 7, 9, 10)",1,2,0.6666666666666666
"(0, 3, 4, 5, 7, 9, 12)",0,2,1.0
"(0, 3, 4, 5, 7, 10, 12)",0,1,1.0
"(0, 3, 5, 7, 9, 10, 12)",1,3,0.75
"(0, 4, 5, 7, 9, 10, 12)",0,1,1.0
"(2, 3, 4, 5, 7, 9, 10)",1,2,0.6666666666666666
"(2, 3, 4, 5, 7, 9, 12)",0,1,1.0
"(2, 3, 4, 5, 7, 10, 12)",0,1,1.0
"(2, 3, 4, 5, 9, 10, 12)",0,1,1.0
"(2, 3, 4, 7, 9, 10, 12)",0,1,1.0
"(2, 3, 5, 7, 9, 10, 12)",0,1,1.0
"(2, 4, 5, 7, 9, 10, 12)",0,1,1.0
"(2, 4, 7, 8, 9, 10, 12)",0,1,1.0
"(3, 4, 5, 7, 9, 10, 12)",0,1,1.0
"(3, 7, 8, 9, 10, 12, 15)",0,1,1.0
"(0, 2, 3, 4, 5, 7, 9, 10)",1,2,0.6666666666666666
"(0, 2, 3, 4, 5, 7, 9, 12)",0,1,1.0
"(0, 2, 3, 4, 5, 7, 10, 12)",0,1,1.0
"(0, 2, 3, 4, 5, 9, 10, 12)",0,1,1.0
"(0, 2, 3, 4, 7, 9, 10, 12)",0,1,1.0
"(0, 2, 3, 5, 7, 9, 10, 12)",0,1,1.0
"(0, 2, 4, 5, 7, 9, 10, 12)",0,1,1.0
"(0, 3, 4, 5, 7, 9, 10, 12)",0,1,1.0
