cols,vals,sel_idx,count_cols,rez_1,rez_0,proc,tot_rows,rez,target_ind
"[4, 9]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,28
"[4, 10]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,28
"[4, 12]","[0, 0]","[27, 28, 29, 30]",2,0,3,1.0,3,0,28
"[5, 6]","[0, 1]","[27, 28, 29, 30]",2,0,2,1.0,2,0,28
"[5, 9]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,28
"[5, 12]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,28
"[6, 9]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,28
"[6, 12]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,28
"[9, 12]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,28
"[9, 13]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,28
"[10, 12]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,28
"[11, 13]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,28
"[2, 3, 13]","[0, 1, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[3, 9, 13]","[1, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[3, 11, 13]","[1, 1, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[4, 5, 6]","[0, 0, 1]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[4, 5, 9]","[0, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[4, 5, 12]","[0, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[4, 6, 9]","[0, 1, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[4, 6, 12]","[0, 1, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[4, 9, 12]","[0, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[4, 10, 12]","[0, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[5, 6, 9]","[0, 1, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[5, 6, 12]","[0, 1, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[5, 9, 12]","[0, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[6, 9, 12]","[1, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,28
"[4, 5, 6, 9]","[0, 0, 1, 0]","[27, 28, 29, 30]",4,0,2,1.0,2,0,28
"[4, 5, 6, 12]","[0, 0, 1, 0]","[27, 28, 29, 30]",4,0,2,1.0,2,0,28
"[4, 5, 9, 12]","[0, 0, 0, 0]","[27, 28, 29, 30]",4,0,2,1.0,2,0,28
"[4, 6, 9, 12]","[0, 1, 0, 0]","[27, 28, 29, 30]",4,0,2,1.0,2,0,28
"[5, 6, 9, 12]","[0, 1, 0, 0]","[27, 28, 29, 30]",4,0,2,1.0,2,0,28
"[4, 5, 6, 9, 12]","[0, 0, 1, 0, 0]","[27, 28, 29, 30]",5,0,2,1.0,2,0,28
[2],[0],"[27, 28, 29, 30]",1,0,3,1.0,3,0,29
[5],[1],"[27, 28, 29, 30]",1,0,3,1.0,3,0,29
[7],[0],"[27, 28, 29, 30]",1,0,3,1.0,3,0,29
[9],[1],"[27, 28, 29, 30]",1,0,2,1.0,2,0,29
[12],[0],"[27, 28, 29, 30]",1,0,3,1.0,3,0,29
[15],[0],"[27, 28, 29, 30]",1,0,3,1.0,3,0,29
"[2, 5]","[0, 1]","[27, 28, 29, 30]",2,0,3,1.0,3,0,29
"[2, 9]","[0, 1]","[27, 28, 29, 30]",2,0,2,1.0,2,0,29
"[2, 15]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,29
"[5, 9]","[1, 1]","[27, 28, 29, 30]",2,0,2,1.0,2,0,29
"[5, 15]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,29
"[7, 12]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,29
"[7, 15]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,0,29
"[2, 5, 9]","[0, 1, 1]","[27, 28, 29, 30]",3,0,2,1.0,2,0,29
"[2, 5, 15]","[0, 1, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,0,29
[1],[1],"[27, 28, 29, 30]",1,0,2,1.0,2,1,30
[5],[1],"[27, 28, 29, 30]",1,0,3,1.0,3,1,30
[6],[1],"[27, 28, 29, 30]",1,0,2,1.0,2,1,30
[7],[1],"[27, 28, 29, 30]",1,0,2,1.0,2,1,30
[8],[0],"[27, 28, 29, 30]",1,0,3,1.0,3,1,30
[9],[0],"[27, 28, 29, 30]",1,0,3,1.0,3,1,30
[11],[1],"[27, 28, 29, 30]",1,0,2,1.0,2,1,30
[12],[0],"[27, 28, 29, 30]",1,0,3,1.0,3,1,30
[13],[0],"[27, 28, 29, 30]",1,0,3,1.0,3,1,30
[14],[1],"[27, 28, 29, 30]",1,0,4,1.0,4,1,30
"[1, 6]","[1, 1]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[1, 8]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[1, 9]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[1, 12]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[5, 7]","[1, 1]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[5, 13]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[5, 14]","[1, 1]","[27, 28, 29, 30]",2,0,3,1.0,3,1,30
"[6, 8]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[6, 9]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[6, 12]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[7, 14]","[1, 1]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[8, 9]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[8, 12]","[0, 0]","[27, 28, 29, 30]",2,0,3,1.0,3,1,30
"[8, 14]","[0, 1]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[9, 12]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[9, 13]","[0, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[9, 14]","[0, 1]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[11, 13]","[1, 0]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[11, 14]","[1, 1]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[12, 14]","[0, 1]","[27, 28, 29, 30]",2,0,2,1.0,2,1,30
"[13, 14]","[0, 1]","[27, 28, 29, 30]",2,0,3,1.0,3,1,30
"[1, 6, 8]","[1, 1, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[1, 6, 9]","[1, 1, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[1, 6, 12]","[1, 1, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[1, 8, 9]","[1, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[1, 8, 12]","[1, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[1, 9, 12]","[1, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[5, 7, 14]","[1, 1, 1]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[5, 13, 14]","[1, 0, 1]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[6, 8, 9]","[1, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[6, 8, 12]","[1, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[6, 9, 12]","[1, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[8, 9, 12]","[0, 0, 0]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[8, 12, 14]","[0, 0, 1]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[9, 13, 14]","[0, 0, 1]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[11, 13, 14]","[1, 0, 1]","[27, 28, 29, 30]",3,0,2,1.0,2,1,30
"[1, 6, 8, 9]","[1, 1, 0, 0]","[27, 28, 29, 30]",4,0,2,1.0,2,1,30
"[1, 6, 8, 12]","[1, 1, 0, 0]","[27, 28, 29, 30]",4,0,2,1.0,2,1,30
"[1, 6, 9, 12]","[1, 1, 0, 0]","[27, 28, 29, 30]",4,0,2,1.0,2,1,30
"[1, 8, 9, 12]","[1, 0, 0, 0]","[27, 28, 29, 30]",4,0,2,1.0,2,1,30
"[6, 8, 9, 12]","[1, 0, 0, 0]","[27, 28, 29, 30]",4,0,2,1.0,2,1,30
"[1, 6, 8, 9, 12]","[1, 1, 0, 0, 0]","[27, 28, 29, 30]",5,0,2,1.0,2,1,30
[1],[0],"[60, 61, 62, 63]",1,2,2,0.5,4,0,60
[2],[0],"[60, 61, 62, 63]",1,1,1,0.5,2,0,60
[4],[0],"[60, 61, 62, 63]",1,1,2,0.6666666666666666,3,0,60
[5],[0],"[60, 61, 62, 63]",1,1,2,0.6666666666666666,3,0,60
[10],[0],"[60, 61, 62, 63]",1,2,1,0.3333333333333333,3,0,60
[11],[1],"[60, 61, 62, 63]",1,1,1,0.5,2,0,60
[12],[0],"[60, 61, 62, 63]",1,1,2,0.6666666666666666,3,0,60
[13],[0],"[60, 61, 62, 63]",1,1,2,0.6666666666666666,3,0,60
[14],[1],"[60, 61, 62, 63]",1,0,2,1.0,2,0,60
"[1, 2]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,60
"[1, 4]","[0, 0]","[60, 61, 62, 63]",2,1,2,0.6666666666666666,3,0,60
"[1, 5]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,60
"[1, 10]","[0, 0]","[60, 61, 62, 63]",2,2,0,0.0,2,0,60
"[1, 11]","[0, 1]","[60, 61, 62, 63]",2,1,1,0.5,2,0,60
"[1, 12]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,60
"[1, 13]","[0, 0]","[60, 61, 62, 63]",2,1,2,0.6666666666666666,3,0,60
"[2, 11]","[0, 1]","[60, 61, 62, 63]",2,1,1,0.5,2,0,60
"[2, 12]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,60
"[4, 5]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,60
"[4, 13]","[0, 0]","[60, 61, 62, 63]",2,1,2,0.6666666666666666,3,0,60
"[5, 10]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,60
"[5, 12]","[0, 0]","[60, 61, 62, 63]",2,0,2,1.0,2,0,60
"[5, 13]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,60
"[5, 14]","[0, 1]","[60, 61, 62, 63]",2,0,2,1.0,2,0,60
"[10, 12]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,60
"[11, 12]","[1, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,60
"[12, 14]","[0, 1]","[60, 61, 62, 63]",2,0,2,1.0,2,0,60
"[1, 2, 11]","[0, 0, 1]","[60, 61, 62, 63]",3,1,1,0.5,2,0,60
"[1, 2, 12]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,60
"[1, 4, 5]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,60
"[1, 4, 13]","[0, 0, 0]","[60, 61, 62, 63]",3,1,2,0.6666666666666666,3,0,60
"[1, 5, 13]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,60
"[1, 11, 12]","[0, 1, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,60
"[2, 11, 12]","[0, 1, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,60
"[4, 5, 13]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,60
"[5, 12, 14]","[0, 0, 1]","[60, 61, 62, 63]",3,0,2,1.0,2,0,60
"[1, 2, 11, 12]","[0, 0, 1, 0]","[60, 61, 62, 63]",4,1,1,0.5,2,0,60
"[1, 4, 5, 13]","[0, 0, 0, 0]","[60, 61, 62, 63]",4,1,1,0.5,2,0,60
[0],[0],"[60, 61, 62, 63]",1,1,3,0.75,4,0,61
[2],[0],"[60, 61, 62, 63]",1,1,1,0.5,2,0,61
[8],[0],"[60, 61, 62, 63]",1,1,2,0.6666666666666666,3,0,61
[9],[0],"[60, 61, 62, 63]",1,1,1,0.5,2,0,61
[11],[0],"[60, 61, 62, 63]",1,1,2,0.6666666666666666,3,0,61
[12],[1],"[60, 61, 62, 63]",1,1,1,0.5,2,0,61
[14],[0],"[60, 61, 62, 63]",1,2,0,0.0,2,0,61
"[0, 2]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,61
"[0, 8]","[0, 0]","[60, 61, 62, 63]",2,1,2,0.6666666666666666,3,0,61
"[0, 9]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,61
"[0, 11]","[0, 0]","[60, 61, 62, 63]",2,0,2,1.0,2,0,61
"[2, 8]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,61
"[8, 9]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,61
"[11, 12]","[0, 1]","[60, 61, 62, 63]",2,1,1,0.5,2,0,61
"[0, 2, 8]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,61
"[0, 8, 9]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,61
[0],[0],"[60, 61, 62, 63]",1,1,3,0.75,4,0,62
[8],[0],"[60, 61, 62, 63]",1,1,2,0.6666666666666666,3,0,62
[9],[1],"[60, 61, 62, 63]",1,1,1,0.5,2,0,62
[10],[0],"[60, 61, 62, 63]",1,2,1,0.3333333333333333,3,0,62
[12],[0],"[60, 61, 62, 63]",1,1,2,0.6666666666666666,3,0,62
[13],[0],"[60, 61, 62, 63]",1,1,2,0.6666666666666666,3,0,62
[14],[1],"[60, 61, 62, 63]",1,0,2,1.0,2,0,62
[15],[0],"[60, 61, 62, 63]",1,2,2,0.5,4,0,62
"[0, 8]","[0, 0]","[60, 61, 62, 63]",2,1,2,0.6666666666666666,3,0,62
"[0, 10]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,62
"[0, 12]","[0, 0]","[60, 61, 62, 63]",2,1,2,0.6666666666666666,3,0,62
"[0, 13]","[0, 0]","[60, 61, 62, 63]",2,0,2,1.0,2,0,62
"[0, 14]","[0, 1]","[60, 61, 62, 63]",2,0,2,1.0,2,0,62
"[0, 15]","[0, 0]","[60, 61, 62, 63]",2,1,2,0.6666666666666666,3,0,62
"[8, 10]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,62
"[8, 12]","[0, 0]","[60, 61, 62, 63]",2,1,2,0.6666666666666666,3,0,62
"[8, 14]","[0, 1]","[60, 61, 62, 63]",2,0,2,1.0,2,0,62
"[8, 15]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,62
"[9, 13]","[1, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,62
"[9, 15]","[1, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,62
"[10, 12]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,62
"[10, 15]","[0, 0]","[60, 61, 62, 63]",2,2,0,0.0,2,0,62
"[12, 14]","[0, 1]","[60, 61, 62, 63]",2,0,2,1.0,2,0,62
"[12, 15]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,0,62
"[13, 15]","[0, 0]","[60, 61, 62, 63]",2,1,2,0.6666666666666666,3,0,62
"[0, 8, 10]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,62
"[0, 8, 12]","[0, 0, 0]","[60, 61, 62, 63]",3,1,2,0.6666666666666666,3,0,62
"[0, 8, 14]","[0, 0, 1]","[60, 61, 62, 63]",3,0,2,1.0,2,0,62
"[0, 8, 15]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,62
"[0, 10, 12]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,62
"[0, 12, 14]","[0, 0, 1]","[60, 61, 62, 63]",3,0,2,1.0,2,0,62
"[0, 12, 15]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,62
"[0, 13, 15]","[0, 0, 0]","[60, 61, 62, 63]",3,0,2,1.0,2,0,62
"[8, 10, 12]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,62
"[8, 12, 14]","[0, 0, 1]","[60, 61, 62, 63]",3,0,2,1.0,2,0,62
"[8, 12, 15]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,62
"[9, 13, 15]","[1, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,0,62
"[0, 8, 10, 12]","[0, 0, 0, 0]","[60, 61, 62, 63]",4,1,1,0.5,2,0,62
"[0, 8, 12, 14]","[0, 0, 0, 1]","[60, 61, 62, 63]",4,0,2,1.0,2,0,62
"[0, 8, 12, 15]","[0, 0, 0, 0]","[60, 61, 62, 63]",4,1,1,0.5,2,0,62
[5],[1],"[60, 61, 62, 63]",1,1,1,0.5,2,1,63
[7],[0],"[60, 61, 62, 63]",1,2,2,0.5,4,1,63
[9],[0],"[60, 61, 62, 63]",1,1,1,0.5,2,1,63
[10],[0],"[60, 61, 62, 63]",1,2,1,0.3333333333333333,3,1,63
[11],[0],"[60, 61, 62, 63]",1,1,2,0.6666666666666666,3,1,63
[13],[0],"[60, 61, 62, 63]",1,1,2,0.6666666666666666,3,1,63
"[7, 9]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,1,63
"[7, 10]","[0, 0]","[60, 61, 62, 63]",2,2,1,0.3333333333333333,3,1,63
"[7, 11]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,1,63
"[7, 13]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,1,63
"[9, 10]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,1,63
"[10, 11]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,1,63
"[11, 13]","[0, 0]","[60, 61, 62, 63]",2,1,1,0.5,2,1,63
"[7, 9, 10]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,1,63
"[7, 10, 11]","[0, 0, 0]","[60, 61, 62, 63]",3,1,1,0.5,2,1,63
[1],[0],"[90, 91, 92, 93, 94]",1,1,3,0.75,4,1,90
[2],[0],"[90, 91, 92, 93, 94]",1,2,1,0.3333333333333333,3,1,90
[4],[1],"[90, 91, 92, 93, 94]",1,1,1,0.5,2,1,90
[5],[1],"[90, 91, 92, 93, 94]",1,1,3,0.75,4,1,90
[7],[0],"[90, 91, 92, 93, 94]",1,2,1,0.3333333333333333,3,1,90
[8],[1],"[90, 91, 92, 93, 94]",1,2,1,0.3333333333333333,3,1,90
[9],[1],"[90, 91, 92, 93, 94]",1,2,1,0.3333333333333333,3,1,90
[10],[0],"[90, 91, 92, 93, 94]",1,1,2,0.6666666666666666,3,1,90
[12],[0],"[90, 91, 92, 93, 94]",1,1,2,0.6666666666666666,3,1,90
[13],[1],"[90, 91, 92, 93, 94]",1,0,2,1.0,2,1,90
[14],[0],"[90, 91, 92, 93, 94]",1,1,2,0.6666666666666666,3,1,90
[15],[0],"[90, 91, 92, 93, 94]",1,1,1,0.5,2,1,90
"[1, 2]","[0, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[1, 4]","[0, 1]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[1, 5]","[0, 1]","[90, 91, 92, 93, 94]",2,1,3,0.75,4,1,90
"[1, 7]","[0, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[1, 8]","[0, 1]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[1, 9]","[0, 1]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[1, 10]","[0, 0]","[90, 91, 92, 93, 94]",2,0,2,1.0,2,1,90
"[1, 12]","[0, 0]","[90, 91, 92, 93, 94]",2,0,2,1.0,2,1,90
"[1, 13]","[0, 1]","[90, 91, 92, 93, 94]",2,0,2,1.0,2,1,90
"[1, 14]","[0, 0]","[90, 91, 92, 93, 94]",2,0,2,1.0,2,1,90
"[1, 15]","[0, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[2, 4]","[0, 1]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[2, 5]","[0, 1]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[2, 7]","[0, 0]","[90, 91, 92, 93, 94]",2,2,0,0.0,2,1,90
"[2, 8]","[0, 1]","[90, 91, 92, 93, 94]",2,2,1,0.3333333333333333,3,1,90
"[2, 9]","[0, 1]","[90, 91, 92, 93, 94]",2,2,0,0.0,2,1,90
"[2, 10]","[0, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[2, 12]","[0, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[2, 15]","[0, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[4, 5]","[1, 1]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[4, 8]","[1, 1]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[4, 15]","[1, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[5, 7]","[1, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[5, 8]","[1, 1]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[5, 9]","[1, 1]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[5, 10]","[1, 0]","[90, 91, 92, 93, 94]",2,0,2,1.0,2,1,90
"[5, 12]","[1, 0]","[90, 91, 92, 93, 94]",2,0,2,1.0,2,1,90
"[5, 13]","[1, 1]","[90, 91, 92, 93, 94]",2,0,2,1.0,2,1,90
"[5, 14]","[1, 0]","[90, 91, 92, 93, 94]",2,0,2,1.0,2,1,90
"[5, 15]","[1, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[7, 8]","[0, 1]","[90, 91, 92, 93, 94]",2,2,0,0.0,2,1,90
"[7, 9]","[0, 1]","[90, 91, 92, 93, 94]",2,2,0,0.0,2,1,90
"[7, 10]","[0, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[7, 12]","[0, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[7, 14]","[0, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[8, 9]","[1, 1]","[90, 91, 92, 93, 94]",2,2,0,0.0,2,1,90
"[8, 10]","[1, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[8, 12]","[1, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[8, 15]","[1, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[9, 14]","[1, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[10, 12]","[0, 0]","[90, 91, 92, 93, 94]",2,1,2,0.6666666666666666,3,1,90
"[10, 14]","[0, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[12, 14]","[0, 0]","[90, 91, 92, 93, 94]",2,1,1,0.5,2,1,90
"[13, 14]","[1, 0]","[90, 91, 92, 93, 94]",2,0,2,1.0,2,1,90
"[1, 2, 4]","[0, 0, 1]","[90, 91, 92, 93, 94]",3,1,1,0.5,2,1,90
"[1, 2, 5]","[0, 0, 1]","[90, 91, 92, 93, 94]",3,1,1,0.5,2,1,90
"[1, 2, 8]","[0, 0, 1]","[90, 91, 92, 93, 94]",3,1,1,0.5,2,1,90
"[1, 2, 15]","[0, 0, 0]","[90, 91, 92, 93, 94]",3,1,1,0.5,2,1,90
