params,rez_1,rez_0,proc
"(2, 8, 10)",9,14,0.6086956521739131
"(2, 8, 15)",8,14,0.6363636363636364
"(2, 9, 12)",13,21,0.6176470588235294
"(2, 9, 15)",11,14,0.56
"(2, 12, 15)",14,13,0.48148148148148145
"(5, 10, 13)",11,20,0.6451612903225806
"(6, 10, 13)",13,16,0.5517241379310345
"(1, 2, 6, 9)",2,3,0.6
"(1, 2, 6, 12)",4,2,0.3333333333333333
"(1, 2, 6, 15)",1,2,0.6666666666666666
"(1, 2, 9, 12)",3,4,0.5714285714285714
"(1, 2, 9, 15)",4,3,0.42857142857142855
"(1, 2, 12, 15)",4,2,0.3333333333333333
"(1, 6, 9, 12)",6,7,0.5384615384615384
"(1, 6, 9, 15)",3,4,0.5714285714285714
"(2, 5, 8, 10)",1,6,0.8571428571428571
"(2, 5, 8, 13)",2,12,0.8571428571428571
"(2, 5, 9, 10)",1,6,0.8571428571428571
"(2, 5, 9, 15)",1,8,0.8888888888888888
"(2, 5, 10, 13)",2,5,0.7142857142857143
"(2, 6, 7, 8)",5,9,0.6428571428571429
"(2, 6, 7, 9)",3,5,0.625
"(2, 6, 7, 10)",4,3,0.42857142857142855
"(2, 6, 8, 9)",4,9,0.6923076923076923
"(2, 6, 8, 10)",4,3,0.42857142857142855
"(2, 6, 8, 13)",1,4,0.8
"(2, 6, 9, 10)",3,10,0.7692307692307693
"(2, 6, 9, 12)",2,6,0.75
"(2, 6, 9, 15)",3,5,0.625
"(2, 6, 10, 13)",2,4,0.6666666666666666
"(2, 6, 12, 15)",3,5,0.625
"(2, 7, 8, 9)",7,8,0.5333333333333333
"(2, 7, 8, 10)",6,4,0.4
"(2, 7, 8, 13)",7,6,0.46153846153846156
"(2, 7, 9, 10)",7,2,0.2222222222222222
"(2, 7, 9, 13)",7,4,0.36363636363636365
"(2, 7, 10, 13)",6,3,0.3333333333333333
"(2, 8, 9, 10)",5,8,0.6153846153846154
"(2, 8, 9, 13)",4,6,0.6
"(2, 8, 9, 15)",1,7,0.875
"(2, 8, 10, 13)",6,3,0.3333333333333333
"(2, 8, 10, 15)",0,3,1.0
"(2, 8, 13, 15)",2,6,0.75
"(2, 9, 10, 13)",4,3,0.42857142857142855
"(2, 9, 10, 15)",2,8,0.8
"(2, 9, 12, 15)",5,6,0.5454545454545454
"(2, 9, 13, 15)",2,2,0.5
"(2, 10, 13, 15)",1,2,0.6666666666666666
"(5, 8, 9, 13)",4,8,0.6666666666666666
"(5, 8, 10, 13)",2,2,0.5
"(5, 9, 10, 13)",2,6,0.75
"(6, 7, 8, 13)",3,4,0.5714285714285714
"(6, 7, 9, 13)",2,5,0.7142857142857143
"(6, 7, 10, 13)",2,2,0.5
"(6, 8, 9, 13)",0,3,1.0
"(6, 8, 10, 13)",4,2,0.3333333333333333
"(6, 9, 10, 13)",1,4,0.8
"(7, 9, 10, 13)",5,3,0.375
"(1, 2, 6, 9, 12)",0,1,1.0
"(1, 2, 6, 9, 15)",0,1,1.0
"(1, 2, 6, 12, 15)",0,1,1.0
"(1, 2, 9, 12, 15)",3,1,0.25
"(1, 6, 9, 12, 15)",2,2,0.5
"(2, 5, 8, 9, 10)",1,4,0.8
"(2, 5, 8, 9, 13)",0,4,1.0
"(2, 5, 8, 10, 13)",0,1,1.0
"(2, 5, 9, 10, 13)",0,2,1.0
"(2, 6, 7, 8, 9)",2,4,0.6666666666666666
"(2, 6, 7, 8, 10)",2,1,0.3333333333333333
"(2, 6, 7, 8, 13)",0,3,1.0
"(2, 6, 7, 9, 10)",1,1,0.5
"(2, 6, 7, 9, 13)",0,3,1.0
"(2, 6, 7, 10, 13)",0,1,1.0
"(2, 6, 8, 9, 10)",2,3,0.6
"(2, 6, 8, 9, 13)",0,2,1.0
"(2, 6, 8, 10, 13)",1,1,0.5
"(2, 6, 9, 10, 13)",0,1,1.0
"(2, 6, 9, 12, 15)",2,4,0.6666666666666666
"(2, 7, 8, 9, 10)",4,1,0.2
"(2, 7, 8, 9, 13)",4,2,0.3333333333333333
"(2, 7, 8, 10, 13)",4,2,0.3333333333333333
"(2, 7, 9, 10, 13)",3,1,0.25
"(2, 8, 9, 10, 13)",3,1,0.25
"(2, 8, 9, 10, 15)",0,3,1.0
"(2, 8, 9, 13, 15)",0,2,1.0
"(2, 8, 10, 13, 15)",0,1,1.0
"(2, 9, 10, 13, 15)",0,1,1.0
"(5, 8, 9, 10, 13)",0,1,1.0
"(6, 7, 8, 9, 13)",0,2,1.0
"(6, 7, 8, 10, 13)",1,1,0.5
"(6, 7, 9, 10, 13)",0,1,1.0
"(6, 8, 9, 10, 13)",0,1,1.0
"(7, 8, 9, 10, 13)",3,2,0.4
"(1, 2, 6, 9, 12, 15)",0,1,1.0
"(2, 5, 8, 9, 10, 13)",0,1,1.0
"(2, 6, 7, 8, 9, 10)",1,1,0.5
"(2, 6, 7, 8, 9, 13)",0,2,1.0
"(2, 6, 7, 8, 10, 13)",0,1,1.0
"(2, 6, 7, 9, 10, 13)",0,1,1.0
"(2, 6, 8, 9, 10, 13)",0,1,1.0
"(2, 7, 8, 9, 10, 13)",3,1,0.25
"(2, 8, 9, 10, 13, 15)",0,1,1.0
"(6, 7, 8, 9, 10, 13)",0,1,1.0
"(2, 6, 7, 8, 9, 10, 13)",0,1,1.0
"(0, 7, 14)",7,5,0.4166666666666667
"(2, 4, 7)",16,16,0.5
"(2, 4, 14)",13,19,0.59375
"(2, 5, 7)",11,22,0.6666666666666666
"(2, 7, 15)",7,8,0.5333333333333333
"(3, 4, 6)",9,17,0.6538461538461539
"(3, 6, 15)",5,10,0.6666666666666666
"(5, 7, 11)",9,11,0.55
"(5, 7, 15)",8,11,0.5789473684210527
"(5, 8, 14)",11,21,0.65625
"(7, 8, 14)",13,13,0.5
"(7, 14, 15)",8,2,0.2
"(0, 2, 4, 15)",2,5,0.7142857142857143
"(0, 2, 6, 8)",2,8,0.8
"(0, 2, 8, 15)",2,5,0.7142857142857143
"(0, 4, 8, 15)",3,6,0.6666666666666666
"(0, 5, 7, 11)",2,1,0.3333333333333333
"(0, 5, 7, 14)",1,1,0.5
"(0, 5, 8, 11)",3,7,0.7
"(0, 5, 8, 14)",2,3,0.6
"(0, 5, 11, 14)",1,3,0.75
"(0, 7, 8, 14)",1,0,0.0
"(0, 7, 11, 14)",4,0,0.0
"(0, 8, 11, 14)",2,1,0.3333333333333333
"(2, 3, 4, 6)",3,2,0.4
"(2, 3, 4, 15)",6,3,0.3333333333333333
"(2, 3, 6, 15)",3,3,0.5
"(2, 4, 5, 7)",3,7,0.7
"(2, 4, 5, 14)",4,11,0.7333333333333333
"(2, 4, 5, 15)",5,5,0.5
"(2, 4, 7, 14)",6,4,0.4
"(2, 4, 7, 15)",5,3,0.375
"(2, 4, 8, 15)",4,4,0.5
"(2, 4, 14, 15)",4,3,0.42857142857142855
"(2, 5, 7, 14)",4,4,0.5
"(2, 5, 7, 15)",2,4,0.6666666666666666
"(2, 7, 14, 15)",3,2,0.4
"(3, 4, 6, 15)",2,4,0.6666666666666666
"(4, 5, 7, 14)",5,7,0.5833333333333334
"(4, 5, 7, 15)",4,4,0.5
"(4, 5, 14, 15)",3,2,0.4
"(4, 7, 14, 15)",4,2,0.3333333333333333
"(5, 7, 8, 11)",4,4,0.5
"(5, 7, 8, 14)",4,6,0.6
"(5, 7, 11, 14)",3,3,0.5
"(5, 7, 14, 15)",1,2,0.6666666666666666
"(5, 8, 11, 14)",5,4,0.4444444444444444
"(7, 8, 11, 14)",3,2,0.4
"(0, 2, 4, 8, 15)",1,3,0.75
"(0, 5, 7, 8, 11)",1,1,0.5
"(0, 5, 7, 8, 14)",1,0,0.0
"(0, 5, 7, 11, 14)",1,0,0.0
"(0, 5, 8, 11, 14)",1,0,0.0
"(0, 7, 8, 11, 14)",1,0,0.0
"(2, 3, 4, 6, 15)",1,1,0.5
"(2, 4, 5, 7, 14)",3,3,0.5
"(2, 4, 5, 7, 15)",2,2,0.5
"(2, 4, 5, 14, 15)",2,2,0.5
"(2, 4, 7, 14, 15)",2,2,0.5
"(2, 5, 7, 14, 15)",1,2,0.6666666666666666
"(4, 5, 7, 14, 15)",1,2,0.6666666666666666
"(5, 7, 8, 11, 14)",3,2,0.4
"(0, 5, 7, 8, 11, 14)",1,0,0.0
"(2, 4, 5, 7, 14, 15)",1,2,0.6666666666666666
"(3, 8, 10)",17,16,0.48484848484848486
"(2, 3, 8, 10)",4,3,0.42857142857142855
"(4, 6, 13)",8,21,0.7241379310344828
"(0, 2, 6, 15)",1,5,0.8333333333333334
"(0, 4, 6, 13)",2,5,0.7142857142857143
"(0, 6, 8, 15)",2,5,0.7142857142857143
"(2, 4, 6, 8)",4,9,0.6923076923076923
"(2, 6, 8, 15)",3,6,0.6666666666666666
"(4, 5, 6, 13)",0,8,1.0
"(4, 6, 8, 15)",1,5,0.8333333333333334
"(0, 2, 4, 6, 8)",0,4,1.0
"(0, 2, 4, 6, 15)",0,2,1.0
"(0, 2, 6, 8, 15)",0,3,1.0
"(0, 4, 5, 6, 13)",0,4,1.0
"(0, 4, 6, 8, 15)",0,3,1.0
"(2, 4, 6, 8, 15)",1,2,0.6666666666666666
"(0, 2, 4, 6, 8, 15)",0,2,1.0
"(0, 2, 5, 13)",5,9,0.6428571428571429
"(0, 4, 12, 14)",7,8,0.5333333333333333
"(2, 4, 5, 13)",1,10,0.9090909090909091
"(0, 1, 4, 12, 14)",3,4,0.5714285714285714
"(0, 2, 4, 5, 13)",1,4,0.8
"(0, 3, 6)",10,9,0.47368421052631576
"(0, 6, 14)",13,12,0.48
"(4, 13, 14)",12,15,0.5555555555555556
"(5, 8, 15)",13,18,0.5806451612903226
"(0, 1, 6, 12)",2,5,0.7142857142857143
"(0, 2, 5, 6)",0,8,1.0
"(0, 2, 6, 13)",0,3,1.0
"(0, 2, 13, 15)",1,3,0.75
"(0, 3, 4, 6)",3,3,0.5
"(0, 4, 6, 14)",3,8,0.7272727272727273
"(0, 5, 8, 15)",4,10,0.7142857142857143
"(0, 5, 13, 15)",0,6,1.0
"(0, 6, 8, 13)",1,5,0.8333333333333334
"(0, 6, 8, 14)",0,4,1.0
"(0, 6, 13, 15)",1,3,0.75
"(0, 8, 13, 15)",2,3,0.6
"(1, 4, 6, 12)",6,6,0.5
"(2, 4, 5, 6)",2,11,0.8461538461538461
"(2, 4, 6, 13)",0,5,1.0
"(2, 4, 13, 15)",0,3,1.0
"(2, 5, 6, 8)",1,10,0.9090909090909091
"(2, 5, 8, 15)",2,7,0.7777777777777778
"(4, 5, 8, 15)",2,4,0.6666666666666666
"(4, 5, 13, 14)",2,4,0.6666666666666666
"(4, 5, 13, 15)",1,6,0.8571428571428571
"(4, 6, 8, 13)",1,4,0.8
"(4, 6, 8, 14)",4,4,0.5
"(4, 6, 13, 15)",1,5,0.8333333333333334
"(4, 8, 13, 15)",2,3,0.6
"(5, 6, 8, 13)",3,5,0.625
"(5, 6, 8, 15)",3,6,0.6666666666666666
"(5, 8, 13, 15)",3,6,0.6666666666666666
"(6, 8, 13, 15)",1,2,0.6666666666666666
"(0, 1, 4, 6, 12)",1,3,0.75
"(0, 2, 4, 5, 6)",0,4,1.0
"(0, 2, 4, 5, 15)",1,2,0.6666666666666666
"(0, 2, 4, 6, 13)",0,2,1.0
"(0, 2, 4, 13, 15)",0,3,1.0
"(0, 2, 5, 6, 8)",0,5,1.0
"(0, 2, 5, 6, 13)",0,2,1.0
"(0, 2, 5, 6, 15)",0,3,1.0
"(0, 2, 5, 8, 13)",1,4,0.8
"(0, 2, 5, 8, 15)",0,3,1.0
"(0, 2, 5, 13, 15)",0,2,1.0
"(0, 2, 6, 8, 13)",0,2,1.0
"(0, 2, 6, 13, 15)",0,1,1.0
"(0, 2, 8, 13, 15)",0,2,1.0
"(0, 4, 5, 8, 15)",0,3,1.0
"(0, 4, 5, 13, 15)",0,3,1.0
"(0, 4, 6, 8, 13)",0,2,1.0
"(0, 4, 6, 8, 14)",0,2,1.0
"(0, 4, 6, 13, 15)",0,2,1.0
"(0, 4, 8, 13, 15)",1,3,0.75
"(0, 5, 6, 8, 13)",0,3,1.0
"(0, 5, 6, 8, 15)",1,3,0.75
"(0, 5, 6, 13, 15)",0,3,1.0
"(0, 5, 8, 13, 15)",0,3,1.0
"(0, 6, 8, 13, 15)",0,2,1.0
"(2, 4, 5, 6, 8)",1,5,0.8333333333333334
"(2, 4, 5, 6, 13)",0,2,1.0
"(2, 4, 5, 6, 15)",1,3,0.75
"(2, 4, 5, 8, 13)",0,5,1.0
"(2, 4, 5, 8, 15)",1,3,0.75
"(2, 4, 5, 13, 15)",0,2,1.0
"(2, 4, 6, 8, 13)",0,2,1.0
"(2, 4, 6, 13, 15)",0,1,1.0
"(2, 4, 8, 13, 15)",0,2,1.0
"(2, 5, 6, 8, 13)",0,3,1.0
"(2, 5, 6, 8, 15)",0,3,1.0
"(2, 5, 8, 13, 15)",1,4,0.8
"(2, 6, 8, 13, 15)",0,1,1.0
"(4, 5, 6, 8, 13)",0,3,1.0
"(4, 5, 6, 8, 15)",0,2,1.0
"(4, 5, 6, 13, 15)",0,4,1.0
"(4, 5, 8, 13, 15)",0,3,1.0
"(4, 6, 8, 13, 15)",0,2,1.0
"(5, 6, 8, 13, 15)",1,2,0.6666666666666666
"(0, 2, 4, 5, 6, 8)",0,3,1.0
"(0, 2, 4, 5, 6, 13)",0,1,1.0
"(0, 2, 4, 5, 6, 15)",0,1,1.0
"(0, 2, 4, 5, 8, 13)",0,2,1.0
"(0, 2, 4, 5, 8, 15)",0,2,1.0
"(0, 2, 4, 5, 13, 15)",0,2,1.0
"(0, 2, 4, 6, 8, 13)",0,1,1.0
"(0, 2, 4, 6, 13, 15)",0,1,1.0
"(0, 2, 4, 8, 13, 15)",0,2,1.0
"(0, 2, 5, 6, 8, 13)",0,2,1.0
"(0, 2, 5, 6, 8, 15)",0,1,1.0
"(0, 2, 5, 6, 13, 15)",0,1,1.0
"(0, 2, 5, 8, 13, 15)",0,2,1.0
"(0, 2, 6, 8, 13, 15)",0,1,1.0
"(0, 4, 5, 6, 8, 13)",0,2,1.0
"(0, 4, 5, 6, 8, 15)",0,2,1.0
"(0, 4, 5, 6, 13, 15)",0,2,1.0
"(0, 4, 5, 8, 13, 15)",0,3,1.0
"(0, 4, 6, 8, 13, 15)",0,2,1.0
"(0, 5, 6, 8, 13, 15)",0,2,1.0
"(2, 4, 5, 6, 8, 13)",0,2,1.0
"(2, 4, 5, 6, 8, 15)",0,1,1.0
"(2, 4, 5, 6, 13, 15)",0,1,1.0
"(2, 4, 5, 8, 13, 15)",0,2,1.0
"(2, 4, 6, 8, 13, 15)",0,1,1.0
"(2, 5, 6, 8, 13, 15)",0,1,1.0
"(4, 5, 6, 8, 13, 15)",0,2,1.0
"(0, 2, 4, 5, 6, 8, 13)",0,1,1.0
"(0, 2, 4, 5, 6, 8, 15)",0,1,1.0
"(0, 2, 4, 5, 6, 13, 15)",0,1,1.0
"(0, 2, 4, 5, 8, 13, 15)",0,2,1.0
"(0, 2, 4, 6, 8, 13, 15)",0,1,1.0
"(0, 2, 5, 6, 8, 13, 15)",0,1,1.0
"(0, 4, 5, 6, 8, 13, 15)",0,2,1.0
"(2, 4, 5, 6, 8, 13, 15)",0,1,1.0
"(0, 2, 4, 5, 6, 8, 13, 15)",0,1,1.0
"(5, 12, 14)",3,19,0.8636363636363636
"(7, 12, 14)",9,11,0.55
"(5, 7, 12, 14)",1,4,0.8
"(2, 3, 7)",6,12,0.6666666666666666
"(2, 3, 11)",5,9,0.6428571428571429
"(0, 1, 3, 4)",5,6,0.5454545454545454
"(0, 1, 3, 12)",5,7,0.5833333333333334
"(0, 3, 4, 12)",4,6,0.6
"(0, 3, 12, 14)",3,6,0.6666666666666666
"(2, 3, 7, 9)",1,5,0.8333333333333334
"(2, 3, 7, 11)",0,5,1.0
"(2, 3, 9, 11)",1,2,0.6666666666666666
"(2, 7, 9, 11)",2,4,0.6666666666666666
"(3, 4, 12, 14)",2,8,0.8
"(4, 8, 12, 13)",3,9,0.75
"(0, 1, 3, 4, 12)",2,4,0.6666666666666666
"(0, 1, 3, 4, 14)",1,3,0.75
"(0, 1, 3, 12, 14)",0,3,1.0
"(0, 3, 4, 12, 14)",0,3,1.0
"(0, 4, 8, 12, 13)",1,3,0.75
"(1, 3, 4, 12, 14)",0,5,1.0
"(2, 3, 7, 9, 11)",0,2,1.0
"(0, 1, 3, 4, 12, 14)",0,3,1.0
"(3, 9, 15)",9,10,0.5263157894736842
"(7, 9, 15)",10,12,0.5454545454545454
"(11, 13, 15)",6,14,0.7
"(2, 9, 10, 12)",2,7,0.7777777777777778
"(2, 10, 12, 15)",1,4,0.8
"(3, 4, 6, 9)",1,4,0.8
"(3, 4, 6, 11)",1,3,0.75
"(3, 4, 6, 12)",4,5,0.5555555555555556
"(3, 4, 6, 13)",1,5,0.8333333333333334
"(3, 4, 9, 15)",1,2,0.6666666666666666
"(3, 4, 11, 13)",0,4,1.0
"(3, 5, 12, 13)",0,3,1.0
"(3, 6, 9, 11)",5,5,0.5
"(3, 6, 9, 12)",2,3,0.6
"(3, 6, 9, 15)",3,2,0.4
"(3, 6, 11, 13)",0,5,1.0
"(3, 6, 11, 15)",1,1,0.5
"(3, 6, 12, 13)",2,5,0.7142857142857143
"(3, 6, 12, 15)",2,1,0.3333333333333333
"(3, 6, 13, 15)",1,2,0.6666666666666666
"(3, 9, 11, 15)",1,2,0.6666666666666666
"(3, 9, 12, 13)",4,4,0.5
"(3, 9, 12, 14)",3,6,0.6666666666666666
"(3, 9, 12, 15)",3,3,0.5
"(3, 9, 13, 15)",1,3,0.75
"(3, 11, 13, 15)",0,1,1.0
"(4, 6, 9, 12)",6,7,0.5384615384615384
"(4, 6, 9, 13)",3,4,0.5714285714285714
"(4, 6, 9, 15)",3,5,0.625
"(4, 6, 11, 13)",2,4,0.6666666666666666
"(4, 6, 12, 13)",2,2,0.5
"(4, 6, 12, 15)",2,2,0.5
"(4, 9, 11, 15)",2,3,0.6
"(4, 11, 12, 13)",4,2,0.3333333333333333
"(4, 11, 13, 15)",2,6,0.75
"(5, 9, 12, 13)",1,6,0.8571428571428571
"(6, 9, 11, 13)",1,6,0.8571428571428571
"(6, 9, 12, 13)",2,4,0.6666666666666666
"(6, 9, 13, 15)",0,2,1.0
"(6, 11, 13, 15)",1,1,0.5
"(7, 9, 12, 15)",2,5,0.7142857142857143
"(9, 10, 12, 15)",4,7,0.6363636363636364
"(9, 11, 12, 13)",3,4,0.5714285714285714
"(9, 11, 13, 15)",1,4,0.8
"(11, 12, 13, 15)",2,3,0.6
"(2, 9, 10, 12, 15)",1,2,0.6666666666666666
"(3, 4, 6, 9, 11)",1,2,0.6666666666666666
"(3, 4, 6, 9, 12)",0,3,1.0
"(3, 4, 6, 9, 13)",0,1,1.0
"(3, 4, 6, 9, 15)",0,1,1.0
"(3, 4, 6, 11, 12)",0,2,1.0
"(3, 4, 6, 11, 13)",0,2,1.0
"(3, 4, 6, 11, 15)",0,1,1.0
"(3, 4, 6, 12, 13)",0,1,1.0
"(3, 4, 6, 12, 15)",1,1,0.5
"(3, 4, 6, 13, 15)",0,1,1.0
"(3, 4, 9, 11, 13)",0,2,1.0
"(3, 4, 9, 11, 15)",0,1,1.0
"(3, 4, 9, 12, 13)",3,1,0.25
"(3, 4, 9, 12, 15)",1,2,0.6666666666666666
"(3, 4, 9, 13, 15)",0,1,1.0
"(3, 4, 11, 12, 13)",0,1,1.0
"(3, 4, 11, 12, 15)",0,1,1.0
"(3, 4, 11, 13, 15)",0,1,1.0
"(3, 5, 9, 12, 13)",0,2,1.0
"(3, 6, 9, 11, 12)",0,2,1.0
"(3, 6, 9, 11, 13)",0,3,1.0
"(3, 6, 9, 11, 15)",1,1,0.5
"(3, 6, 9, 12, 13)",0,1,1.0
"(3, 6, 9, 12, 15)",1,1,0.5
"(3, 6, 9, 13, 15)",0,2,1.0
"(3, 6, 11, 12, 13)",0,2,1.0
"(3, 6, 11, 12, 15)",0,1,1.0
"(3, 6, 11, 13, 15)",0,1,1.0
"(3, 6, 12, 13, 15)",0,1,1.0
"(3, 9, 11, 12, 13)",0,1,1.0
"(3, 9, 11, 12, 15)",0,1,1.0
"(3, 9, 11, 13, 15)",0,1,1.0
"(3, 9, 12, 13, 14)",2,2,0.5
"(3, 9, 12, 13, 15)",0,1,1.0
"(3, 11, 12, 13, 15)",0,1,1.0
"(4, 6, 9, 11, 12)",2,4,0.6666666666666666
"(4, 6, 9, 11, 13)",0,2,1.0
"(4, 6, 9, 11, 15)",0,1,1.0
"(4, 6, 9, 12, 13)",1,1,0.5
"(4, 6, 9, 12, 15)",0,2,1.0
"(4, 6, 9, 13, 15)",0,1,1.0
"(4, 6, 11, 12, 13)",0,1,1.0
"(4, 6, 11, 12, 15)",0,1,1.0
"(4, 6, 11, 13, 15)",0,1,1.0
"(4, 6, 12, 13, 15)",0,1,1.0
"(4, 9, 11, 12, 13)",3,2,0.4
"(4, 9, 11, 12, 15)",1,2,0.6666666666666666
"(4, 9, 11, 13, 15)",1,2,0.6666666666666666
"(4, 11, 12, 13, 15)",0,1,1.0
"(6, 9, 11, 12, 13)",0,1,1.0
"(6, 9, 11, 13, 15)",0,1,1.0
"(6, 9, 12, 13, 15)",0,1,1.0
"(6, 11, 12, 13, 15)",0,1,1.0
"(9, 11, 12, 13, 15)",0,1,1.0
"(3, 4, 6, 9, 11, 12)",0,2,1.0
"(3, 4, 6, 9, 11, 13)",0,1,1.0
"(3, 4, 6, 9, 11, 15)",0,1,1.0
"(3, 4, 6, 9, 12, 13)",0,1,1.0
"(3, 4, 6, 9, 12, 15)",0,1,1.0
"(3, 4, 6, 9, 13, 15)",0,1,1.0
"(3, 4, 6, 11, 12, 13)",0,1,1.0
"(3, 4, 6, 11, 12, 15)",0,1,1.0
"(3, 4, 6, 11, 13, 15)",0,1,1.0
"(3, 4, 6, 12, 13, 15)",0,1,1.0
"(3, 4, 9, 11, 12, 13)",0,1,1.0
"(3, 4, 9, 11, 12, 15)",0,1,1.0
"(3, 4, 9, 11, 13, 15)",0,1,1.0
"(3, 4, 9, 12, 13, 15)",0,1,1.0
"(3, 4, 11, 12, 13, 15)",0,1,1.0
"(3, 6, 9, 11, 12, 13)",0,1,1.0
"(3, 6, 9, 11, 12, 15)",0,1,1.0
"(3, 6, 9, 11, 13, 15)",0,1,1.0
"(3, 6, 9, 12, 13, 15)",0,1,1.0
"(3, 6, 11, 12, 13, 15)",0,1,1.0
"(3, 9, 11, 12, 13, 15)",0,1,1.0
"(4, 6, 9, 11, 12, 13)",0,1,1.0
"(4, 6, 9, 11, 12, 15)",0,1,1.0
"(4, 6, 9, 11, 13, 15)",0,1,1.0
"(4, 6, 9, 12, 13, 15)",0,1,1.0
"(4, 6, 11, 12, 13, 15)",0,1,1.0
"(4, 9, 11, 12, 13, 15)",0,1,1.0
"(6, 9, 11, 12, 13, 15)",0,1,1.0
"(3, 4, 6, 9, 11, 12, 13)",0,1,1.0
"(3, 4, 6, 9, 11, 12, 15)",0,1,1.0
"(3, 4, 6, 9, 11, 13, 15)",0,1,1.0
"(3, 4, 6, 9, 12, 13, 15)",0,1,1.0
"(3, 4, 6, 11, 12, 13, 15)",0,1,1.0
"(3, 4, 9, 11, 12, 13, 15)",0,1,1.0
"(3, 6, 9, 11, 12, 13, 15)",0,1,1.0
"(4, 6, 9, 11, 12, 13, 15)",0,1,1.0
"(3, 4, 6, 9, 11, 12, 13, 15)",0,1,1.0
"(0, 11, 15)",8,6,0.42857142857142855
"(8, 12, 15)",11,15,0.5769230769230769
"(0, 4, 11, 14)",1,3,0.75
"(0, 11, 12, 15)",3,3,0.5
"(2, 3, 6, 12)",2,0,0.0
"(1, 5, 11)",9,6,0.4
"(1, 4, 5, 11)",5,2,0.2857142857142857
"(1, 5, 8, 11)",7,1,0.125
"(4, 5, 8, 11)",8,5,0.38461538461538464
"(1, 4, 5, 8, 11)",5,0,0.0
"(3, 4, 6, 8)",0,3,1.0
"(1, 6, 14)",8,14,0.6363636363636364
"(1, 2, 4, 6)",6,2,0.25
"(1, 2, 4, 11)",1,4,0.8
"(1, 2, 4, 14)",3,3,0.5
"(1, 2, 5, 6)",1,5,0.8333333333333334
"(1, 2, 5, 11)",1,2,0.6666666666666666
"(1, 2, 5, 14)",2,4,0.6666666666666666
"(1, 2, 6, 11)",3,2,0.4
"(1, 2, 6, 14)",3,3,0.5
"(1, 2, 11, 14)",2,3,0.6
"(1, 4, 5, 14)",3,4,0.5714285714285714
"(1, 4, 6, 14)",3,8,0.7272727272727273
"(1, 5, 6, 11)",2,3,0.6
"(1, 5, 6, 14)",1,4,0.8
"(1, 5, 11, 14)",3,2,0.4
"(1, 6, 11, 14)",3,6,0.6666666666666666
"(2, 4, 5, 11)",2,6,0.75
"(2, 4, 6, 14)",4,8,0.6666666666666666
"(2, 4, 11, 14)",4,7,0.6363636363636364
"(2, 5, 6, 11)",1,7,0.875
"(2, 5, 6, 14)",1,8,0.8888888888888888
"(2, 5, 11, 14)",3,4,0.5714285714285714
"(4, 5, 6, 14)",1,11,0.9166666666666666
"(4, 5, 11, 14)",5,6,0.5454545454545454
"(4, 6, 11, 14)",2,4,0.6666666666666666
"(5, 6, 11, 14)",2,4,0.6666666666666666
"(1, 2, 4, 5, 6)",1,1,0.5
"(1, 2, 4, 5, 11)",1,1,0.5
"(1, 2, 4, 5, 14)",1,2,0.6666666666666666
"(1, 2, 4, 6, 11)",1,1,0.5
"(1, 2, 4, 6, 14)",2,1,0.3333333333333333
"(1, 2, 4, 11, 14)",1,2,0.6666666666666666
"(1, 2, 5, 6, 11)",1,2,0.6666666666666666
"(1, 2, 5, 6, 14)",1,2,0.6666666666666666
"(1, 2, 5, 11, 14)",1,2,0.6666666666666666
"(1, 2, 6, 11, 14)",2,2,0.5
"(1, 4, 5, 6, 11)",1,1,0.5
"(1, 4, 5, 6, 14)",1,3,0.75
"(1, 4, 5, 11, 14)",2,1,0.3333333333333333
"(1, 4, 6, 11, 14)",1,3,0.75
"(1, 5, 6, 11, 14)",1,2,0.6666666666666666
"(2, 4, 5, 6, 11)",1,1,0.5
"(2, 4, 5, 6, 14)",1,6,0.8571428571428571
"(2, 4, 5, 11, 14)",2,3,0.6
"(2, 4, 6, 11, 14)",1,1,0.5
"(2, 5, 6, 11, 14)",1,2,0.6666666666666666
"(4, 5, 6, 11, 14)",1,1,0.5
"(1, 2, 4, 5, 6, 11)",1,1,0.5
"(1, 2, 4, 5, 6, 14)",1,1,0.5
"(1, 2, 4, 5, 11, 14)",1,1,0.5
"(1, 2, 4, 6, 11, 14)",1,1,0.5
"(1, 2, 5, 6, 11, 14)",1,2,0.6666666666666666
"(1, 4, 5, 6, 11, 14)",1,1,0.5
"(2, 4, 5, 6, 11, 14)",1,1,0.5
"(1, 2, 4, 5, 6, 11, 14)",1,1,0.5
"(2, 4, 11, 12)",3,4,0.5714285714285714
"(3, 4, 8, 12)",1,8,0.8888888888888888
"(1, 2, 4, 11, 12)",0,3,1.0
"(0, 10, 11)",7,7,0.5
"(6, 8, 12)",11,20,0.6451612903225806
"(0, 6, 11, 12)",1,3,0.75
"(0, 6, 11, 15)",1,0,0.0
"(0, 6, 12, 15)",3,4,0.5714285714285714
"(0, 10, 11, 13)",2,0,0.0
"(2, 5, 6, 12)",1,5,0.8333333333333334
"(2, 5, 12, 13)",2,8,0.8
"(2, 6, 8, 12)",3,4,0.5714285714285714
"(4, 8, 11, 14)",5,3,0.375
"(6, 10, 12, 13)",5,0,0.0
"(0, 4, 8, 11, 14)",1,0,0.0
"(0, 6, 11, 12, 15)",1,0,0.0
"(2, 5, 6, 12, 13)",1,0,0.0
