params,rez_1,rez_0,proc
"(13,)",144,202,0.5838150289017341
"(0, 6)",46,70,0.603448275862069
"(0, 9)",68,71,0.5107913669064749
"(0, 12)",53,87,0.6214285714285714
"(0, 13)",46,80,0.6349206349206349
"(1, 6)",46,77,0.6260162601626016
"(1, 15)",49,39,0.4431818181818182
"(4, 6)",52,86,0.6231884057971014
"(4, 9)",60,104,0.6341463414634146
"(4, 12)",60,97,0.6178343949044586
"(4, 13)",57,89,0.6095890410958904
"(5, 6)",29,67,0.6979166666666666
"(5, 9)",46,94,0.6714285714285714
"(5, 12)",47,86,0.6466165413533834
"(5, 13)",43,78,0.6446280991735537
"(6, 8)",40,72,0.6428571428571429
"(6, 9)",50,67,0.5726495726495726
"(6, 10)",41,61,0.5980392156862745
"(6, 12)",49,78,0.6141732283464567
"(6, 15)",31,41,0.5694444444444444
"(7, 9)",58,72,0.5538461538461539
"(7, 12)",44,65,0.5963302752293578
"(7, 13)",54,65,0.5462184873949579
"(7, 15)",34,33,0.4925373134328358
"(8, 9)",63,88,0.5827814569536424
"(9, 12)",57,101,0.6392405063291139
"(9, 13)",67,77,0.5347222222222222
"(9, 15)",52,57,0.5229357798165137
"(10, 12)",56,75,0.5725190839694656
"(12, 13)",54,84,0.6086956521739131
"(13, 15)",44,47,0.5164835164835165
"(0, 1, 6)",10,19,0.6551724137931034
"(0, 1, 15)",13,9,0.4090909090909091
"(0, 4, 6)",17,28,0.6222222222222222
"(0, 4, 9)",19,19,0.5
"(0, 4, 12)",18,25,0.5813953488372093
"(0, 4, 13)",13,22,0.6285714285714286
"(0, 5, 6)",8,27,0.7714285714285715
"(0, 5, 9)",20,25,0.5555555555555556
"(0, 5, 12)",19,31,0.62
"(0, 5, 13)",16,28,0.6363636363636364
"(0, 6, 8)",10,22,0.6875
"(0, 6, 9)",16,12,0.42857142857142855
"(0, 6, 10)",16,12,0.42857142857142855
"(0, 6, 12)",6,22,0.7857142857142857
"(0, 6, 15)",7,11,0.6111111111111112
"(0, 7, 9)",15,13,0.4642857142857143
"(0, 7, 12)",6,17,0.7391304347826086
"(0, 7, 13)",12,17,0.5862068965517241
"(0, 7, 15)",6,7,0.5384615384615384
"(0, 8, 9)",19,22,0.5365853658536586
"(0, 9, 12)",15,25,0.625
"(0, 9, 13)",14,19,0.5757575757575758
"(0, 9, 15)",12,15,0.5555555555555556
"(0, 10, 12)",10,23,0.696969696969697
"(0, 12, 13)",10,24,0.7058823529411765
"(0, 13, 15)",7,13,0.65
"(1, 4, 6)",16,26,0.6190476190476191
"(1, 4, 15)",16,15,0.4838709677419355
"(1, 5, 6)",5,26,0.8387096774193549
"(1, 5, 15)",10,15,0.6
"(1, 6, 15)",9,14,0.6086956521739131
"(4, 5, 6)",7,28,0.8
"(4, 5, 9)",15,21,0.5833333333333334
"(4, 5, 12)",11,31,0.7380952380952381
"(4, 5, 13)",13,21,0.6176470588235294
"(4, 6, 8)",13,26,0.6666666666666666
"(4, 6, 9)",17,20,0.5405405405405406
"(4, 6, 10)",10,24,0.7058823529411765
"(4, 6, 12)",21,25,0.5434782608695652
"(4, 6, 15)",10,18,0.6428571428571429
"(4, 7, 9)",22,20,0.47619047619047616
"(4, 7, 12)",19,23,0.5476190476190477
"(4, 7, 13)",18,17,0.4857142857142857
"(4, 7, 15)",16,13,0.4482758620689655
"(4, 8, 9)",21,32,0.6037735849056604
"(4, 9, 12)",21,38,0.6440677966101694
"(4, 9, 13)",21,25,0.5434782608695652
"(4, 9, 15)",11,23,0.6764705882352942
"(4, 10, 12)",15,21,0.5833333333333334
"(4, 12, 13)",19,25,0.5681818181818182
"(4, 13, 15)",12,15,0.5555555555555556
"(5, 6, 8)",7,21,0.75
"(5, 6, 9)",12,20,0.625
"(5, 6, 10)",10,17,0.6296296296296297
"(5, 6, 12)",9,23,0.71875
"(5, 6, 15)",3,17,0.85
"(5, 7, 12)",6,16,0.7272727272727273
"(5, 7, 13)",12,17,0.5862068965517241
"(5, 8, 9)",8,34,0.8095238095238095
"(5, 9, 12)",12,40,0.7692307692307693
"(5, 10, 12)",11,19,0.6333333333333333
"(5, 12, 13)",11,21,0.65625
"(6, 8, 9)",12,24,0.6666666666666666
"(6, 10, 12)",12,14,0.5384615384615384
"(7, 9, 13)",19,19,0.5
"(7, 12, 13)",13,18,0.5806451612903226
"(7, 13, 15)",7,11,0.6111111111111112
"(0, 1, 4, 6)",4,11,0.7333333333333333
"(0, 1, 4, 15)",4,2,0.3333333333333333
"(0, 1, 5, 6)",0,8,1.0
"(0, 1, 5, 15)",2,6,0.75
"(0, 1, 6, 15)",2,3,0.6
"(0, 4, 5, 6)",2,12,0.8571428571428571
"(0, 4, 5, 9)",6,3,0.3333333333333333
"(0, 4, 5, 12)",5,10,0.6666666666666666
"(0, 4, 5, 13)",4,8,0.6666666666666666
"(0, 4, 6, 8)",2,11,0.8461538461538461
"(0, 4, 6, 9)",6,4,0.4
"(0, 4, 6, 10)",3,7,0.7
"(0, 4, 6, 12)",3,9,0.75
"(0, 4, 6, 15)",2,4,0.6666666666666666
"(0, 4, 7, 9)",5,5,0.5
"(0, 4, 7, 12)",0,1,1.0
"(0, 4, 7, 13)",4,3,0.42857142857142855
"(0, 4, 7, 15)",1,2,0.6666666666666666
"(0, 4, 8, 9)",4,9,0.6923076923076923
"(0, 4, 9, 12)",6,5,0.45454545454545453
"(0, 4, 9, 13)",8,5,0.38461538461538464
"(0, 4, 9, 15)",4,3,0.42857142857142855
"(0, 4, 10, 12)",1,4,0.8
"(0, 4, 12, 13)",3,5,0.625
"(0, 4, 13, 15)",1,5,0.8333333333333334
"(0, 5, 6, 8)",2,9,0.8181818181818182
"(0, 5, 6, 9)",3,4,0.5714285714285714
"(0, 5, 6, 10)",1,4,0.8
"(0, 5, 6, 12)",2,5,0.7142857142857143
"(0, 5, 6, 15)",1,7,0.875
"(0, 5, 7, 12)",1,3,0.75
"(0, 5, 7, 13)",3,4,0.5714285714285714
"(0, 5, 8, 9)",2,11,0.8461538461538461
"(0, 5, 9, 12)",5,12,0.7058823529411765
"(0, 5, 10, 12)",2,7,0.7777777777777778
"(0, 5, 12, 13)",5,7,0.5833333333333334
"(0, 6, 8, 9)",2,2,0.5
"(0, 6, 10, 12)",0,3,1.0
"(0, 7, 9, 13)",6,4,0.4
"(0, 7, 12, 13)",1,5,0.8333333333333334
"(0, 7, 13, 15)",0,2,1.0
"(1, 4, 5, 6)",3,10,0.7692307692307693
"(1, 4, 5, 15)",3,7,0.7
"(1, 4, 6, 15)",2,6,0.75
"(1, 5, 6, 15)",1,8,0.8888888888888888
"(4, 5, 6, 8)",3,7,0.7
"(4, 5, 6, 9)",3,4,0.5714285714285714
"(4, 5, 6, 10)",2,7,0.7777777777777778
"(4, 5, 6, 12)",3,9,0.75
"(4, 5, 6, 15)",1,8,0.8888888888888888
"(4, 5, 7, 12)",2,7,0.7777777777777778
"(4, 5, 7, 13)",4,4,0.5
"(4, 5, 8, 9)",6,6,0.5
"(4, 5, 9, 12)",2,6,0.75
"(4, 5, 10, 12)",0,6,1.0
"(4, 5, 12, 13)",2,6,0.75
"(4, 6, 8, 9)",7,6,0.46153846153846156
"(4, 6, 10, 12)",1,7,0.875
"(4, 7, 9, 13)",9,3,0.25
"(4, 7, 12, 13)",5,5,0.5
"(4, 7, 13, 15)",1,4,0.8
"(5, 6, 8, 9)",1,8,0.8888888888888888
"(5, 6, 10, 12)",4,5,0.5555555555555556
"(5, 7, 12, 13)",1,3,0.75
"(0, 1, 4, 5, 6)",0,5,1.0
"(0, 1, 4, 5, 15)",0,2,1.0
"(0, 1, 4, 6, 15)",1,2,0.6666666666666666
"(0, 1, 5, 6, 15)",0,3,1.0
"(0, 4, 5, 6, 8)",1,5,0.8333333333333334
"(0, 4, 5, 6, 9)",1,1,0.5
"(0, 4, 5, 6, 10)",0,2,1.0
"(0, 4, 5, 6, 12)",1,3,0.75
"(0, 4, 5, 6, 15)",0,3,1.0
"(0, 4, 5, 7, 12)",0,1,1.0
"(0, 4, 5, 7, 13)",1,1,0.5
"(0, 4, 5, 8, 9)",2,3,0.6
"(0, 4, 5, 9, 12)",2,2,0.5
"(0, 4, 5, 10, 12)",0,1,1.0
"(0, 4, 5, 12, 13)",1,2,0.6666666666666666
"(0, 4, 6, 8, 9)",1,1,0.5
"(0, 4, 6, 10, 12)",0,2,1.0
"(0, 4, 7, 9, 13)",4,1,0.2
"(0, 4, 7, 12, 13)",0,1,1.0
"(0, 4, 7, 13, 15)",0,1,1.0
"(0, 5, 6, 8, 9)",0,2,1.0
"(0, 5, 6, 10, 12)",0,1,1.0
"(0, 5, 7, 12, 13)",0,2,1.0
"(1, 4, 5, 6, 15)",1,5,0.8333333333333334
"(4, 5, 6, 8, 9)",1,1,0.5
"(4, 5, 6, 10, 12)",0,3,1.0
"(4, 5, 7, 12, 13)",0,1,1.0
"(0, 1, 4, 5, 6, 15)",0,2,1.0
"(0, 4, 5, 6, 8, 9)",0,1,1.0
"(0, 4, 5, 6, 10, 12)",0,1,1.0
"(0, 4, 5, 7, 12, 13)",0,1,1.0
"(3,)",136,185,0.5763239875389408
"(11,)",135,202,0.599406528189911
"(14,)",133,199,0.5993975903614458
"(1, 14)",48,71,0.5966386554621849
"(2, 9)",50,73,0.5934959349593496
"(2, 11)",40,56,0.5833333333333334
"(3, 4)",51,74,0.592
"(3, 9)",55,73,0.5703125
"(3, 13)",47,65,0.5803571428571429
"(4, 11)",40,72,0.6428571428571429
"(4, 14)",53,85,0.6159420289855072
"(8, 11)",49,78,0.6141732283464567
"(9, 10)",50,75,0.6
"(9, 11)",48,77,0.616
"(1, 4, 14)",11,21,0.65625
"(2, 4, 9)",9,19,0.6785714285714286
"(2, 4, 11)",10,18,0.6428571428571429
"(2, 8, 9)",13,27,0.675
"(2, 8, 11)",14,22,0.6111111111111112
"(2, 9, 11)",11,23,0.6764705882352942
"(3, 4, 9)",13,19,0.59375
"(3, 4, 13)",20,16,0.4444444444444444
"(3, 9, 13)",18,16,0.47058823529411764
"(4, 8, 11)",18,26,0.5909090909090909
"(4, 9, 10)",18,19,0.5135135135135135
"(4, 9, 11)",12,27,0.6923076923076923
"(8, 9, 11)",15,26,0.6341463414634146
"(2, 4, 8, 9)",3,6,0.6666666666666666
"(2, 4, 8, 11)",3,5,0.625
"(2, 4, 9, 11)",2,5,0.7142857142857143
"(2, 8, 9, 11)",3,12,0.8
"(3, 4, 9, 13)",8,3,0.2727272727272727
"(4, 8, 9, 11)",6,6,0.5
"(2, 4, 8, 9, 11)",1,2,0.6666666666666666
"(7, 8)",44,60,0.5769230769230769
"(7, 11)",37,47,0.5595238095238095
"(8, 13)",60,85,0.5862068965517241
"(11, 13)",57,73,0.5615384615384615
"(4, 7, 8)",16,19,0.5428571428571428
"(4, 7, 11)",11,13,0.5416666666666666
"(4, 8, 13)",14,32,0.6956521739130435
"(4, 11, 13)",14,25,0.6410256410256411
"(7, 8, 9)",21,26,0.5531914893617021
"(7, 8, 11)",11,12,0.5217391304347826
"(7, 8, 13)",19,23,0.5476190476190477
"(7, 9, 11)",14,16,0.5333333333333333
"(7, 11, 13)",13,11,0.4583333333333333
"(8, 9, 13)",27,29,0.5178571428571429
"(8, 11, 13)",14,23,0.6216216216216216
"(9, 11, 13)",14,30,0.6818181818181818
"(4, 7, 8, 9)",7,4,0.36363636363636365
"(4, 7, 8, 11)",4,2,0.3333333333333333
"(4, 7, 8, 13)",4,5,0.5555555555555556
"(4, 7, 9, 11)",4,3,0.42857142857142855
"(4, 7, 11, 13)",4,4,0.5
"(4, 8, 9, 13)",8,9,0.5294117647058824
"(4, 8, 11, 13)",4,8,0.6666666666666666
"(4, 9, 11, 13)",5,9,0.6428571428571429
"(7, 8, 9, 11)",5,5,0.5
"(7, 8, 9, 13)",8,10,0.5555555555555556
"(7, 8, 11, 13)",2,3,0.6
"(7, 9, 11, 13)",2,4,0.6666666666666666
"(8, 9, 11, 13)",5,11,0.6875
"(4, 7, 8, 9, 11)",2,1,0.3333333333333333
"(4, 7, 8, 9, 13)",3,1,0.25
"(4, 7, 8, 11, 13)",1,1,0.5
"(4, 7, 9, 11, 13)",0,1,1.0
"(4, 8, 9, 11, 13)",3,3,0.5
"(7, 8, 9, 11, 13)",1,3,0.75
"(4, 7, 8, 9, 11, 13)",0,1,1.0
"(1, 9)",83,77,0.48125
"(2, 13)",51,76,0.5984251968503937
"(3, 7)",40,50,0.5555555555555556
"(3, 8)",47,61,0.5648148148148148
"(3, 15)",41,36,0.4675324675324675
"(8, 15)",43,57,0.57
"(9, 14)",57,63,0.525
"(2, 9, 13)",16,21,0.5675675675675675
"(3, 7, 8)",10,14,0.5833333333333334
"(3, 7, 9)",16,12,0.42857142857142855
"(3, 7, 15)",10,5,0.3333333333333333
"(3, 8, 9)",20,22,0.5238095238095238
"(3, 8, 15)",10,4,0.2857142857142857
"(7, 8, 15)",12,9,0.42857142857142855
"(3, 7, 8, 9)",7,3,0.3
"(3, 7, 8, 15)",3,0,0.0
"(0, 11)",47,57,0.5480769230769231
"(6, 13)",32,60,0.6521739130434783
"(12, 15)",47,56,0.5436893203883495
"(0, 6, 13)",7,22,0.7586206896551724
"(0, 7, 11)",8,7,0.4666666666666667
"(0, 12, 15)",10,15,0.6
"(3, 11)",31,44,0.5866666666666667
"(14, 15)",31,41,0.5694444444444444
"(2, 4, 13)",12,23,0.6571428571428571
"(3, 4, 11)",2,11,0.8461538461538461
"(4, 14, 15)",9,10,0.5263157894736842
"(0, 3)",43,61,0.5865384615384616
"(3, 5)",32,60,0.6521739130434783
"(5, 11)",39,67,0.6320754716981132
"(6, 11)",37,54,0.5934065934065934
"(0, 1, 9)",21,15,0.4166666666666667
"(0, 3, 4)",14,16,0.5333333333333333
"(0, 3, 5)",7,19,0.7307692307692307
"(0, 3, 7)",5,12,0.7058823529411765
"(0, 3, 8)",8,17,0.68
"(0, 3, 9)",13,11,0.4583333333333333
"(0, 3, 13)",12,14,0.5384615384615384
"(0, 4, 11)",9,15,0.625
"(0, 5, 11)",12,12,0.5
"(0, 6, 11)",11,9,0.45
"(0, 7, 8)",11,16,0.5925925925925926
"(0, 8, 13)",14,24,0.631578947368421
"(0, 9, 10)",14,14,0.5
"(0, 9, 11)",18,8,0.3076923076923077
"(1, 4, 9)",28,29,0.5087719298245614
"(3, 4, 5)",7,15,0.6818181818181818
"(3, 4, 7)",11,13,0.5416666666666666
"(3, 4, 8)",10,23,0.696969696969697
"(3, 5, 7)",9,13,0.5909090909090909
"(3, 5, 8)",4,17,0.8095238095238095
"(3, 5, 13)",6,16,0.7272727272727273
"(3, 7, 13)",12,15,0.5555555555555556
"(3, 8, 13)",17,18,0.5142857142857142
"(4, 5, 11)",13,15,0.5357142857142857
"(4, 6, 11)",14,17,0.5483870967741935
"(5, 6, 11)",6,15,0.7142857142857143
"(5, 7, 8)",12,25,0.6756756756756757
"(5, 8, 13)",14,23,0.6216216216216216
"(5, 9, 10)",12,21,0.6363636363636364
"(5, 9, 11)",13,24,0.6486486486486487
"(5, 9, 15)",9,22,0.7096774193548387
"(6, 9, 11)",15,20,0.5714285714285714
"(0, 1, 4, 9)",6,3,0.3333333333333333
"(0, 3, 4, 5)",3,5,0.625
"(0, 3, 4, 7)",1,2,0.6666666666666666
"(0, 3, 4, 8)",2,4,0.6666666666666666
"(0, 3, 4, 9)",4,3,0.42857142857142855
"(0, 3, 4, 13)",5,3,0.375
"(0, 3, 5, 7)",1,2,0.6666666666666666
"(0, 3, 5, 8)",1,6,0.8571428571428571
"(0, 3, 5, 13)",3,3,0.5
"(0, 3, 7, 8)",2,2,0.5
"(0, 3, 7, 9)",2,2,0.5
"(0, 3, 7, 13)",2,3,0.6
"(0, 3, 8, 9)",3,3,0.5
"(0, 3, 8, 13)",4,3,0.42857142857142855
"(0, 3, 9, 13)",3,1,0.25
"(0, 4, 5, 11)",4,3,0.42857142857142855
"(0, 4, 6, 11)",3,3,0.5
"(0, 4, 7, 8)",4,5,0.5555555555555556
"(0, 4, 8, 13)",4,11,0.7333333333333333
"(0, 4, 9, 10)",4,4,0.5
"(0, 4, 9, 11)",4,2,0.3333333333333333
"(0, 5, 6, 11)",1,1,0.5
"(0, 5, 7, 8)",2,4,0.6666666666666666
"(0, 5, 8, 13)",4,7,0.6363636363636364
"(0, 5, 9, 10)",3,3,0.5
"(0, 5, 9, 11)",6,2,0.25
"(0, 5, 9, 15)",2,6,0.75
"(0, 6, 9, 11)",5,3,0.375
"(0, 7, 8, 9)",4,5,0.5555555555555556
"(0, 7, 8, 13)",5,7,0.5833333333333334
"(0, 8, 9, 13)",7,7,0.5
"(3, 4, 5, 7)",2,4,0.6666666666666666
"(3, 4, 5, 8)",1,4,0.8
"(3, 4, 5, 13)",2,0,0.0
"(3, 4, 7, 8)",1,3,0.75
"(3, 4, 7, 9)",5,3,0.375
"(3, 4, 7, 13)",5,3,0.375
"(3, 4, 8, 9)",2,5,0.7142857142857143
"(3, 4, 8, 13)",5,6,0.5454545454545454
"(3, 5, 7, 8)",2,5,0.7142857142857143
"(3, 5, 7, 13)",1,4,0.8
"(3, 5, 8, 13)",2,2,0.5
"(3, 7, 8, 13)",4,3,0.42857142857142855
"(3, 7, 9, 13)",7,4,0.36363636363636365
"(3, 8, 9, 13)",7,4,0.36363636363636365
"(4, 5, 6, 11)",2,2,0.5
"(4, 5, 7, 8)",5,6,0.5454545454545454
"(4, 5, 8, 13)",3,9,0.75
"(4, 5, 9, 10)",5,1,0.16666666666666666
"(4, 5, 9, 11)",6,3,0.3333333333333333
"(4, 5, 9, 15)",2,7,0.7777777777777778
"(4, 6, 9, 11)",5,5,0.5
"(5, 6, 9, 11)",3,6,0.6666666666666666
"(5, 7, 8, 13)",4,5,0.5555555555555556
"(0, 3, 4, 5, 7)",1,0,0.0
"(0, 3, 4, 5, 8)",1,1,0.5
"(0, 3, 4, 5, 13)",2,0,0.0
"(0, 3, 4, 7, 8)",1,1,0.5
"(0, 3, 4, 7, 9)",1,1,0.5
"(0, 3, 4, 7, 13)",1,1,0.5
"(0, 3, 4, 8, 9)",1,1,0.5
"(0, 3, 4, 8, 13)",2,2,0.5
"(0, 3, 4, 9, 13)",2,0,0.0
"(0, 3, 5, 7, 8)",1,0,0.0
"(0, 3, 5, 7, 13)",1,1,0.5
"(0, 3, 5, 8, 13)",1,0,0.0
"(0, 3, 7, 8, 9)",2,0,0.0
"(0, 3, 7, 8, 13)",2,1,0.3333333333333333
"(0, 3, 7, 9, 13)",2,0,0.0
"(0, 3, 8, 9, 13)",2,0,0.0
"(0, 4, 5, 6, 11)",1,0,0.0
"(0, 4, 5, 7, 8)",1,1,0.5
"(0, 4, 5, 8, 13)",1,3,0.75
"(0, 4, 5, 9, 10)",1,0,0.0
"(0, 4, 5, 9, 11)",3,0,0.0
"(0, 4, 5, 9, 15)",1,1,0.5
"(0, 4, 6, 9, 11)",2,1,0.3333333333333333
"(0, 4, 7, 8, 9)",1,0,0.0
"(0, 4, 7, 8, 13)",1,2,0.6666666666666666
"(0, 4, 8, 9, 13)",3,4,0.5714285714285714
"(0, 5, 6, 9, 11)",1,1,0.5
"(0, 5, 7, 8, 13)",1,1,0.5
"(0, 7, 8, 9, 13)",3,2,0.4
"(3, 4, 5, 7, 8)",1,0,0.0
"(3, 4, 5, 7, 13)",1,0,0.0
"(3, 4, 5, 8, 13)",1,0,0.0
"(3, 4, 7, 8, 9)",1,0,0.0
"(3, 4, 7, 8, 13)",1,1,0.5
"(3, 4, 7, 9, 13)",4,0,0.0
"(3, 4, 8, 9, 13)",2,1,0.3333333333333333
"(3, 5, 7, 8, 13)",1,1,0.5
"(3, 7, 8, 9, 13)",3,1,0.25
"(4, 5, 6, 9, 11)",2,0,0.0
"(4, 5, 7, 8, 13)",2,1,0.3333333333333333
"(0, 3, 4, 5, 7, 8)",1,0,0.0
"(0, 3, 4, 5, 7, 13)",1,0,0.0
"(0, 3, 4, 5, 8, 13)",1,0,0.0
"(0, 3, 4, 7, 8, 9)",1,0,0.0
"(0, 3, 4, 7, 8, 13)",1,1,0.5
"(0, 3, 4, 7, 9, 13)",1,0,0.0
"(0, 3, 4, 8, 9, 13)",1,0,0.0
"(0, 3, 5, 7, 8, 13)",1,0,0.0
"(0, 3, 7, 8, 9, 13)",2,0,0.0
"(0, 4, 5, 6, 9, 11)",1,0,0.0
"(0, 4, 5, 7, 8, 13)",1,0,0.0
"(0, 4, 7, 8, 9, 13)",1,0,0.0
"(3, 4, 5, 7, 8, 13)",1,0,0.0
"(3, 4, 7, 8, 9, 13)",1,0,0.0
"(0, 3, 4, 5, 7, 8, 13)",1,0,0.0
"(0, 3, 4, 7, 8, 9, 13)",1,0,0.0
"(2, 3)",42,53,0.5578947368421052
"(0, 2, 3)",8,8,0.5
"(0, 2, 9)",13,15,0.5357142857142857
"(2, 3, 4)",16,8,0.3333333333333333
"(2, 3, 5)",8,21,0.7241379310344828
"(2, 3, 8)",12,14,0.5384615384615384
"(2, 3, 9)",9,15,0.625
"(2, 5, 9)",8,28,0.7777777777777778
"(3, 5, 9)",8,20,0.7142857142857143
"(0, 2, 3, 4)",1,1,0.5
"(0, 2, 3, 5)",1,4,0.8
"(0, 2, 3, 8)",1,4,0.8
"(0, 2, 3, 9)",2,2,0.5
"(0, 2, 4, 9)",2,2,0.5
"(0, 2, 5, 9)",2,8,0.8
"(0, 2, 8, 9)",5,5,0.5
"(0, 3, 5, 9)",3,3,0.5
"(2, 3, 4, 5)",3,4,0.5714285714285714
"(2, 3, 4, 8)",1,1,0.5
"(2, 3, 4, 9)",1,3,0.75
"(2, 3, 5, 8)",0,8,1.0
"(2, 3, 5, 9)",1,6,0.8571428571428571
"(2, 3, 8, 9)",4,6,0.6
"(2, 4, 5, 9)",1,9,0.9
"(2, 5, 8, 9)",1,13,0.9285714285714286
"(3, 4, 5, 9)",1,3,0.75
"(3, 5, 8, 9)",0,9,1.0
"(0, 2, 3, 4, 5)",0,1,1.0
"(0, 2, 3, 4, 8)",0,1,1.0
"(0, 2, 3, 4, 9)",1,1,0.5
"(0, 2, 3, 5, 8)",0,3,1.0
"(0, 2, 3, 5, 9)",1,2,0.6666666666666666
"(0, 2, 3, 8, 9)",0,2,1.0
"(0, 2, 4, 5, 9)",0,1,1.0
"(0, 2, 4, 8, 9)",0,1,1.0
"(0, 2, 5, 8, 9)",0,4,1.0
"(0, 3, 4, 5, 9)",1,1,0.5
"(0, 3, 5, 8, 9)",0,2,1.0
"(2, 3, 4, 5, 8)",0,1,1.0
"(2, 3, 4, 5, 9)",0,1,1.0
"(2, 3, 4, 8, 9)",0,1,1.0
"(2, 3, 5, 8, 9)",0,4,1.0
"(2, 4, 5, 8, 9)",1,3,0.75
"(3, 4, 5, 8, 9)",0,2,1.0
"(0, 2, 3, 4, 5, 8)",0,1,1.0
"(0, 2, 3, 4, 5, 9)",0,1,1.0
"(0, 2, 3, 4, 8, 9)",0,1,1.0
"(0, 2, 3, 5, 8, 9)",0,2,1.0
"(0, 2, 4, 5, 8, 9)",0,1,1.0
"(0, 3, 4, 5, 8, 9)",0,1,1.0
"(2, 3, 4, 5, 8, 9)",0,1,1.0
"(0, 2, 3, 4, 5, 8, 9)",0,1,1.0
"(2, 6)",36,58,0.6170212765957447
"(3, 6)",31,46,0.5974025974025974
"(8, 12)",44,78,0.639344262295082
"(2, 3, 6)",11,10,0.47619047619047616
"(2, 3, 13)",11,11,0.5
"(2, 5, 6)",5,21,0.8076923076923077
"(2, 5, 13)",12,30,0.7142857142857143
"(2, 6, 9)",10,22,0.6875
"(2, 6, 13)",8,15,0.6521739130434783
"(3, 5, 6)",2,16,0.8888888888888888
"(3, 6, 9)",8,12,0.6
"(3, 6, 13)",5,14,0.7368421052631579
"(5, 6, 13)",10,22,0.6875
"(5, 8, 12)",12,29,0.7073170731707317
"(5, 9, 13)",15,26,0.6341463414634146
"(5, 12, 15)",13,17,0.5666666666666667
"(6, 9, 13)",7,17,0.7083333333333334
"(7, 8, 12)",10,15,0.6
"(9, 12, 15)",14,29,0.6744186046511628
"(2, 3, 5, 6)",0,6,1.0
"(2, 3, 5, 13)",1,2,0.6666666666666666
"(2, 3, 6, 9)",1,2,0.6666666666666666
"(2, 3, 6, 13)",1,3,0.75
"(2, 3, 9, 13)",3,2,0.4
"(2, 5, 6, 9)",2,9,0.8181818181818182
"(2, 5, 6, 13)",1,6,0.8571428571428571
"(2, 5, 9, 13)",1,11,0.9166666666666666
"(2, 6, 9, 13)",0,5,1.0
"(3, 5, 6, 9)",2,2,0.5
"(3, 5, 6, 13)",0,4,1.0
"(3, 5, 9, 13)",1,5,0.8333333333333334
"(3, 6, 9, 13)",0,5,1.0
"(5, 6, 9, 13)",2,4,0.6666666666666666
"(5, 7, 8, 12)",1,5,0.8333333333333334
"(5, 9, 12, 15)",2,9,0.8181818181818182
