HomeTeam,AwayTeam,Date,HT_HM_1h_s,HT_HM_1h_m,HT_HM_2h_s,HT_HM_2h_m,HT_AM_1h_s,HT_AM_1h_m,HT_AM_2h_s,HT_AM_2h_m,AT_HM_1h_s,AT_HM_1h_m,AT_HM_2h_s,AT_HM_2h_m,AT_AM_1h_s,AT_AM_1h_m,AT_AM_2h_s,AT_AM_2h_m,HT_FM_1h_s,HT_FM_2h_s,AT_FM_1h_s,AT_FM_2h_s
Arsenal,Leicester,2020-10-25,0,0,2,1,0,1,0,0,0,0,0,1,1,1,4,1,0,0,0,1
Brighton,West Brom,2020-10-26,1,1,1,2,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
Burnley,Tottenham,2020-10-26,0,1,0,0,0,0,0,0,3,0,0,3,4,1,2,0,0,0,0,1
Wolves,Crystal Palace,2020-10-30,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,2,0,0,0
Sheffield United,Man City,2020-10-31,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0
Burnley,Chelsea,2020-10-31,0,0,0,1,0,0,0,0,2,1,1,2,0,0,0,0,0,0,1,2
Liverpool,West Ham,2020-10-31,1,1,1,0,1,1,1,1,1,0,0,1,0,3,3,0,1,1,1,0
Aston Villa,Southampton,2020-11-01,0,0,0,3,0,0,1,0,2,0,0,0,1,2,2,1,0,3,3,1
Newcastle,Everton,2020-11-01,1,1,0,3,0,0,1,1,1,1,1,1,0,2,0,0,0,2,0,1
Man United,Arsenal,2020-11-01,0,0,0,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1
Tottenham,Brighton,2020-11-01,3,0,0,3,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1
Fulham,West Brom,2020-11-02,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0
Leeds,Leicester,2020-11-02,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,1,2,2
Brighton,Burnley,2020-11-06,1,0,0,1,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0
Southampton,Newcastle,2020-11-06,2,0,0,0,3,0,1,3,0,0,2,1,0,0,1,1,1,1,0,0
Everton,Man United,2020-11-07,1,1,1,1,0,0,1,2,0,0,0,1,1,1,3,0,1,0,2,1
Crystal Palace,Leeds,2020-11-07,1,0,0,1,0,2,0,0,0,2,1,2,0,0,3,0,3,1,1,0
Chelsea,Sheffield United,2020-11-07,2,1,1,2,1,0,2,0,0,1,0,0,1,1,0,1,2,2,1,0
West Ham,Fulham,2020-11-07,1,0,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,1,0,0
West Brom,Tottenham,2020-11-08,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,1
Leicester,Wolves,2020-11-08,0,0,0,1,2,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0
Man City,Liverpool,2020-11-08,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0
Arsenal,Aston Villa,2020-11-08,0,0,0,1,0,0,1,0,0,3,3,1,0,0,1,0,0,0,1,2
Newcastle,Chelsea,2020-11-21,0,0,2,1,0,1,0,1,2,1,2,0,1,0,2,0,0,0,1,1
Aston Villa,Brighton,2020-11-21,0,3,3,1,1,0,2,0,0,0,0,0,0,1,1,1,0,1,1,1
Tottenham,Man City,2020-11-21,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0
Man United,West Brom,2020-11-21,0,0,0,1,2,1,1,0,0,0,0,1,0,2,0,0,0,1,0,0
Fulham,Everton,2020-11-22,2,0,0,0,0,0,0,1,1,2,0,1,0,0,1,2,1,1,3,0
Sheffield United,West Ham,2020-11-22,0,1,0,0,1,2,0,2,0,0,1,0,1,1,0,1,0,0,0,1
Leeds,Arsenal,2020-11-22,0,2,1,2,1,3,0,1,0,1,0,2,0,0,1,0,0,0,0,0
Liverpool,Leicester,2020-11-22,1,1,1,0,1,1,0,0,1,0,0,0,2,0,2,1,2,1,0,0
Burnley,Crystal Palace,2020-11-23,0,1,0,2,0,0,0,0,3,1,1,0,0,2,0,0,1,0,0,0
Wolves,Southampton,2020-11-23,2,0,0,0,0,1,0,0,1,0,1,0,3,0,1,3,0,1,0,1
Crystal Palace,Newcastle,2020-11-27,3,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,2
Brighton,Liverpool,2020-11-28,0,0,0,0,1,0,1,1,2,0,1,0,1,1,0,0,0,1,0,1
Man City,Burnley,2020-11-28,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,2,0,0
Everton,Leeds,2020-11-28,1,2,0,1,3,1,0,1,0,0,0,0,1,3,0,1,0,0,0,1
West Brom,Sheffield United,2020-11-28,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,2,1,0,0,0
Southampton,Man United,2020-11-29,1,0,1,0,0,0,1,1,0,0,1,0,2,1,1,0,2,0,0,3
Chelsea,Tottenham,2020-11-29,2,1,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
Arsenal,Wolves,2020-11-29,0,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,0
Leicester,Fulham,2020-11-30,1,0,0,0,0,2,0,1,1,3,1,0,0,0,0,1,0,1,2,0
West Ham,Aston Villa,2020-11-30,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,0,1,1,1,0
Burnley,Everton,2020-12-05,1,0,0,0,0,3,0,2,0,0,0,1,3,1,0,1,1,0,1,0
Man City,Fulham,2020-12-05,3,0,2,0,0,1,0,1,1,3,1,0,2,0,0,1,2,0,0,0
West Ham,Man United,2020-12-05,1,1,1,0,0,0,1,0,0,0,1,0,0,2,3,0,1,0,0,3
Chelsea,Leeds,2020-12-05,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0
West Brom,Crystal Palace,2020-12-06,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,1,4
Sheffield United,Leicester,2020-12-06,0,0,0,1,0,1,0,0,0,2,1,0,0,2,0,1,1,0,1,1
Tottenham,Arsenal,2020-12-06,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0
Liverpool,Wolves,2020-12-06,2,0,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,3,0,0
Brighton,Southampton,2020-12-07,0,0,1,1,1,0,1,1,2,0,0,3,0,0,1,1,1,0,1,1
Leeds,West Ham,2020-12-11,0,0,0,0,1,1,0,2,1,0,0,3,0,0,1,0,1,0,1,1
Wolves,Aston Villa,2020-12-12,0,0,1,1,0,1,0,3,0,1,1,1,1,1,0,1,0,0,0,1
Newcastle,West Brom,2020-12-12,0,1,0,1,0,0,2,0,1,1,0,4,0,0,0,1,1,1,0,1
Man United,Man City,2020-12-12,0,0,1,0,0,1,3,0,2,0,0,0,0,1,0,1,0,0,0,0
Everton,Chelsea,2020-12-12,0,0,0,1,1,1,0,0,1,1,2,0,1,0,1,0,1,0,0,0
Southampton,Sheffield United,2020-12-13,2,0,0,3,1,1,1,0,1,1,0,1,0,1,0,0,1,2,0,0
Crystal Palace,Tottenham,2020-12-13,0,0,0,2,1,1,4,0,2,0,0,0,0,0,0,0,0,1,1,0
Fulham,Liverpool,2020-12-13,1,3,1,0,0,2,0,0,1,0,3,0,0,0,1,1,1,0,0,1
Arsenal,Burnley,2020-12-13,1,2,0,0,0,2,0,0,1,1,0,0,0,3,0,2,0,0,0,1
Leicester,Brighton,2020-12-13,0,2,1,0,1,1,1,0,1,1,0,1,1,0,1,1,3,0,0,0
Wolves,Chelsea,2020-12-15,0,0,0,1,0,1,0,3,1,1,2,0,0,1,0,0,0,2,0,1
Man City,West Brom,2020-12-15,2,0,0,0,0,0,0,0,1,1,0,4,0,1,1,1,1,0,1,0
Arsenal,Southampton,2020-12-16,0,0,0,1,0,2,0,0,1,0,2,0,1,1,1,0,0,1,1,0
Leeds,Newcastle,2020-12-16,1,1,0,1,1,1,0,2,1,0,1,1,0,0,2,0,1,4,1,1
Leicester,Everton,2020-12-16,3,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1
Fulham,Brighton,2020-12-16,1,0,0,1,0,2,0,0,1,1,0,1,0,3,0,0,0,0,0,0
Liverpool,Tottenham,2020-12-16,1,0,3,0,0,1,1,0,2,0,0,0,1,0,0,1,1,1,1,0
West Ham,Crystal Palace,2020-12-16,1,0,0,3,1,1,1,0,0,1,1,0,1,1,4,0,0,1,1,0
Aston Villa,Burnley,2020-12-17,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
Sheffield United,Man United,2020-12-17,1,1,0,1,0,1,0,2,0,0,0,0,0,1,3,0,1,1,2,1
Crystal Palace,Liverpool,2020-12-19,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,3,4
Southampton,Man City,2020-12-19,1,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
Everton,Arsenal,2020-12-19,1,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,2,0,1,0
Newcastle,Fulham,2020-12-19,1,0,1,1,1,1,1,4,0,0,0,0,0,2,0,0,0,1,1,0
Brighton,Sheffield United,2020-12-20,1,1,0,1,0,0,0,0,1,2,1,1,0,1,0,2,0,1,0,1
Tottenham,Leicester,2020-12-20,2,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1
Man United,Leeds,2020-12-20,0,0,0,0,2,1,1,1,1,1,4,1,1,1,0,2,4,2,1,1
West Brom,Aston Villa,2020-12-20,1,1,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2
Burnley,Wolves,2020-12-21,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,3,1,1,0,1
Chelsea,West Ham,2020-12-21,1,1,2,0,0,0,1,2,0,1,1,0,1,1,1,0,1,2,0,0
Leicester,Man United,2020-12-26,0,1,0,1,1,0,1,0,4,1,2,1,2,1,1,1,1,1,1,1
Aston Villa,Crystal Palace,2020-12-26,0,0,0,0,1,0,2,0,0,3,0,4,1,0,0,1,1,2,0,0
Fulham,Southampton,2020-12-26,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
Arsenal,Chelsea,2020-12-26,0,1,1,0,1,2,0,0,1,0,2,0,0,0,1,2,2,1,0,1
Man City,Newcastle,2020-12-26,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,4,1,1,0,0
Sheffield United,Everton,2020-12-26,1,2,1,1,0,0,1,1,2,1,0,0,1,0,1,0,0,0,0,1
Leeds,Burnley,2020-12-27,1,1,4,1,1,4,1,2,1,0,1,1,0,0,0,0,1,0,0,0
West Ham,Brighton,2020-12-27,0,1,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,2,1,1
Liverpool,West Brom,2020-12-27,1,1,1,0,3,0,4,0,0,1,0,2,1,1,0,0,1,0,0,1
Wolves,Tottenham,2020-12-27,0,0,2,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0
Crystal Palace,Leicester,2020-12-28,0,3,0,4,0,1,0,2,1,1,1,1,1,0,1,0,0,1,0,1
Chelsea,Aston Villa,2020-12-28,1,0,2,0,0,2,1,1,1,0,2,0,1,0,2,0,1,0,0,1
Brighton,Arsenal,2020-12-29,0,0,1,1,1,0,1,2,2,0,1,1,1,2,0,0,0,0,0,1
Burnley,Sheffield United,2020-12-29,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
Southampton,West Ham,2020-12-29,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,2,0,0,0,0
West Brom,Leeds,2020-12-29,0,1,0,2,0,1,1,0,1,0,0,0,1,4,1,2,0,0,4,1
Man United,Wolves,2020-12-29,4,1,2,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0
Newcastle,Liverpool,2020-12-30,0,1,1,0,0,1,0,1,1,0,0,1,3,0,4,0,0,0,0,0
Everton,West Ham,2021-01-01,2,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1
Man United,Aston Villa,2021-01-01,0,0,1,0,1,1,1,1,1,0,2,0,0,1,1,0,1,1,0,1
Tottenham,Leeds,2021-01-02,0,1,0,1,1,0,0,1,1,0,0,0,4,0,1,0,2,1,0,0
Crystal Palace,Sheffield United,2021-01-02,0,0,1,1,0,1,0,2,0,0,0,1,0,1,0,0,2,0,0,0
Brighton,Wolves,2021-01-02,0,0,0,1,1,0,1,2,0,1,1,0,0,0,0,1,1,2,3,0
West Brom,Arsenal,2021-01-02,0,4,0,1,0,1,1,0,2,0,1,1,0,0,1,0,0,0,2,2
Newcastle,Leicester,2021-01-03,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,2
Chelsea,Man City,2021-01-03,1,0,0,1,0,2,1,1,1,0,1,0,1,0,0,0,0,1,3,0
Southampton,Liverpool,2021-01-04,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Sheffield United,Newcastle,2021-01-12,0,0,0,1,0,2,0,0,0,0,1,2,0,1,0,1,0,1,0,0
Burnley,Man United,2021-01-12,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1
Wolves,Everton,2021-01-12,0,1,1,0,3,1,0,2,0,0,0,1,0,0,1,0,1,0,1,1
Man City,Brighton,2021-01-13,1,0,1,0,3,0,0,1,1,3,2,0,1,0,1,2,1,0,0,0
Tottenham,Fulham,2021-01-13,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
Arsenal,Crystal Palace,2021-01-14,2,0,1,1,2,0,2,0,2,0,0,0,0,1,0,2,0,0,0,0
Wolves,West Brom,2021-01-16,1,1,0,1,3,1,0,2,0,2,0,2,0,1,1,0,2,0,1,2
Leeds,Brighton,2021-01-16,1,0,0,0,0,2,0,1,1,3,2,0,0,1,0,0,0,0,1,0
West Ham,Burnley,2021-01-16,0,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Fulham,Chelsea,2021-01-16,0,0,0,0,0,1,1,0,0,3,1,0,0,2,1,1,0,0,0,1
Leicester,Southampton,2021-01-16,1,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0
Sheffield United,Tottenham,2021-01-17,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,1,0,1,2,1
Liverpool,Man United,2021-01-17,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
Man City,Crystal Palace,2021-01-17,1,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,1,3,0,0
Arsenal,Newcastle,2021-01-18,0,0,0,0,2,0,2,0,0,0,1,2,0,0,0,1,0,3,0,0
West Ham,West Brom,2021-01-19,1,0,0,0,0,0,1,0,0,2,0,2,1,2,2,0,1,1,0,1
Leicester,Chelsea,2021-01-19,1,0,1,0,0,0,2,1,0,3,1,0,0,0,1,0,2,0,0,0
Man City,Aston Villa,2021-01-20,1,0,3,0,3,0,0,1,1,0,2,0,0,1,1,1,0,2,0,0
Fulham,Man United,2021-01-20,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
Liverpool,Burnley,2021-01-21,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Aston Villa,Newcastle,2021-01-23,1,0,2,0,0,0,0,2,0,0,1,2,0,0,0,3,2,0,0,0
Crystal Palace,West Ham,2021-01-26,2,0,0,0,0,1,0,3,1,0,1,1,0,0,1,0,1,1,2,1
Newcastle,Leeds,2021-01-26,0,0,1,2,0,2,0,0,0,1,0,0,0,2,0,1,0,1,1,1
Southampton,Arsenal,2021-01-26,1,0,0,0,0,1,0,1,0,0,3,0,2,0,2,0,1,0,2,1
West Brom,Man City,2021-01-26,0,2,0,2,0,1,1,1,0,0,2,0,3,0,0,1,0,0,4,1
Burnley,Aston Villa,2021-01-27,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,3,1,1
Chelsea,Wolves,2021-01-27,0,3,1,0,0,2,0,0,2,1,0,2,3,1,0,2,0,0,0,0
Brighton,Fulham,2021-01-27,1,3,2,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
Everton,Leicester,2021-01-27,0,0,0,1,1,1,1,0,2,0,0,0,0,0,2,1,1,0,0,1
Man United,Sheffield United,2021-01-27,1,0,1,1,1,1,1,0,0,2,1,1,0,2,0,0,0,1,1,1
Tottenham,Liverpool,2021-01-28,1,0,0,1,2,0,1,1,0,0,0,1,0,1,0,0,0,1,1,2
Everton,Newcastle,2021-01-30,1,0,0,1,1,1,1,0,0,1,1,1,0,2,0,0,0,0,0,2
Crystal Palace,Wolves,2021-01-30,1,2,1,1,0,1,0,3,2,1,0,2,0,0,0,0,0,1,0,0
Man City,Sheffield United,2021-01-30,0,0,2,0,4,0,1,0,0,2,1,1,1,0,1,1,1,0,0,0
West Brom,Fulham,2021-01-30,0,4,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,2,1,1
Arsenal,Man United,2021-01-30,0,0,3,0,2,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
Southampton,Aston Villa,2021-01-30,1,2,0,1,0,1,0,1,2,0,0,0,1,0,1,3,0,0,1,0
Chelsea,Burnley,2021-01-31,0,0,0,0,0,2,0,0,0,1,3,1,0,0,1,0,1,1,0,0
Leicester,Leeds,2021-01-31,2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,2
West Ham,Liverpool,2021-01-31,1,0,1,1,2,1,1,1,0,0,0,1,1,0,2,1,0,1,0,3
Brighton,Tottenham,2021-01-31,0,0,0,0,1,0,0,0,0,1,1,2,2,0,1,1,1,0,0,0
Sheffield United,West Brom,2021-02-02,0,2,1,1,0,1,0,0,0,1,2,1,0,1,1,1,0,2,1,0
Wolves,Arsenal,2021-02-02,2,1,0,2,0,0,0,1,0,0,0,0,2,1,1,0,1,1,1,0
Man United,Southampton,2021-02-02,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,4,5,0,0
Newcastle,Crystal Palace,2021-02-02,0,1,1,1,0,0,2,0,0,0,1,0,0,1,0,3,1,0,2,0
Burnley,Man City,2021-02-03,0,1,3,1,0,1,0,1,1,0,0,0,4,0,1,0,0,0,2,0
Fulham,Leicester,2021-02-03,1,1,0,1,1,0,1,2,1,1,0,2,0,1,1,0,0,0,2,0
Leeds,Everton,2021-02-03,0,1,0,0,1,1,2,0,0,0,0,2,1,1,1,0,0,1,2,0
Aston Villa,West Ham,2021-02-03,2,0,0,0,1,0,0,0,0,0,1,3,2,1,1,1,0,1,0,3
Liverpool,Brighton,2021-02-03,0,0,0,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,1
Tottenham,Chelsea,2021-02-04,0,1,1,2,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0
Aston Villa,Arsenal,2021-02-06,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
Burnley,Brighton,2021-02-06,0,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0
Newcastle,Southampton,2021-02-06,1,2,0,0,0,0,2,0,0,1,0,0,0,4,0,5,3,0,1,1
Fulham,West Ham,2021-02-06,0,2,0,0,1,0,1,2,0,0,1,3,0,0,3,1,0,0,0,0
Man United,Everton,2021-02-06,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,1,2,1,0,3
Tottenham,West Brom,2021-02-07,0,1,0,0,0,1,0,0,0,1,2,1,1,0,0,2,0,2,0,0
Wolves,Leicester,2021-02-07,1,1,1,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,0
Liverpool,Man City,2021-02-07,0,0,0,1,0,0,3,1,1,0,0,0,2,0,0,0,0,1,0,4
Sheffield United,Chelsea,2021-02-07,0,1,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1
Leeds,Crystal Palace,2021-02-08,0,2,1,0,1,1,2,0,0,0,1,0,2,1,0,0,1,1,0,0
Leicester,Liverpool,2021-02-13,1,1,0,2,0,0,0,0,0,0,1,4,0,0,3,1,0,3,0,1
Crystal Palace,Burnley,2021-02-13,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,2,1
Man City,Tottenham,2021-02-13,1,0,0,0,0,0,4,1,0,0,2,0,0,1,0,0,1,2,0,0
Brighton,Aston Villa,2021-02-13,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Southampton,Wolves,2021-02-14,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2
West Brom,Man United,2021-02-14,0,1,2,1,0,0,0,2,2,0,1,3,0,0,0,0,1,0,1,0
Arsenal,Leeds,2021-02-14,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,0,3,1,0,2
Everton,Fulham,2021-02-14,0,0,0,2,0,2,3,1,0,0,0,0,1,0,1,2,0,0,0,2
West Ham,Sheffield United,2021-02-15,0,0,1,3,0,0,0,0,0,1,1,1,0,1,0,0,1,2,0,0
Chelsea,Newcastle,2021-02-15,1,0,1,0,1,0,1,1,3,1,0,1,0,0,2,0,2,0,0,0
Burnley,Fulham,2021-02-17,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1
Everton,Man City,2021-02-17,0,0,0,2,0,2,3,1,1,0,2,0,0,0,4,1,1,0,1,2
Wolves,Leeds,2021-02-19,0,0,0,0,0,1,2,0,1,0,1,0,0,3,2,1,0,1,0,0
Southampton,Chelsea,2021-02-20,1,0,0,2,1,3,1,0,2,0,0,0,1,0,1,1,1,0,0,1
Burnley,West Brom,2021-02-20,0,0,1,1,2,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0
Liverpool,Everton,2021-02-20,0,0,1,4,0,0,1,3,1,1,0,2,0,2,3,1,0,0,1,1
Fulham,Sheffield United,2021-02-20,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,2,0,1,0,0
West Ham,Tottenham,2021-02-21,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,1
Aston Villa,Leicester,2021-02-21,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,2,0
Arsenal,Man City,2021-02-21,3,0,1,2,0,1,0,0,1,0,2,0,1,1,2,0,0,0,1,0
Man United,Newcastle,2021-02-21,2,0,1,3,1,1,0,0,3,1,0,1,0,2,0,0,1,2,1,0
Brighton,Crystal Palace,2021-02-22,0,0,0,0,1,0,0,1,0,2,0,1,0,1,0,1,0,1,1,1
Leeds,Southampton,2021-02-23,1,0,1,0,0,0,0,1,1,0,0,1,1,3,1,0,0,3,0,0
Man City,West Ham,2021-02-27,1,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0
West Brom,Brighton,2021-02-27,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0
Leeds,Aston Villa,2021-02-27,0,0,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0
Newcastle,Wolves,2021-02-27,3,1,0,1,1,1,0,2,0,0,1,0,0,1,2,0,0,1,0,1
Crystal Palace,Fulham,2021-02-28,0,2,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
Leicester,Arsenal,2021-02-28,0,0,3,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,2,1
Tottenham,Burnley,2021-02-28,0,0,2,0,0,1,1,1,0,0,0,0,2,0,1,0,3,1,0,0
