HomeTeam,AwayTeam,Date,HT_HM_1h_s,HT_HM_1h_m,HT_HM_2h_s,HT_HM_2h_m,HT_AM_1h_s,HT_AM_1h_m,HT_AM_2h_s,HT_AM_2h_m,AT_HM_1h_s,AT_HM_1h_m,AT_HM_2h_s,AT_HM_2h_m,AT_AM_1h_s,AT_AM_1h_m,AT_AM_2h_s,AT_AM_2h_m,HT_FM_1h_s,HT_FM_2h_s,AT_FM_1h_s,AT_FM_2h_s
FC Koln,Mainz,2020-05-17,2,0,1,0,0,1,1,1,0,0,1,1,0,2,0,2,1,1,0,2
Union Berlin,Bayern Munich,2020-05-17,1,0,1,2,0,1,1,2,0,0,2,0,4,0,2,0,0,0,1,1
Werder Bremen,Leverkusen,2020-05-18,0,0,0,2,2,1,0,1,2,0,2,0,1,1,0,0,1,0,2,2
Hertha,Union Berlin,2020-05-22,1,2,1,0,0,0,3,0,0,1,0,1,0,1,1,2,0,4,0,0
Freiburg,Werder Bremen,2020-05-23,1,0,2,1,1,0,0,1,1,2,0,2,2,1,0,1,0,0,1,0
M'gladbach,Leverkusen,2020-05-23,1,0,1,1,2,0,1,1,2,0,2,0,2,1,2,0,0,1,1,2
Paderborn,Hoffenheim,2020-05-23,0,2,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,1,0
Wolfsburg,Dortmund,2020-05-23,0,0,0,0,1,0,1,1,2,0,2,0,1,0,1,1,0,0,1,1
Bayern Munich,Ein Frankfurt,2020-05-23,0,0,2,0,1,0,1,0,0,2,1,1,0,2,0,2,2,3,0,2
Schalke 04,Augsburg,2020-05-24,1,0,0,1,0,2,0,2,0,1,1,1,0,0,0,2,0,0,1,2
Mainz,RB Leipzig,2020-05-24,0,0,1,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,3,2
FC Koln,Fortuna Dusseldorf,2020-05-24,1,0,1,2,0,1,1,1,0,0,0,0,0,0,1,1,0,2,1,1
Dortmund,Bayern Munich,2020-05-26,2,0,2,0,1,0,1,0,2,0,3,2,1,0,1,0,0,0,1,0
Ein Frankfurt,Freiburg,2020-05-26,0,2,1,1,0,2,2,3,0,1,0,0,1,0,0,1,1,2,1,2
Leverkusen,Wolfsburg,2020-05-26,2,0,2,0,1,0,2,1,0,1,0,1,1,0,1,1,0,1,1,3
Werder Bremen,M'gladbach,2020-05-26,1,2,0,2,1,0,0,0,0,1,1,2,2,0,1,1,0,0,0,0
RB Leipzig,Hertha,2020-05-27,0,1,1,0,3,0,2,0,0,0,4,0,0,0,3,0,1,1,1,1
Augsburg,Paderborn,2020-05-27,0,1,1,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Fortuna Dusseldorf,Schalke 04,2020-05-27,0,0,0,0,1,0,1,2,0,1,0,2,0,2,0,2,0,2,0,1
Hoffenheim,FC Koln,2020-05-27,0,0,0,3,1,1,0,0,0,1,2,1,0,1,1,1,1,2,0,1
Union Berlin,Mainz,2020-05-27,0,1,0,1,0,0,0,4,0,3,0,2,0,1,2,1,1,0,1,0
Freiburg,Leverkusen,2020-05-29,0,1,0,0,1,1,2,2,0,1,1,3,1,0,2,1,0,0,0,1
Hertha,Augsburg,2020-05-30,0,0,4,0,1,1,1,1,0,0,0,0,1,0,2,0,1,1,0,0
Mainz,Hoffenheim,2020-05-30,0,3,0,2,1,1,0,0,1,0,2,1,1,1,0,0,0,0,1,0
Schalke 04,Werder Bremen,2020-05-30,0,1,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0
Wolfsburg,Ein Frankfurt,2020-05-30,0,1,0,1,1,0,3,1,1,1,2,2,0,2,2,3,0,1,1,1
Bayern Munich,Fortuna Dusseldorf,2020-05-30,2,0,3,2,1,0,0,0,0,0,2,1,1,0,1,2,3,2,0,0
M'gladbach,Union Berlin,2020-05-31,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,4,2,2,0,1
Paderborn,Dortmund,2020-05-31,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,6
FC Koln,RB Leipzig,2020-06-01,0,1,2,1,0,1,1,2,1,1,1,1,3,0,2,0,1,1,2,2
Werder Bremen,Ein Frankfurt,2020-06-03,0,0,0,0,1,0,0,0,1,1,2,2,1,0,1,1,0,0,0,3
Freiburg,M'gladbach,2020-06-05,0,0,0,1,1,1,2,2,2,0,2,1,0,0,0,0,0,1,0,0
Ein Frankfurt,Mainz,2020-06-06,1,1,2,2,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,1
Fortuna Dusseldorf,Hoffenheim,2020-06-06,0,0,2,1,0,3,0,2,1,0,2,1,1,0,0,0,1,1,1,1
Leverkusen,Bayern Munich,2020-06-06,0,1,1,3,0,0,1,0,3,0,2,0,1,0,0,0,1,1,3,1
RB Leipzig,Paderborn,2020-06-06,1,1,1,1,2,1,2,1,0,0,1,6,0,0,0,0,1,0,0,1
Dortmund,Hertha,2020-06-06,0,1,0,0,0,0,6,1,1,0,1,0,1,1,1,1,0,1,0,0
Werder Bremen,Wolfsburg,2020-06-07,0,0,0,3,1,0,0,0,0,1,1,1,1,0,3,1,0,0,0,1
Union Berlin,Schalke 04,2020-06-07,1,1,0,0,0,2,1,2,0,1,0,0,0,0,1,2,1,0,1,0
Augsburg,FC Koln,2020-06-07,0,0,0,0,0,1,0,1,1,2,1,2,0,1,1,2,0,1,0,1
Hoffenheim,RB Leipzig,2020-06-12,1,0,2,1,1,1,1,1,1,0,0,1,2,1,2,1,0,0,2,0
FC Koln,Union Berlin,2020-06-13,1,2,1,2,0,0,1,1,1,1,0,0,0,2,1,2,0,1,1,1
Fortuna Dusseldorf,Dortmund,2020-06-13,1,1,1,1,0,3,0,2,0,0,1,0,0,0,6,1,0,0,0,1
Hertha,Ein Frankfurt,2020-06-13,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3,0,1,0,0,4
Paderborn,Werder Bremen,2020-06-13,0,0,1,6,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,2
Wolfsburg,Freiburg,2020-06-13,0,1,1,1,0,0,1,0,0,0,1,0,1,1,2,2,2,0,1,1
Bayern Munich,M'gladbach,2020-06-13,3,0,2,0,3,1,1,1,2,0,2,1,0,0,0,1,1,1,1,0
Mainz,Augsburg,2020-06-14,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
Schalke 04,Leverkusen,2020-06-14,0,1,0,0,1,1,0,0,1,3,1,1,0,0,1,0,0,1,0,1
M'gladbach,Wolfsburg,2020-06-16,2,0,2,1,1,1,0,1,2,1,0,1,0,0,1,0,2,1,0,0
Freiburg,Hertha,2020-06-16,0,0,1,0,1,2,1,0,1,0,0,4,0,0,0,1,0,2,0,1
Union Berlin,Paderborn,2020-06-16,1,1,0,0,1,0,1,1,0,3,1,2,0,1,1,0,1,0,0,0
Werder Bremen,Bayern Munich,2020-06-16,0,0,0,1,3,0,2,1,1,1,1,0,3,1,1,1,0,0,1,0
Ein Frankfurt,Schalke 04,2020-06-17,0,1,0,1,0,1,4,0,0,0,1,1,1,1,0,0,1,1,0,1
Augsburg,Hoffenheim,2020-06-17,0,0,1,1,1,0,0,0,0,2,0,0,1,1,1,1,0,1,0,3
Dortmund,Mainz,2020-06-17,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
Leverkusen,FC Koln,2020-06-17,1,3,1,1,0,0,1,1,0,1,1,1,0,0,1,1,2,1,0,1
RB Leipzig,Fortuna Dusseldorf,2020-06-17,1,0,0,1,2,0,0,0,0,0,0,1,0,3,0,2,0,2,0,2
Bayern Munich,Freiburg,2020-06-20,1,1,1,0,1,0,0,0,0,0,2,1,1,2,1,0,3,0,1,0
FC Koln,Ein Frankfurt,2020-06-20,0,1,1,1,0,2,1,1,1,0,1,1,0,1,4,0,1,0,0,1
Fortuna Dusseldorf,Augsburg,2020-06-20,0,0,0,1,0,0,2,2,0,0,1,3,1,0,0,0,1,0,1,0
Hertha,Leverkusen,2020-06-20,1,0,0,4,0,0,1,2,2,0,1,1,0,0,1,1,1,1,0,0
Hoffenheim,Union Berlin,2020-06-20,0,2,0,0,0,0,3,1,1,0,0,0,1,0,1,1,3,1,0,0
Mainz,Werder Bremen,2020-06-20,0,1,0,0,1,0,1,0,0,1,0,0,3,0,2,1,2,1,0,1
Paderborn,M'gladbach,2020-06-20,0,3,1,2,0,1,0,0,2,0,1,0,1,1,0,1,0,1,1,2
RB Leipzig,Dortmund,2020-06-20,0,0,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
Schalke 04,Wolfsburg,2020-06-20,0,0,1,1,0,1,1,1,2,1,0,1,0,2,0,1,0,1,1,3
Augsburg,RB Leipzig,2020-06-27,0,0,1,3,1,1,0,0,0,1,0,1,2,0,0,0,0,1,1,1
Dortmund,Hoffenheim,2020-06-27,0,1,0,1,1,0,1,0,3,0,1,0,0,0,3,1,0,0,2,2
Ein Frankfurt,Paderborn,2020-06-27,1,0,1,1,0,1,1,0,0,1,1,2,0,1,0,0,2,1,0,2
Freiburg,Schalke 04,2020-06-27,0,0,2,1,1,3,0,0,0,1,1,3,0,1,1,1,2,2,0,0
Leverkusen,Mainz,2020-06-27,2,0,1,1,0,1,0,1,2,0,1,1,1,0,1,0,1,0,0,0
M'gladbach,Hertha,2020-06-27,2,0,1,0,1,0,2,1,1,0,1,0,0,0,1,2,1,1,0,1
Union Berlin,Fortuna Dusseldorf,2020-06-27,1,0,0,0,0,3,0,1,1,1,0,0,0,0,2,2,1,2,0,0
Werder Bremen,FC Koln,2020-06-27,0,1,0,0,0,2,1,1,1,0,0,1,0,2,1,1,3,3,0,1
Wolfsburg,Bayern Munich,2020-06-27,2,1,0,1,1,0,3,1,3,1,0,0,1,0,0,0,0,0,2,2
