HomeTeam,AwayTeam,Date,HT_HM_1h_s,HT_HM_1h_m,HT_HM_2h_s,HT_HM_2h_m,HT_AM_1h_s,HT_AM_1h_m,HT_AM_2h_s,HT_AM_2h_m,AT_HM_1h_s,AT_HM_1h_m,AT_HM_2h_s,AT_HM_2h_m,AT_AM_1h_s,AT_AM_1h_m,AT_AM_2h_s,AT_AM_2h_m,HT_FM_1h_s,HT_FM_2h_s,AT_FM_1h_s,AT_FM_2h_s
Leeds,Cardiff,2019-12-14,0,0,2,0,0,0,2,0,1,1,2,1,0,1,1,1,2,1,0,3
Nott'm Forest,Sheffield Weds,2019-12-14,0,0,1,1,0,1,2,1,0,1,2,0,1,0,0,1,0,0,4,0
Preston,Luton,2019-12-14,1,0,1,1,0,1,0,1,0,1,2,0,0,2,0,1,1,1,1,0
Stoke,Reading,2019-12-14,2,0,1,0,1,0,0,2,1,1,1,2,0,0,1,1,0,0,0,0
Swansea,Middlesbrough,2019-12-14,1,1,0,0,1,3,0,2,1,0,0,0,0,0,1,1,1,2,0,1
Wigan,Huddersfield,2019-12-14,0,0,1,1,1,0,0,2,0,0,0,2,0,0,1,0,1,0,0,1
Middlesbrough,Stoke,2019-12-20,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,2,0,2,0,1
Cardiff,Preston,2019-12-21,1,1,2,1,0,2,3,1,1,1,1,0,0,1,0,1,0,0,0,0
Fulham,Leeds,2019-12-21,0,1,1,1,0,1,0,0,2,0,1,3,0,0,2,0,1,1,0,1
Huddersfield,Nott'm Forest,2019-12-21,0,0,0,2,0,1,1,0,0,4,0,0,0,1,2,1,1,1,0,1
Hull,Birmingham,2019-12-21,0,1,2,0,0,1,2,1,1,1,1,2,1,1,2,1,1,2,0,0
Luton,Swansea,2019-12-21,0,1,2,0,1,1,0,1,1,0,2,1,1,3,0,2,0,0,0,1
Millwall,Barnsley,2019-12-21,1,0,1,2,1,0,0,0,2,1,3,2,1,1,1,2,0,1,1,1
QPR,Charlton,2019-12-21,1,0,1,0,1,2,2,3,1,0,1,2,0,1,0,0,1,1,0,2
Reading,Derby,2019-12-21,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0
West Brom,Brentford,2019-12-21,3,1,2,0,1,1,2,1,1,0,0,0,1,0,0,2,1,0,1,0
Sheffield Weds,Bristol City,2019-12-22,0,1,2,0,4,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0
Blackburn,Wigan,2019-12-23,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0
Barnsley,West Brom,2019-12-26,2,1,3,2,1,0,1,1,1,1,0,0,1,1,2,1,0,1,1,0
Blackburn,Birmingham,2019-12-26,0,0,0,0,1,0,1,0,1,1,1,2,0,1,0,2,0,1,0,1
Brentford,Swansea,2019-12-26,1,0,0,0,1,1,0,0,1,0,2,1,0,0,1,0,2,1,0,1
Cardiff,Millwall,2019-12-26,0,0,0,0,0,2,3,1,0,1,1,1,1,0,0,0,0,1,0,1
Charlton,Bristol City,2019-12-26,1,0,1,2,0,1,2,1,0,1,0,1,0,0,0,1,1,2,0,2
Hull,Nott'm Forest,2019-12-26,1,0,2,0,0,1,2,1,0,4,0,0,0,1,1,1,0,0,1,1
Luton,Fulham,2019-12-26,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,2,1,1,2
Middlesbrough,Huddersfield,2019-12-26,0,0,2,1,0,1,1,2,1,0,1,1,0,1,1,0,1,0,0,0
Stoke,Sheffield Weds,2019-12-26,0,0,0,0,0,0,1,2,0,0,1,0,4,0,0,0,1,2,0,2
Wigan,Derby,2019-12-26,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1
Leeds,Preston,2019-12-26,2,0,1,3,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
Reading,QPR,2019-12-26,1,0,2,0,0,0,0,0,1,0,1,2,1,2,2,3,0,1,0,0
Birmingham,Leeds,2019-12-29,1,1,1,2,0,0,1,1,0,1,1,0,0,1,1,1,1,3,2,3
Bristol City,Luton,2019-12-29,0,1,0,1,0,1,2,2,2,1,1,2,1,1,0,1,2,1,0,0
Fulham,Stoke,2019-12-29,1,0,1,1,1,2,2,1,1,0,2,2,0,0,1,2,1,0,0,0
Huddersfield,Blackburn,2019-12-29,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0
Millwall,Brentford,2019-12-29,0,1,1,1,0,0,1,1,2,0,1,1,1,1,0,0,1,0,0,0
Nott'm Forest,Wigan,2019-12-29,0,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
Preston,Reading,2019-12-29,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
QPR,Hull,2019-12-29,1,0,1,2,0,0,0,1,0,1,0,1,0,1,2,1,1,0,1,1
Sheffield Weds,Cardiff,2019-12-29,0,0,1,0,0,1,2,2,0,0,1,1,0,2,3,1,1,0,2,0
Swansea,Barnsley,2019-12-29,1,0,2,1,0,2,1,1,0,1,1,0,1,0,1,1,0,0,0,0
West Brom,Middlesbrough,2019-12-29,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,2,0,0,1,1
Derby,Charlton,2019-12-30,0,1,0,0,0,0,1,1,1,0,2,2,0,1,2,1,1,1,0,1
Millwall,Luton,2020-01-01,1,0,0,0,0,0,1,1,2,1,1,2,0,2,0,1,0,3,1,0
Birmingham,Wigan,2020-01-01,1,2,3,3,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,2
Bristol City,Brentford,2020-01-01,2,0,1,0,0,1,2,2,2,0,1,1,0,1,0,0,0,0,2,2
Fulham,Reading,2020-01-01,1,0,0,0,1,2,2,1,0,0,1,0,2,0,0,0,0,1,1,1
Huddersfield,Stoke,2020-01-01,1,1,1,0,0,1,0,0,1,0,2,2,0,1,0,0,0,2,1,4
Nott'm Forest,Blackburn,2020-01-01,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,2,1,1,1
Preston,Middlesbrough,2020-01-01,0,2,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1
QPR,Cardiff,2020-01-01,1,1,0,1,0,0,0,1,0,0,1,1,2,1,0,0,3,3,0,1
Sheffield Weds,Hull,2020-01-01,1,2,0,0,0,1,2,2,0,1,0,1,1,1,1,0,0,0,0,1
West Brom,Leeds,2020-01-01,0,1,0,1,1,0,0,1,0,1,1,0,2,1,3,3,1,0,0,1
Derby,Barnsley,2020-01-02,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1
Swansea,Charlton,2020-01-02,0,0,0,0,0,2,1,1,1,0,2,2,0,1,1,1,1,0,0,0
Brentford,QPR,2020-01-11,2,0,1,1,2,0,2,0,3,0,3,1,0,0,0,1,3,0,0,1
Barnsley,Huddersfield,2020-01-11,0,1,1,0,0,1,1,1,0,1,2,4,0,1,0,0,1,1,0,1
Blackburn,Preston,2020-01-11,0,0,1,1,1,2,1,1,0,1,0,1,1,0,0,1,1,0,1,0
Charlton,West Brom,2020-01-11,1,0,2,2,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1
Hull,Fulham,2020-01-11,0,1,0,1,0,0,1,0,0,1,1,1,1,2,2,1,0,0,1,0
Leeds,Sheffield Weds,2020-01-11,0,1,1,0,0,1,1,0,0,0,0,1,0,1,2,2,0,0,0,2
Luton,Birmingham,2020-01-11,2,1,1,2,1,0,0,3,1,1,1,2,0,0,1,1,0,1,1,1
Middlesbrough,Derby,2020-01-11,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,2
Reading,Nott'm Forest,2020-01-11,0,0,1,0,1,0,1,1,2,1,1,1,1,0,1,0,0,1,0,1
Stoke,Millwall,2020-01-11,1,0,2,2,1,0,4,2,0,1,3,0,0,0,1,1,0,0,0,0
Wigan,Bristol City,2020-01-11,0,0,1,1,1,1,2,1,0,2,0,2,0,1,2,2,0,0,0,2
Cardiff,Swansea,2020-01-12,0,0,1,1,0,3,1,3,1,0,0,0,0,2,1,1,0,0,0,0
Fulham,Middlesbrough,2020-01-17,0,1,1,1,1,0,0,0,1,0,1,2,1,0,1,0,1,0,0,0
QPR,Leeds,2020-01-18,3,0,3,1,0,3,1,0,0,0,0,2,0,1,1,0,1,0,0,0
Birmingham,Cardiff,2020-01-18,1,1,1,2,1,0,1,1,0,0,0,0,0,3,1,3,1,0,0,1
Bristol City,Barnsley,2020-01-18,0,2,0,2,0,0,2,0,1,0,1,1,0,1,1,1,0,1,0,0
Derby,Hull,2020-01-18,1,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0
Huddersfield,Brentford,2020-01-18,0,1,2,4,0,1,1,1,3,0,0,1,2,0,2,0,0,0,0,0
Millwall,Reading,2020-01-18,0,1,3,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2,0,0
Preston,Charlton,2020-01-18,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0
Sheffield Weds,Blackburn,2020-01-18,0,0,0,1,0,0,2,0,1,1,0,0,1,2,1,1,0,0,3,2
Swansea,Wigan,2020-01-18,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,0
Nott'm Forest,Luton,2020-01-19,2,1,1,1,0,0,1,1,0,1,1,1,1,0,0,3,1,2,1,0
West Brom,Stoke,2020-01-20,1,0,0,1,1,1,1,1,0,0,0,0,1,0,4,2,0,0,1,0
Barnsley,Preston,2020-01-21,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,3,0
Middlesbrough,Birmingham,2020-01-21,1,0,1,2,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0
Charlton,Fulham,2020-01-22,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Nott'm Forest,Reading,2020-01-22,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,2,0,1,0,1
Stoke,Swansea,2020-01-25,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0
Blackburn,QPR,2020-01-28,1,1,0,0,3,0,2,0,1,0,0,0,0,3,1,0,2,0,1,0
Brentford,Nott'm Forest,2020-01-28,3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
Cardiff,West Brom,2020-01-28,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,2,0,1
Hull,Huddersfield,2020-01-28,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1
Leeds,Millwall,2020-01-28,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,3,2,0
Luton,Derby,2020-01-28,0,1,1,1,1,1,0,2,0,0,1,0,0,1,2,1,0,3,0,2
Wigan,Sheffield Weds,2020-01-28,0,0,0,2,1,1,0,1,0,3,0,2,0,0,2,0,0,2,1,0
Reading,Bristol City,2020-01-28,0,0,1,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1
Cardiff,Reading,2020-01-31,0,0,2,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
Derby,Stoke,2020-01-31,0,0,1,0,0,0,2,3,0,0,2,0,1,0,0,0,2,2,0,0
Hull,Brentford,2020-02-01,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,3
Birmingham,Nott'm Forest,2020-02-01,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0
Charlton,Barnsley,2020-02-01,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,1,2,0,0,1
Fulham,Huddersfield,2020-02-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,2,0
Leeds,Wigan,2020-02-01,0,2,3,0,0,1,0,0,0,1,2,0,1,1,0,1,0,0,0,1
Middlesbrough,Blackburn,2020-02-01,0,1,1,0,0,1,0,0,2,1,0,0,3,0,2,0,0,1,0,1
Preston,Swansea,2020-02-01,1,1,1,0,3,0,0,0,1,1,1,0,0,0,0,2,1,0,1,0
QPR,Bristol City,2020-02-01,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Sheffield Weds,Millwall,2020-02-01,0,3,0,2,1,0,0,2,0,0,2,0,2,0,0,3,0,0,0,0
West Brom,Luton,2020-02-01,0,1,0,0,0,0,1,2,0,0,3,2,1,1,0,2,1,1,0,0
Bristol City,Birmingham,2020-02-07,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,2,1
Wigan,Preston,2020-02-08,0,1,2,0,0,0,1,0,1,1,0,0,3,0,0,0,0,1,1,1
Barnsley,Sheffield Weds,2020-02-08,0,3,0,0,0,2,1,0,0,0,0,0,1,0,0,2,1,0,1,0
Blackburn,Fulham,2020-02-08,2,1,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,1
Brentford,Middlesbrough,2020-02-08,0,1,0,0,2,1,3,0,0,0,1,1,0,1,0,0,1,2,0,2
Huddersfield,QPR,2020-02-08,0,0,0,0,2,3,0,0,0,1,0,0,1,2,0,0,0,2,0,0
Luton,Cardiff,2020-02-08,0,0,3,2,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1
Reading,Hull,2020-02-08,0,0,0,1,1,0,0,1,1,2,0,3,0,0,0,1,0,1,0,1
Stoke,Charlton,2020-02-08,0,0,2,0,0,2,0,2,2,0,0,1,1,1,0,1,1,2,1,0
Swansea,Derby,2020-02-08,1,1,1,0,1,1,0,0,2,0,2,0,0,0,2,3,0,2,1,2
Nott'm Forest,Leeds,2020-02-08,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
Millwall,West Brom,2020-02-09,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,1
Barnsley,Birmingham,2020-02-11,1,1,0,0,0,2,1,0,1,1,1,0,2,1,1,0,0,0,0,1
Blackburn,Hull,2020-02-11,0,0,0,1,0,0,1,1,1,2,0,3,0,0,1,1,0,3,0,0
Brentford,Leeds,2020-02-11,1,0,2,2,2,1,3,0,0,0,0,1,0,1,0,1,1,0,1,0
Nott'm Forest,Charlton,2020-02-11,1,0,1,0,1,1,0,1,2,0,0,1,1,1,0,2,0,0,1,0
Swansea,QPR,2020-02-11,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0
Wigan,Middlesbrough,2020-02-11,0,1,1,1,0,0,1,0,0,0,1,1,0,1,2,2,1,1,0,2
Bristol City,Derby,2020-02-12,1,2,0,1,1,0,0,0,2,0,2,0,1,0,2,2,2,1,0,2
Huddersfield,Cardiff,2020-02-12,0,0,2,0,2,3,0,0,0,1,1,0,0,0,1,0,0,0,2,1
Luton,Sheffield Weds,2020-02-12,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
Millwall,Fulham,2020-02-12,0,1,0,1,0,0,0,0,3,2,0,0,0,0,1,0,1,0,1,0
Reading,West Brom,2020-02-12,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1
Stoke,Preston,2020-02-12,1,1,2,0,0,2,0,2,1,1,0,0,1,0,1,1,0,0,0,2
Hull,Swansea,2020-02-14,1,2,0,3,0,0,0,3,0,0,0,0,1,1,0,0,1,3,1,3
West Brom,Nott'm Forest,2020-02-15,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1
Birmingham,Brentford,2020-02-15,1,1,1,0,0,0,1,0,1,1,0,0,2,1,3,0,1,0,1,0
Cardiff,Wigan,2020-02-15,0,1,1,0,2,0,1,0,1,0,1,2,0,0,1,0,1,1,2,0
Charlton,Blackburn,2020-02-15,2,0,0,1,1,0,0,0,0,0,3,0,0,0,1,1,0,0,2,0
Derby,Huddersfield,2020-02-15,2,0,2,0,0,2,2,1,0,2,0,1,2,3,0,0,0,1,0,1
Fulham,Barnsley,2020-02-15,3,2,0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,0,1,2
Leeds,Bristol City,2020-02-15,0,0,0,1,1,1,0,0,2,0,1,2,1,0,0,0,1,0,0,0
Middlesbrough,Luton,2020-02-15,0,0,1,1,0,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0
Preston,Millwall,2020-02-15,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1
QPR,Stoke,2020-02-15,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,2,0
Sheffield Weds,Reading,2020-02-15,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,2
Derby,Fulham,2020-02-21,0,0,1,1,0,2,2,1,0,1,0,2,1,1,0,0,0,1,0,1
Brentford,Blackburn,2020-02-22,1,1,0,0,1,1,0,0,0,0,3,0,2,0,0,0,0,2,1,1
Barnsley,Middlesbrough,2020-02-22,0,0,0,1,1,0,2,0,0,1,0,0,0,1,2,1,0,1,0,0
Birmingham,Sheffield Weds,2020-02-22,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,0,2,1,2,1
Bristol City,West Brom,2020-02-22,2,0,1,2,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,1
Charlton,Luton,2020-02-22,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0
Leeds,Reading,2020-02-22,1,0,0,0,1,1,0,0,1,1,0,1,1,0,2,0,0,1,0,0
Nott'm Forest,QPR,2020-02-22,0,1,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
Preston,Hull,2020-02-22,0,0,0,1,0,0,2,0,1,1,3,3,0,0,0,3,0,2,1,0
Stoke,Cardiff,2020-02-22,0,0,0,2,2,2,0,2,1,2,1,0,2,0,1,0,1,1,0,0
Swansea,Huddersfield,2020-02-22,0,0,0,0,1,1,3,3,0,2,0,1,0,0,1,1,1,2,0,1
Wigan,Millwall,2020-02-22,1,0,1,2,2,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0
Cardiff,Nott'm Forest,2020-02-25,1,2,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1
Huddersfield,Bristol City,2020-02-25,0,2,0,1,0,1,1,2,0,2,0,1,0,1,0,0,1,1,0,1
Luton,Brentford,2020-02-25,1,0,0,0,1,1,0,2,0,1,2,1,1,1,0,0,2,0,0,1
QPR,Derby,2020-02-25,2,2,2,0,0,0,0,0,0,0,1,1,0,2,2,1,1,1,1,0
West Brom,Preston,2020-02-25,1,1,1,1,2,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0
Blackburn,Stoke,2020-02-26,0,0,3,0,1,0,1,2,1,0,1,0,2,2,0,2,0,0,0,0
Fulham,Swansea,2020-02-26,0,1,0,2,0,0,1,1,1,0,2,1,1,1,3,3,0,1,0,0
Hull,Barnsley,2020-02-26,1,1,3,3,1,0,0,2,0,0,1,0,1,0,2,0,0,0,1,0
Middlesbrough,Leeds,2020-02-26,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
Millwall,Birmingham,2020-02-26,1,1,0,0,0,0,0,1,2,2,1,1,0,0,1,0,0,0,0,0
Sheffield Weds,Charlton,2020-02-26,0,1,0,2,2,2,1,1,1,1,2,0,1,0,0,0,0,1,0,0
Reading,Wigan,2020-02-26,1,1,0,1,0,0,0,1,0,0,1,0,2,1,0,1,0,0,1,2
Hull,Leeds,2020-02-29,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,3
Blackburn,Swansea,2020-02-29,0,0,0,0,1,0,1,2,1,0,2,1,0,0,0,1,1,1,1,1
Cardiff,Brentford,2020-02-29,0,0,0,1,0,1,0,1,0,1,2,1,0,2,1,0,2,0,2,0
Fulham,Preston,2020-02-29,0,0,1,0,0,0,1,1,0,1,2,0,0,2,0,0,0,2,0,0
Huddersfield,Charlton,2020-02-29,1,0,1,1,0,1,1,2,1,1,2,0,0,0,0,1,1,3,0,0
Luton,Stoke,2020-02-29,2,0,0,1,1,1,0,2,1,0,1,0,0,0,0,0,0,1,1,0
Millwall,Bristol City,2020-02-29,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,1,0,1,1,0
QPR,Birmingham,2020-02-29,1,1,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,2,1,1
Reading,Barnsley,2020-02-29,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
Sheffield Weds,Derby,2020-02-29,0,0,1,0,2,2,1,1,0,0,1,1,1,1,0,1,0,1,3,0
West Brom,Wigan,2020-02-29,2,0,0,0,2,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1
Middlesbrough,Nott'm Forest,2020-03-02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1
Nott'm Forest,Millwall,2020-03-06,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,1,0,0,3,0
Bristol City,Fulham,2020-03-07,0,2,0,1,1,0,0,1,0,0,2,0,0,0,1,1,0,1,0,1
Barnsley,Cardiff,2020-03-07,0,0,1,0,0,1,0,1,2,2,0,0,0,1,0,1,0,0,0,2
Birmingham,Reading,2020-03-07,2,2,1,1,1,0,1,2,1,0,1,0,0,0,0,1,1,0,0,3
Brentford,Sheffield Weds,2020-03-07,0,1,2,1,2,2,0,0,0,3,1,0,2,2,1,1,3,2,0,0
Charlton,Middlesbrough,2020-03-07,1,1,2,0,0,1,0,3,2,1,0,1,0,0,0,1,0,0,1,0
Leeds,Huddersfield,2020-03-07,0,0,1,0,1,0,3,0,1,0,3,0,0,1,1,2,1,1,0,0
Preston,QPR,2020-03-07,0,1,2,0,0,0,0,2,0,1,2,1,0,0,0,0,1,0,0,3
Stoke,Hull,2020-03-07,1,0,1,0,1,0,0,1,0,1,0,3,1,0,0,2,3,2,0,1
Swansea,West Brom,2020-03-07,1,0,2,1,1,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0
Wigan,Luton,2020-03-07,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,2,0,0,0,0
Derby,Blackburn,2020-03-08,0,0,1,1,3,0,0,1,1,1,1,1,1,0,1,2,2,1,0,0
Fulham,Brentford,2020-06-20,0,0,2,0,0,0,1,1,3,0,2,0,2,2,0,0,0,0,0,2
Middlesbrough,Swansea,2020-06-20,2,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0
Millwall,Derby,2020-06-20,0,1,1,0,3,0,0,0,2,0,1,0,3,0,0,1,1,1,1,2
Blackburn,Bristol City,2020-06-20,1,1,1,1,0,2,0,1,0,0,1,1,1,0,0,1,1,2,1,0
Huddersfield,Wigan,2020-06-20,1,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Hull,Charlton,2020-06-20,0,1,0,3,0,3,1,2,0,1,0,0,0,1,0,3,0,0,1,0
Luton,Preston,2020-06-20,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,2,0,1,0,1
QPR,Barnsley,2020-06-20,0,1,2,1,0,1,3,0,0,0,0,2,0,1,0,1,0,0,1,0
Reading,Stoke,2020-06-20,1,0,1,0,0,1,3,0,3,0,2,1,1,0,0,1,1,0,0,1
Sheffield Weds,Nott'm Forest,2020-06-20,0,3,1,0,0,3,0,2,0,3,0,0,1,2,1,0,0,1,0,1
West Brom,Birmingham,2020-06-20,0,0,0,1,0,0,0,0,1,0,0,3,1,0,1,2,0,0,0,0
Cardiff,Leeds,2020-06-21,2,2,0,0,0,0,2,0,1,0,1,0,1,0,3,0,1,1,0,0
Brentford,West Brom,2020-06-26,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
Charlton,QPR,2020-06-27,0,1,0,0,1,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0
Preston,Cardiff,2020-06-27,1,0,0,3,0,0,1,1,1,0,1,0,0,0,2,0,0,1,0,3
Swansea,Luton,2020-06-27,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Barnsley,Millwall,2020-06-27,0,0,0,2,1,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0
Derby,Reading,2020-06-27,2,0,1,0,1,1,2,1,1,0,0,1,0,1,3,0,2,0,0,1
Birmingham,Hull,2020-06-27,1,0,0,3,0,0,0,0,0,1,0,0,0,3,1,2,0,3,2,1
Leeds,Fulham,2020-06-27,1,0,1,0,0,1,0,1,0,0,0,2,0,0,1,1,1,2,0,0
Stoke,Middlesbrough,2020-06-27,3,0,2,1,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1
Wigan,Blackburn,2020-06-27,0,0,0,0,1,0,1,0,1,1,2,0,0,2,0,1,0,2,0,0
Bristol City,Sheffield Weds,2020-06-28,0,0,1,1,1,1,0,2,0,0,1,1,0,3,0,2,0,1,1,1
Nott'm Forest,Huddersfield,2020-06-28,0,3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,2,0,1
Millwall,Swansea,2020-06-30,1,1,1,2,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1
Barnsley,Blackburn,2020-06-30,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,2,0,2,0,0
Cardiff,Charlton,2020-06-30,1,0,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0
Reading,Brentford,2020-06-30,1,0,0,1,0,2,1,0,1,0,0,0,0,0,2,0,0,0,1,2
QPR,Fulham,2020-06-30,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,2,1,0,1,1
Leeds,Luton,2020-06-30,1,0,2,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1
Wigan,Stoke,2020-06-30,0,0,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,2,0,0
Preston,Derby,2020-07-01,0,0,1,3,0,0,1,1,2,0,0,1,1,1,2,1,0,0,1,0
Birmingham,Huddersfield,2020-07-01,0,2,3,1,0,0,0,0,0,1,0,1,0,1,1,2,0,0,1,2
Nott'm Forest,Bristol City,2020-07-01,1,0,2,1,0,0,1,1,0,1,1,1,1,1,0,2,0,1,0,0
Sheffield Weds,West Brom,2020-07-01,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2
Hull,Middlesbrough,2020-07-02,0,1,0,0,2,0,1,3,0,3,0,0,1,0,1,0,1,1,1,0
Charlton,Millwall,2020-07-03,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Derby,Nott'm Forest,2020-07-04,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
Blackburn,Leeds,2020-07-04,1,1,2,0,0,0,0,2,0,0,1,1,0,1,0,1,0,1,2,1
Brentford,Wigan,2020-07-04,1,0,0,0,1,0,2,0,1,0,2,0,1,0,1,0,1,2,0,0
Bristol City,Cardiff,2020-07-04,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1
Fulham,Birmingham,2020-07-04,0,0,0,2,1,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0
Huddersfield,Preston,2020-07-04,0,1,0,1,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0
Luton,Reading,2020-07-04,0,0,1,1,0,0,1,1,0,1,0,2,0,2,1,0,0,0,3,2
Stoke,Barnsley,2020-07-04,0,1,0,1,0,1,0,2,0,0,2,0,1,0,0,0,3,1,0,0
Swansea,Sheffield Weds,2020-07-05,0,0,0,1,0,1,1,0,0,1,0,2,1,0,1,1,0,2,0,1
Middlesbrough,QPR,2020-07-05,0,3,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
West Brom,Hull,2020-07-05,0,0,0,0,1,0,2,0,1,1,1,0,2,0,1,3,2,2,1,1
Nott'm Forest,Fulham,2020-07-07,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0
Brentford,Charlton,2020-07-07,1,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0
