HomeTeam,AwayTeam,Date,HT_HM_1h_s,HT_HM_1h_m,HT_HM_2h_s,HT_HM_2h_m,HT_AM_1h_s,HT_AM_1h_m,HT_AM_2h_s,HT_AM_2h_m,AT_HM_1h_s,AT_HM_1h_m,AT_HM_2h_s,AT_HM_2h_m,AT_AM_1h_s,AT_AM_1h_m,AT_AM_2h_s,AT_AM_2h_m,HT_FM_1h_s,HT_FM_2h_s,AT_FM_1h_s,AT_FM_2h_s
Charlton,Brentford,2019-08-24,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0
Fulham,Nott'm Forest,2019-08-24,2,0,2,0,0,0,2,1,2,0,1,0,0,1,1,0,0,1,1,1
Huddersfield,Reading,2019-08-24,0,0,1,2,0,1,1,1,2,0,1,0,0,0,1,1,0,0,0,2
Hull,Bristol City,2019-08-24,0,0,0,1,0,0,1,1,1,0,1,0,2,0,0,1,1,0,1,2
Middlesbrough,Millwall,2019-08-24,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,1,0,1
Preston,Sheffield Weds,2019-08-24,2,0,1,1,1,1,1,2,0,0,1,0,0,1,0,0,1,1,0,1
QPR,Wigan,2019-08-24,0,1,1,2,0,1,0,1,0,1,0,1,0,1,0,0,0,3,1,0
Stoke,Leeds,2019-08-24,1,1,1,1,0,2,1,1,0,0,1,0,1,0,1,0,0,0,1,2
Swansea,Birmingham,2019-08-25,1,1,2,1,1,0,2,1,0,0,2,0,0,2,0,1,0,3,0,0
Cardiff,Fulham,2019-08-30,1,0,1,1,0,0,0,0,0,1,1,1,0,0,2,1,1,0,1,0
Bristol City,Middlesbrough,2019-08-31,1,0,1,0,1,1,2,0,0,0,1,1,0,1,0,0,1,1,0,2
Birmingham,Stoke,2019-08-31,0,0,2,0,0,0,0,3,0,1,0,2,0,2,1,1,0,2,0,1
Brentford,Derby,2019-08-31,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,3,0,0,0
Leeds,Swansea,2019-08-31,0,0,1,0,1,0,2,0,0,0,3,0,1,0,2,1,0,0,0,1
Luton,Huddersfield,2019-08-31,1,0,0,2,3,0,0,1,0,0,0,2,0,1,1,1,0,2,0,1
Millwall,Hull,2019-08-31,1,0,0,0,0,0,1,1,1,1,0,2,0,0,1,1,1,0,1,0
Nott'm Forest,Preston,2019-08-31,2,0,1,0,1,0,1,1,1,0,1,1,1,1,1,2,0,1,1,0
Reading,Charlton,2019-08-31,2,0,1,0,0,0,2,0,1,0,0,0,1,1,1,1,0,0,0,2
Sheffield Weds,QPR,2019-08-31,0,0,1,0,0,1,1,1,0,1,3,0,0,1,0,1,1,0,0,2
West Brom,Blackburn,2019-08-31,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,3,0,2,0
Wigan,Barnsley,2019-08-31,0,1,0,1,1,0,0,3,0,3,1,0,0,0,0,2,0,0,0,0
Derby,Cardiff,2019-09-13,1,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Fulham,West Brom,2019-09-14,0,1,1,1,1,1,0,0,3,2,0,0,0,1,1,0,0,1,0,1
Blackburn,Millwall,2019-09-14,0,0,0,0,2,3,0,0,1,1,0,0,0,0,1,1,1,1,0,0
Charlton,Birmingham,2019-09-14,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,3,0,0,0,1
Hull,Wigan,2019-09-14,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,3,2,0,1,1
Middlesbrough,Reading,2019-09-14,0,0,1,1,0,1,2,1,0,0,0,2,0,0,2,0,0,1,0,0
Preston,Brentford,2019-09-14,1,0,1,1,1,0,0,1,3,0,0,0,0,1,0,0,1,1,0,0
QPR,Luton,2019-09-14,0,1,3,0,0,1,2,0,0,0,2,1,3,0,0,1,3,0,1,1
Stoke,Bristol City,2019-09-14,0,1,0,2,0,0,1,2,1,0,1,2,1,1,2,0,1,0,0,2
Swansea,Nott'm Forest,2019-09-14,0,0,3,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1
Huddersfield,Sheffield Weds,2019-09-15,0,0,0,2,0,0,1,2,1,0,0,2,0,1,1,1,0,0,1,1
Barnsley,Leeds,2019-09-15,0,3,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2
Leeds,Derby,2019-09-21,0,0,0,1,0,0,2,0,1,1,0,0,0,3,0,0,1,0,0,1
Birmingham,Preston,2019-09-21,0,0,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
Brentford,Stoke,2019-09-21,3,0,0,0,0,1,0,1,1,0,0,2,0,0,1,2,0,0,0,0
Bristol City,Swansea,2019-09-21,1,0,1,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0
Cardiff,Middlesbrough,2019-09-21,1,1,0,0,1,1,0,0,0,0,1,0,0,1,2,1,1,0,0,0
Luton,Hull,2019-09-21,0,0,2,1,1,3,1,0,2,1,0,1,1,1,0,0,0,0,0,3
Millwall,QPR,2019-09-21,1,1,0,0,0,1,0,1,3,1,0,1,0,1,2,0,0,1,0,2
Nott'm Forest,Barnsley,2019-09-21,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0
Reading,Blackburn,2019-09-21,0,0,0,2,0,0,0,1,1,0,1,0,2,3,0,0,0,1,1,1
Sheffield Weds,Fulham,2019-09-21,1,0,0,2,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0
Wigan,Charlton,2019-09-21,0,0,0,0,1,2,1,0,0,0,0,1,0,0,2,0,1,1,0,0
West Brom,Huddersfield,2019-09-22,3,2,0,0,0,0,1,1,0,1,0,1,0,0,1,2,1,3,2,0
Fulham,Wigan,2019-09-27,0,0,1,1,1,0,0,1,1,0,1,0,1,2,1,0,0,2,0,0
Stoke,Nott'm Forest,2019-09-27,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2
QPR,West Brom,2019-09-28,3,1,0,1,0,0,2,1,1,2,3,0,0,0,1,1,0,0,0,2
Blackburn,Luton,2019-09-28,1,0,1,0,1,0,1,1,0,0,0,3,1,3,1,0,1,0,1,1
Charlton,Leeds,2019-09-28,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,0,1,0,0,0
Derby,Birmingham,2019-09-28,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,2,0,2
Huddersfield,Millwall,2019-09-28,0,1,0,1,2,1,0,3,0,0,1,2,0,1,0,1,1,0,1,0
Hull,Cardiff,2019-09-28,2,1,0,1,0,0,3,0,1,0,0,0,1,1,0,0,1,1,0,2
Middlesbrough,Sheffield Weds,2019-09-28,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,4,0
Preston,Bristol City,2019-09-28,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,2,1
Swansea,Reading,2019-09-28,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1
Barnsley,Brentford,2019-09-29,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,2
Blackburn,Nott'm Forest,2019-10-01,1,1,0,1,1,0,1,1,0,0,1,0,1,1,2,1,0,1,0,1
Hull,Sheffield Weds,2019-10-01,1,0,1,2,0,0,3,0,0,1,1,0,4,1,0,0,0,1,0,0
Leeds,West Brom,2019-10-01,1,0,0,1,0,1,0,0,1,2,3,0,0,0,2,0,1,0,0,0
Middlesbrough,Preston,2019-10-01,1,4,0,0,0,1,0,0,1,2,2,1,1,0,0,0,1,0,1,0
Wigan,Birmingham,2019-10-01,1,0,1,0,0,0,0,2,0,1,0,0,0,1,2,2,0,1,0,0
Reading,Fulham,2019-10-01,0,1,1,1,0,1,1,0,0,0,2,0,1,0,0,1,0,1,3,1
Stoke,Huddersfield,2019-10-01,1,1,1,2,0,0,0,0,1,1,0,0,2,1,0,3,0,0,0,1
Barnsley,Derby,2019-10-02,1,1,0,2,0,0,0,1,1,0,2,2,0,1,1,0,1,1,2,0
Brentford,Bristol City,2019-10-02,0,0,0,0,1,1,2,0,0,0,0,0,2,1,1,2,0,1,0,1
Cardiff,QPR,2019-10-02,1,0,0,0,0,1,2,1,0,0,0,2,0,0,2,1,2,1,0,0
Charlton,Swansea,2019-10-02,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1
Luton,Millwall,2019-10-02,0,0,0,3,1,1,1,0,0,0,1,2,1,1,0,0,0,1,0,1
Birmingham,Middlesbrough,2019-10-04,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1
Fulham,Charlton,2019-10-05,0,0,2,0,3,0,1,1,1,1,0,1,0,1,0,1,0,2,1,1
Bristol City,Reading,2019-10-05,0,0,0,0,0,0,1,1,0,3,1,1,0,1,1,0,1,0,0,0
Derby,Luton,2019-10-05,1,0,2,2,2,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0
Huddersfield,Hull,2019-10-05,1,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0
Millwall,Leeds,2019-10-05,0,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,1
Nott'm Forest,Brentford,2019-10-05,0,0,1,0,0,0,1,1,0,0,1,1,1,1,2,0,0,1,0,0
Preston,Barnsley,2019-10-05,1,2,2,1,1,1,0,0,1,2,1,0,0,0,0,1,1,4,1,0
QPR,Blackburn,2019-10-05,0,0,0,2,0,2,0,1,0,0,1,1,1,0,1,1,1,3,0,2
Sheffield Weds,Wigan,2019-10-05,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0
Swansea,Stoke,2019-10-05,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1
West Brom,Cardiff,2019-10-05,1,2,3,0,0,1,0,0,2,0,1,0,0,1,2,1,2,2,0,2
Cardiff,Sheffield Weds,2019-10-18,2,0,1,0,0,2,2,2,0,0,1,0,0,0,0,1,0,1,1,0
Blackburn,Huddersfield,2019-10-19,0,0,1,1,0,1,2,3,0,0,3,0,0,0,1,0,2,0,1,1
Barnsley,Swansea,2019-10-19,1,2,1,0,1,1,0,4,1,1,0,1,1,1,1,0,0,1,0,1
Brentford,Millwall,2019-10-19,0,0,1,1,0,0,0,1,2,0,0,1,0,0,1,1,0,3,1,1
Charlton,Derby,2019-10-19,1,1,0,1,1,0,1,2,1,0,1,0,2,1,0,1,1,2,0,0
Hull,QPR,2019-10-19,0,0,1,0,0,0,0,3,1,0,3,2,0,2,0,1,1,1,1,2
Leeds,Birmingham,2019-10-19,1,0,0,0,0,2,1,0,1,0,1,1,0,0,0,1,0,1,0,0
Luton,Bristol City,2019-10-19,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,3,0,0
Middlesbrough,West Brom,2019-10-19,1,1,0,0,0,1,1,1,2,0,2,2,0,1,0,0,0,0,0,1
Reading,Preston,2019-10-19,0,3,1,1,0,1,0,0,1,1,4,0,1,1,0,0,0,1,0,0
Stoke,Fulham,2019-10-19,0,0,0,1,1,1,1,0,0,1,2,1,3,0,1,1,1,1,0,0
Wigan,Nott'm Forest,2019-10-20,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
Birmingham,Blackburn,2019-10-22,1,0,1,1,0,0,0,1,2,1,0,1,0,1,2,3,1,0,0,0
Millwall,Cardiff,2019-10-22,2,0,0,1,1,0,1,3,0,1,1,0,0,2,2,2,1,1,1,1
Preston,Leeds,2019-10-22,1,1,4,0,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,1
QPR,Reading,2019-10-22,1,0,3,2,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1,1
Sheffield Weds,Stoke,2019-10-22,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0
Swansea,Brentford,2019-10-22,1,1,0,1,0,0,1,1,0,1,3,1,0,0,0,1,0,0,2,1
West Brom,Barnsley,2019-10-22,2,0,2,2,0,0,1,0,0,0,1,1,1,1,0,4,0,2,2,0
Bristol City,Charlton,2019-10-23,1,0,0,0,0,0,0,3,1,0,2,0,1,0,1,2,0,2,0,1
Derby,Wigan,2019-10-23,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0
Fulham,Luton,2019-10-23,0,1,2,1,0,1,0,1,0,0,3,0,0,1,0,1,1,2,0,2
Huddersfield,Middlesbrough,2019-10-23,0,0,3,0,1,2,1,0,0,0,0,1,0,1,1,1,0,0,0,0
Nott'm Forest,Hull,2019-10-23,0,0,1,0,0,1,0,0,1,1,1,2,0,0,0,3,0,1,1,1
Sheffield Weds,Leeds,2019-10-26,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
Birmingham,Luton,2019-10-26,1,0,0,0,0,0,0,1,0,0,3,0,0,1,2,2,1,1,0,1
Huddersfield,Barnsley,2019-10-26,0,0,0,0,1,2,1,0,0,0,1,1,2,0,0,2,1,1,0,1
Hull,Derby,2019-10-26,1,1,1,2,1,0,1,1,0,0,1,0,0,1,0,2,0,2,0,0
Middlesbrough,Fulham,2019-10-26,0,0,0,1,0,0,0,0,1,0,2,2,0,1,0,1,0,0,0,0
Millwall,Stoke,2019-10-26,1,1,1,1,1,0,1,3,1,0,1,0,0,1,0,0,1,1,0,0
Preston,Blackburn,2019-10-26,0,0,1,1,0,0,0,1,2,1,0,1,0,1,0,0,0,3,2,0
West Brom,Charlton,2019-10-26,0,2,2,0,0,0,1,0,1,0,2,0,0,0,1,2,1,1,0,2
Swansea,Cardiff,2019-10-27,0,2,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0
Bristol City,Wigan,2019-10-27,0,0,2,1,0,0,0,3,1,0,0,0,0,0,0,1,1,1,1,1
QPR,Brentford,2019-10-28,1,1,1,1,1,1,2,1,0,1,3,1,2,0,1,0,0,1,1,2
Barnsley,Bristol City,2019-11-01,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,3,0,2,1,1
Wigan,Swansea,2019-11-02,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1
Blackburn,Sheffield Weds,2019-11-02,2,1,0,1,2,0,0,3,0,0,0,0,1,0,0,1,0,2,0,1
Brentford,Huddersfield,2019-11-02,0,1,3,1,1,0,2,1,1,0,1,1,1,2,1,0,0,0,0,1
Cardiff,Birmingham,2019-11-02,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,2,2,1,1
Derby,Middlesbrough,2019-11-02,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
Fulham,Hull,2019-11-02,1,0,2,2,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,2
Leeds,QPR,2019-11-02,0,0,1,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,0,0
Luton,Nott'm Forest,2019-11-02,0,0,3,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
Reading,Millwall,2019-11-02,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,3,2,0,0,1
Charlton,Preston,2019-11-03,1,0,2,0,0,1,2,1,0,2,3,0,0,0,0,1,0,0,0,1
Stoke,West Brom,2019-11-04,1,0,1,0,0,1,0,1,1,0,1,2,0,0,1,0,0,0,1,1
Nott'm Forest,Derby,2019-11-09,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,2,0,1,0,0
Barnsley,Stoke,2019-11-09,0,1,2,1,0,1,1,1,0,1,0,1,0,1,0,1,0,2,2,2
Birmingham,Fulham,2019-11-09,1,0,1,1,1,2,1,2,0,1,0,2,0,0,0,0,0,0,0,1
Hull,West Brom,2019-11-09,0,0,2,0,1,0,2,0,1,0,1,2,1,0,1,0,0,0,1,0
Leeds,Blackburn,2019-11-09,1,0,1,0,0,0,0,0,0,0,2,1,2,0,0,3,2,0,1,0
Millwall,Charlton,2019-11-09,1,0,1,0,0,2,1,0,0,0,0,1,0,1,2,1,1,1,0,1
Preston,Huddersfield,2019-11-09,0,2,3,0,0,0,1,0,1,0,1,1,0,0,1,0,2,1,0,1
QPR,Middlesbrough,2019-11-09,0,1,1,2,0,1,0,1,0,0,0,0,0,1,0,1,2,0,1,1
Reading,Luton,2019-11-09,2,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0,0
Sheffield Weds,Swansea,2019-11-09,0,0,0,0,0,0,1,2,1,0,0,0,1,1,1,0,0,2,1,1
Wigan,Brentford,2019-11-09,1,1,0,1,1,1,1,1,0,0,0,1,1,0,2,1,0,0,1,2
Cardiff,Bristol City,2019-11-10,2,1,2,1,0,1,0,0,1,1,1,1,1,0,1,2,0,0,0,1
Fulham,QPR,2019-11-22,0,1,0,2,0,0,1,0,2,1,0,1,0,1,0,1,1,1,1,0
Charlton,Cardiff,2019-11-23,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,2,0,0,2
Blackburn,Barnsley,2019-11-23,0,0,2,1,1,2,0,0,0,2,2,2,0,1,1,1,1,2,0,2
Brentford,Reading,2019-11-23,0,0,0,1,1,0,2,0,2,0,1,0,1,1,1,1,0,1,0,0
Bristol City,Nott'm Forest,2019-11-23,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
Derby,Preston,2019-11-23,1,0,1,0,0,0,0,1,2,0,1,1,0,0,1,0,1,0,0,0
Huddersfield,Birmingham,2019-11-23,1,0,1,1,0,2,1,1,0,0,0,1,1,2,1,2,0,1,0,1
Luton,Leeds,2019-11-23,0,1,1,1,0,2,0,1,2,1,0,0,0,0,0,0,0,1,0,2
Stoke,Wigan,2019-11-23,0,1,0,1,2,0,2,2,0,1,0,2,1,1,1,1,0,2,1,0
Swansea,Millwall,2019-11-23,1,0,0,0,1,0,1,2,1,0,1,1,0,2,1,0,0,0,0,1
West Brom,Sheffield Weds,2019-11-23,1,0,1,2,1,0,0,0,0,1,2,1,0,0,1,2,1,1,0,1
Middlesbrough,Hull,2019-11-24,0,0,0,0,1,2,1,0,0,1,0,0,1,0,2,0,2,0,0,2
Cardiff,Stoke,2019-11-26,0,0,0,1,0,2,2,0,0,1,2,0,2,0,2,2,1,0,0,0
Fulham,Derby,2019-11-26,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0,0
Huddersfield,Swansea,2019-11-26,0,0,1,1,0,2,1,1,0,0,0,1,1,0,1,2,1,0,1,0
Luton,Charlton,2019-11-26,0,0,1,2,0,2,0,1,2,0,0,2,0,1,1,1,1,1,1,0
Millwall,Wigan,2019-11-26,1,0,1,1,0,0,1,0,0,1,0,2,1,0,0,2,1,1,1,1
Reading,Leeds,2019-11-26,2,0,1,0,0,0,0,1,2,1,0,0,0,0,2,1,0,0,0,1
Blackburn,Brentford,2019-11-27,1,0,2,2,1,2,0,0,0,0,1,0,1,0,2,0,1,0,0,0
Hull,Preston,2019-11-27,0,1,0,0,0,2,2,0,2,0,1,1,0,1,0,0,1,3,0,0
Middlesbrough,Barnsley,2019-11-27,2,0,0,2,1,2,1,0,0,2,2,2,0,1,2,2,0,1,0,0
QPR,Nott'm Forest,2019-11-27,2,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3
Sheffield Weds,Birmingham,2019-11-27,0,1,2,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1
West Brom,Bristol City,2019-11-27,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1
Swansea,Fulham,2019-11-29,0,0,0,1,1,1,0,0,2,0,1,0,0,0,1,0,0,1,2,0
Charlton,Sheffield Weds,2019-11-30,2,0,0,2,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,2
Barnsley,Hull,2019-11-30,0,2,2,2,0,0,0,1,1,0,3,0,0,2,2,0,1,2,0,1
Birmingham,Millwall,2019-11-30,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1
Brentford,Luton,2019-11-30,0,0,1,0,0,1,0,0,1,1,1,0,0,2,0,1,5,2,0,0
Bristol City,Huddersfield,2019-11-30,0,0,0,0,0,2,1,2,1,1,0,0,0,2,1,1,4,1,1,1
Derby,QPR,2019-11-30,1,0,0,0,0,2,0,1,0,1,0,3,1,1,0,1,1,0,1,0
Leeds,Middlesbrough,2019-11-30,2,1,0,0,0,0,1,0,0,0,1,0,1,2,1,0,2,2,0,0
Nott'm Forest,Cardiff,2019-11-30,0,0,1,0,1,0,3,0,1,0,0,0,0,2,2,0,0,0,1,0
Stoke,Blackburn,2019-11-30,0,1,2,0,0,1,0,0,1,0,0,0,1,2,0,0,0,1,1,1
Wigan,Reading,2019-11-30,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,3
Preston,West Brom,2019-12-02,2,0,1,1,0,1,0,3,2,0,2,1,1,0,0,0,0,0,0,1
Millwall,Nott'm Forest,2019-12-06,1,1,1,1,0,0,1,1,0,1,0,0,1,0,3,0,1,1,0,2
Huddersfield,Leeds,2019-12-07,1,1,0,0,1,4,1,1,2,0,2,0,0,0,1,0,0,0,0,2
Blackburn,Derby,2019-12-07,1,0,0,0,1,0,1,1,1,1,0,0,0,2,0,1,0,1,0,0
Cardiff,Barnsley,2019-12-07,1,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,1,2,1,1
Fulham,Bristol City,2019-12-07,2,0,1,0,2,0,0,1,4,1,1,1,0,2,1,2,0,1,1,1
Hull,Stoke,2019-12-07,1,0,3,0,0,1,1,2,0,1,1,1,0,1,0,0,0,2,1,0
Luton,Wigan,2019-12-07,1,1,1,0,0,5,0,2,1,0,0,3,1,1,1,1,0,2,1,0
Middlesbrough,Charlton,2019-12-07,0,0,1,0,0,2,0,2,1,1,0,2,1,1,0,1,1,0,0,0
QPR,Preston,2019-12-07,0,1,0,3,1,1,0,0,0,0,0,1,0,1,0,3,1,1,0,0
Reading,Birmingham,2019-12-07,0,0,0,1,0,1,3,0,0,0,1,1,0,0,1,1,1,1,1,2
Sheffield Weds,Brentford,2019-12-07,0,0,1,1,1,1,2,0,5,0,2,0,0,1,0,0,0,2,1,0
West Brom,Swansea,2019-12-08,2,0,2,1,0,0,1,0,0,2,1,0,1,1,0,0,3,2,1,0
Bristol City,Millwall,2019-12-10,4,1,1,1,1,0,1,1,1,0,1,2,0,0,1,1,0,1,1,1
Charlton,Huddersfield,2019-12-10,1,1,0,2,0,1,0,0,0,0,0,2,1,4,1,1,0,0,0,1
Leeds,Hull,2019-12-10,2,0,2,0,0,0,2,0,0,1,2,0,0,1,1,2,0,2,0,0
Nott'm Forest,Middlesbrough,2019-12-10,0,1,0,0,0,1,2,1,1,0,0,0,0,2,0,2,0,1,0,1
Preston,Fulham,2019-12-10,0,0,0,1,0,1,0,1,0,1,1,1,2,0,0,1,1,1,0,1
Stoke,Luton,2019-12-10,0,1,1,1,1,0,0,2,0,1,2,0,0,5,0,2,2,1,0,0
Barnsley,Reading,2019-12-11,1,0,2,1,1,1,1,2,1,1,1,2,0,1,3,0,0,1,0,1
Birmingham,QPR,2019-12-11,0,0,1,1,1,1,2,1,1,0,1,0,1,1,0,0,0,0,1,1
Brentford,Cardiff,2019-12-11,5,0,2,0,1,0,0,2,1,1,2,1,1,0,0,0,1,1,0,1
Derby,Sheffield Weds,2019-12-11,1,1,0,0,0,0,0,1,0,1,2,0,1,1,2,0,0,1,1,0
Swansea,Blackburn,2019-12-11,0,2,1,0,1,3,0,2,0,0,1,0,1,0,1,1,1,0,1,0
Wigan,West Brom,2019-12-11,1,0,0,3,1,0,0,2,3,1,2,0,0,0,1,0,0,1,0,1
Charlton,Hull,2019-12-13,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,2,1,1,0,2
Birmingham,West Brom,2019-12-14,0,1,0,1,1,1,2,1,3,1,2,0,0,0,1,1,1,1,1,2
Barnsley,QPR,2019-12-14,0,0,1,1,1,1,1,2,1,0,1,0,1,0,1,0,2,3,1,2
Brentford,Fulham,2019-12-14,1,0,1,1,1,0,0,2,0,1,1,1,0,1,1,1,1,0,0,0
Bristol City,Blackburn,2019-12-14,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1
Derby,Millwall,2019-12-14,0,1,1,0,0,0,0,1,1,0,1,2,1,0,1,1,0,0,1,0
