HomeTeam,AwayTeam,Date,HT_HM_1h_s,HT_HM_1h_m,HT_HM_2h_s,HT_HM_2h_m,HT_AM_1h_s,HT_AM_1h_m,HT_AM_2h_s,HT_AM_2h_m,AT_HM_1h_s,AT_HM_1h_m,AT_HM_2h_s,AT_HM_2h_m,AT_AM_1h_s,AT_AM_1h_m,AT_AM_2h_s,AT_AM_2h_m,HT_FM_1h_s,HT_FM_2h_s,AT_FM_1h_s,AT_FM_2h_s
Blackburn,Cardiff,2020-10-03,3,0,2,0,3,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0
Luton,Wycombe,2020-10-03,1,0,1,1,0,1,0,0,0,2,0,0,0,3,0,2,0,2,0,0
Middlesbrough,Barnsley,2020-10-03,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1
Nott'm Forest,Bristol City,2020-10-03,0,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,0,2,0
Reading,Watford,2020-10-03,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0
Rotherham,Huddersfield,2020-10-03,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,3,1,0,0,1
Sheffield Weds,QPR,2020-10-03,0,0,0,0,0,0,0,2,1,1,0,0,1,1,1,2,0,1,0,1
Swansea,Millwall,2020-10-03,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,2,0,1
Brentford,Preston,2020-10-04,0,0,3,0,1,1,0,0,0,1,0,0,2,1,0,1,2,0,0,4
Stoke,Birmingham,2020-10-04,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
Derby,Watford,2020-10-16,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
Barnsley,Bristol City,2020-10-17,0,0,0,0,0,1,1,1,0,0,2,0,2,1,0,0,1,1,0,2
Birmingham,Sheffield Weds,2020-10-17,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,1
Blackburn,Nott'm Forest,2020-10-17,0,0,0,0,3,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1
Bournemouth,QPR,2020-10-17,1,0,0,0,1,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0
Brentford,Coventry,2020-10-17,2,0,0,4,1,1,0,0,1,1,0,2,0,0,0,0,0,2,0,0
Luton,Stoke,2020-10-17,0,0,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2
Middlesbrough,Reading,2020-10-17,1,0,1,1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0
Rotherham,Norwich,2020-10-17,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,2
Swansea,Huddersfield,2020-10-17,0,0,2,1,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1
Wycombe,Millwall,2020-10-17,0,2,0,0,0,0,0,2,1,1,0,0,0,0,1,2,1,0,0,2
Preston,Cardiff,2020-10-18,0,1,0,0,0,2,4,0,0,0,1,2,0,0,0,0,0,0,0,1
Bristol City,Middlesbrough,2020-10-20,0,0,2,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1
Coventry,Swansea,2020-10-20,1,1,0,2,0,0,0,2,1,1,0,1,2,0,0,0,1,0,1,0
Huddersfield,Derby,2020-10-20,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
Millwall,Luton,2020-10-20,1,1,0,0,0,1,2,0,0,0,0,2,0,1,0,0,1,1,0,0
Norwich,Birmingham,2020-10-20,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,1,0,1,0,0
Nott'm Forest,Rotherham,2020-10-20,1,2,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,1,0,1
Reading,Wycombe,2020-10-20,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0
Cardiff,Bournemouth,2020-10-21,0,0,1,2,0,0,1,0,0,0,0,0,1,1,2,0,0,1,1,0
QPR,Preston,2020-10-21,1,1,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,1,1
Sheffield Weds,Brentford,2020-10-21,0,0,1,1,0,0,1,0,0,0,2,0,1,1,0,0,1,0,2,0
Stoke,Barnsley,2020-10-21,0,0,1,1,0,0,2,0,1,0,1,2,0,1,1,1,1,1,2,0
Watford,Blackburn,2020-10-21,1,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,2,1,1,0
Nott'm Forest,Derby,2020-10-23,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
Watford,Bournemouth,2020-10-24,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
Bristol City,Swansea,2020-10-24,0,0,0,1,0,1,2,1,1,1,0,1,1,1,0,0,0,1,0,1
Cardiff,Middlesbrough,2020-10-24,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
Coventry,Blackburn,2020-10-24,1,1,0,0,0,0,0,2,0,0,0,1,1,2,0,1,0,0,1,3
Huddersfield,Preston,2020-10-24,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,2
Millwall,Barnsley,2020-10-24,1,0,1,0,0,1,2,0,1,0,1,2,2,1,0,1,1,0,1,0
Norwich,Wycombe,2020-10-24,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,1,1,1,1,0
QPR,Birmingham,2020-10-24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Reading,Rotherham,2020-10-24,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,1,2,0,0
Sheffield Weds,Luton,2020-10-24,1,2,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1
Stoke,Brentford,2020-10-24,1,2,1,0,0,0,2,0,0,0,2,0,2,1,0,0,2,1,0,2
Barnsley,QPR,2020-10-27,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
Blackburn,Reading,2020-10-27,0,0,0,1,1,0,3,0,1,0,2,0,0,0,0,0,1,1,3,1
Brentford,Norwich,2020-10-27,0,0,2,0,0,2,2,1,1,1,1,0,0,1,2,0,1,0,0,1
Middlesbrough,Coventry,2020-10-27,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0,2,0,2,0,0
Swansea,Stoke,2020-10-27,1,1,0,1,0,0,1,1,2,0,1,2,0,0,2,0,1,1,0,0
Wycombe,Watford,2020-10-27,1,0,0,2,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1
Preston,Millwall,2020-10-28,0,0,0,1,0,1,2,0,1,1,0,0,0,1,2,0,0,0,0,2
Birmingham,Huddersfield,2020-10-28,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1,0,1,1,0,1
Bournemouth,Bristol City,2020-10-28,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,1,0,1,0,0
Derby,Cardiff,2020-10-28,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1
Luton,Nott'm Forest,2020-10-28,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1
Rotherham,Sheffield Weds,2020-10-28,1,0,0,2,0,1,0,2,0,0,0,1,0,0,1,0,3,0,0,0
Coventry,Reading,2020-10-30,0,1,0,3,0,0,0,2,1,0,2,0,3,1,1,1,1,2,0,2
Bristol City,Norwich,2020-10-31,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,3,0
Barnsley,Watford,2020-10-31,2,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0
Bournemouth,Derby,2020-10-31,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0
Luton,Brentford,2020-10-31,1,0,0,1,0,0,1,0,1,0,0,1,0,2,2,1,0,0,2,1
Middlesbrough,Nott'm Forest,2020-10-31,0,0,2,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0
Millwall,Huddersfield,2020-10-31,1,1,0,0,0,0,2,0,1,0,0,2,0,1,1,1,0,0,1,2
Preston,Birmingham,2020-10-31,0,0,0,2,0,1,2,0,1,0,1,1,0,0,0,0,1,0,1,1
QPR,Cardiff,2020-10-31,0,0,0,0,0,2,0,1,0,1,1,0,0,1,1,0,2,1,0,2
Stoke,Rotherham,2020-10-31,2,0,1,2,0,1,0,1,3,0,0,0,0,1,0,2,1,0,0,0
Swansea,Blackburn,2020-10-31,1,0,1,0,0,0,1,1,1,3,1,1,1,0,3,0,1,1,0,0
Wycombe,Sheffield Weds,2020-10-31,0,0,1,1,1,1,0,1,0,0,0,1,0,3,0,0,1,0,0,0
Brentford,Swansea,2020-11-03,1,0,0,1,2,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1
Huddersfield,Bristol City,2020-11-03,1,0,0,2,1,0,2,0,1,3,0,0,0,0,0,1,1,0,0,2
Norwich,Millwall,2020-11-03,1,1,1,0,3,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0
Sheffield Weds,Bournemouth,2020-11-03,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
Blackburn,Middlesbrough,2020-11-03,1,3,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
Cardiff,Barnsley,2020-11-03,0,1,1,0,0,2,2,1,1,0,0,0,1,1,0,0,2,1,0,0
Reading,Preston,2020-11-04,1,0,2,0,0,1,2,2,1,1,0,1,0,1,2,0,0,0,0,3
Watford,Stoke,2020-11-04,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2,1,1
Birmingham,Wycombe,2020-11-04,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,2
Derby,QPR,2020-11-04,1,0,0,1,1,0,0,1,2,0,1,2,0,2,0,1,0,0,0,1
Nott'm Forest,Coventry,2020-11-04,0,1,1,0,0,0,0,1,1,0,2,2,0,0,0,2,1,1,0,1
Rotherham,Luton,2020-11-04,3,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1
Cardiff,Bristol City,2020-11-06,2,0,1,0,0,2,2,1,1,3,0,0,0,1,2,0,0,0,1,0
Reading,Stoke,2020-11-07,0,0,0,3,0,1,2,2,1,0,0,0,1,1,1,2,0,0,2,1
Birmingham,Bournemouth,2020-11-07,1,0,0,2,1,1,1,0,0,1,1,0,0,0,0,1,0,1,2,1
Blackburn,QPR,2020-11-07,0,0,0,0,0,1,0,1,2,0,1,2,0,0,1,0,0,3,0,1
Brentford,Middlesbrough,2020-11-07,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Derby,Barnsley,2020-11-07,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,1,0,0,1,1
Huddersfield,Luton,2020-11-07,1,0,0,2,1,0,2,0,0,2,0,1,0,0,1,0,0,1,1,0
Norwich,Swansea,2020-11-07,0,0,0,0,3,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0
Nott'm Forest,Wycombe,2020-11-07,1,0,1,1,0,0,0,1,1,0,0,0,0,1,2,0,1,1,0,0
Rotherham,Preston,2020-11-07,0,0,0,1,0,1,0,0,1,1,0,1,0,0,3,0,0,2,0,1
Sheffield Weds,Millwall,2020-11-07,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Watford,Coventry,2020-11-07,1,1,2,1,0,1,0,0,1,0,2,2,0,1,1,1,0,3,0,2
Coventry,Birmingham,2020-11-20,1,0,2,2,0,0,2,3,0,2,1,1,1,1,1,0,0,0,0,0
Bournemouth,Reading,2020-11-21,0,1,1,0,2,0,1,1,0,2,0,1,0,1,2,2,0,4,2,0
Barnsley,Nott'm Forest,2020-11-21,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0
Bristol City,Derby,2020-11-21,1,3,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
Luton,Blackburn,2020-11-21,0,2,0,1,1,0,0,1,0,0,3,1,0,1,0,1,0,1,0,1
Middlesbrough,Norwich,2020-11-21,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1
Millwall,Cardiff,2020-11-21,0,1,0,2,0,0,0,0,0,1,0,0,0,2,2,1,1,0,0,1
Preston,Sheffield Weds,2020-11-21,1,1,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0
QPR,Watford,2020-11-21,2,0,1,2,0,0,1,3,0,0,3,2,0,1,0,0,0,1,1,0
Stoke,Huddersfield,2020-11-21,1,0,0,0,2,0,1,0,0,1,1,0,1,0,2,0,3,1,2,1
Swansea,Rotherham,2020-11-21,1,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0
Wycombe,Brentford,2020-11-21,1,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0
Luton,Birmingham,2020-11-24,0,0,1,1,1,0,0,1,0,2,1,1,0,0,0,0,1,0,1,0
QPR,Rotherham,2020-11-24,0,1,1,0,0,0,1,3,0,0,2,1,0,1,0,0,3,0,1,1
Stoke,Norwich,2020-11-24,3,2,1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,2,2,1
Wycombe,Huddersfield,2020-11-24,0,0,0,0,0,1,0,1,0,1,1,0,2,3,1,1,0,0,0,0
Barnsley,Brentford,2020-11-24,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Preston,Blackburn,2020-11-24,0,0,1,0,0,0,1,2,0,0,3,1,0,0,1,1,0,0,1,2
Bournemouth,Nott'm Forest,2020-11-24,0,2,4,0,2,0,1,1,1,0,1,0,0,0,0,2,1,1,0,0
Middlesbrough,Derby,2020-11-25,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0
Millwall,Reading,2020-11-25,1,0,0,1,0,0,0,0,0,2,0,1,2,0,0,4,1,0,0,1
Bristol City,Watford,2020-11-25,0,0,1,0,1,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0
Coventry,Cardiff,2020-11-25,0,0,0,0,0,0,2,3,0,1,0,0,0,1,1,0,0,1,0,0
Swansea,Sheffield Weds,2020-11-25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
Brentford,QPR,2020-11-27,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,3,1,1,1,0
Reading,Bristol City,2020-11-28,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,1
Birmingham,Millwall,2020-11-28,0,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Blackburn,Barnsley,2020-11-28,0,0,3,1,1,0,2,0,0,0,0,1,1,0,1,0,1,1,0,1
Cardiff,Luton,2020-11-28,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2,2,0,0
Derby,Wycombe,2020-11-28,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,1,1,0,0,1
Huddersfield,Middlesbrough,2020-11-28,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,1,1
Norwich,Coventry,2020-11-28,0,0,1,0,2,0,1,2,0,0,1,0,0,0,2,3,1,0,0,1
Rotherham,Bournemouth,2020-11-28,0,0,2,1,1,3,1,0,1,0,1,0,2,0,1,1,1,1,1,1
Sheffield Weds,Stoke,2020-11-28,0,0,0,0,1,0,0,1,0,2,2,1,2,0,1,0,0,0,0,0
Watford,Preston,2020-11-28,0,0,3,2,0,0,0,0,0,1,0,2,0,0,1,2,1,3,0,1
Nott'm Forest,Swansea,2020-11-29,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
Cardiff,Huddersfield,2020-12-01,2,0,2,0,0,0,0,1,2,1,1,1,0,0,0,0,1,2,0,0
Birmingham,Barnsley,2020-12-01,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,2
Bournemouth,Preston,2020-12-01,1,0,1,0,1,1,1,1,0,1,0,2,0,1,1,3,0,2,1,2
Derby,Coventry,2020-12-01,1,0,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,1
QPR,Bristol City,2020-12-01,3,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3,1,0,1,1
Rotherham,Brentford,2020-12-01,1,1,1,1,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,2
Middlesbrough,Swansea,2020-12-02,1,0,2,0,1,2,1,1,0,1,1,0,1,0,0,0,1,1,0,1
Blackburn,Millwall,2020-12-02,1,0,1,1,1,0,2,0,1,0,0,1,0,0,0,0,1,1,1,0
Luton,Norwich,2020-12-02,1,1,0,0,0,2,0,2,1,0,0,1,2,0,1,2,2,1,1,0
Nott'm Forest,Watford,2020-12-02,0,1,0,0,0,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0
Sheffield Weds,Reading,2020-12-02,0,0,0,0,1,0,0,1,0,0,3,1,0,1,1,0,1,0,1,0
Wycombe,Stoke,2020-12-02,0,0,0,0,0,1,1,0,0,2,2,1,0,0,0,0,0,0,0,1
Barnsley,Bournemouth,2020-12-04,0,0,0,1,0,0,2,1,0,1,2,2,1,1,1,1,0,0,2,2
Reading,Nott'm Forest,2020-12-05,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
Brentford,Blackburn,2020-12-05,1,1,1,0,0,0,2,0,1,1,1,0,1,0,2,0,1,1,1,1
Bristol City,Birmingham,2020-12-05,0,0,0,0,1,1,1,0,0,0,1,2,1,1,0,0,0,0,0,1
Coventry,Rotherham,2020-12-05,0,0,1,0,0,0,1,1,0,0,0,2,1,3,1,0,2,1,0,1
Huddersfield,QPR,2020-12-05,2,1,1,1,0,1,0,2,1,1,0,1,1,1,0,1,2,0,0,0
Millwall,Derby,2020-12-05,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,2,0,0,0,1
Norwich,Sheffield Weds,2020-12-05,1,0,0,1,1,2,0,1,1,1,0,0,1,0,0,1,0,2,0,1
Preston,Wycombe,2020-12-05,0,1,0,2,1,0,2,2,0,0,0,1,0,1,1,0,1,1,0,2
Stoke,Middlesbrough,2020-12-05,0,2,2,1,0,0,1,0,1,0,1,1,1,2,1,1,1,0,0,0
Swansea,Luton,2020-12-05,0,1,1,0,0,1,1,1,2,1,1,0,0,2,0,2,1,1,0,0
Watford,Cardiff,2020-12-05,1,0,3,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0
Coventry,Luton,2020-12-08,2,0,1,1,0,0,1,1,2,1,1,0,0,1,0,1,0,0,0,0
Huddersfield,Sheffield Weds,2020-12-08,2,0,0,0,0,1,0,2,1,1,0,0,0,0,1,2,2,0,0,0
Millwall,QPR,2020-12-08,0,0,0,1,1,1,0,1,1,1,0,1,0,2,0,0,0,1,0,1
Stoke,Cardiff,2020-12-08,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,2
Swansea,Bournemouth,2020-12-08,1,0,1,0,0,1,1,1,0,1,2,2,2,0,2,0,0,0,0,0
Watford,Rotherham,2020-12-08,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,1,2,0,0,0
Preston,Middlesbrough,2020-12-09,1,0,1,2,1,0,2,2,1,0,1,1,0,1,0,0,0,3,0,0
Barnsley,Wycombe,2020-12-09,0,2,0,2,0,0,2,1,0,0,0,1,0,1,2,1,1,1,0,1
Brentford,Derby,2020-12-09,1,1,1,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0
Bristol City,Blackburn,2020-12-09,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
Norwich,Nott'm Forest,2020-12-09,0,0,2,1,1,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1
Reading,Birmingham,2020-12-09,1,0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,1,2,0
Cardiff,Swansea,2020-12-12,1,0,2,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1
Birmingham,Watford,2020-12-12,0,0,1,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
Blackburn,Norwich,2020-12-12,1,1,1,0,0,0,0,1,1,0,1,1,1,2,0,1,0,1,1,1
Bournemouth,Huddersfield,2020-12-12,0,1,2,2,0,0,0,0,2,0,0,0,0,1,0,2,3,2,0,0
Derby,Stoke,2020-12-12,0,0,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0
Luton,Preston,2020-12-12,2,1,1,0,0,0,0,0,0,0,3,0,1,0,2,2,2,1,0,0
Middlesbrough,Millwall,2020-12-12,1,0,1,1,0,0,0,3,0,0,1,1,1,1,0,1,3,0,0,0
Nott'm Forest,Brentford,2020-12-12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,1,2
QPR,Reading,2020-12-12,1,1,0,1,0,0,1,1,0,2,1,0,1,1,0,0,0,0,0,1
Rotherham,Bristol City,2020-12-12,0,0,0,2,0,2,0,0,0,0,1,0,1,1,1,0,2,0,0,0
Sheffield Weds,Barnsley,2020-12-12,1,1,0,0,0,2,0,0,1,0,1,1,0,0,2,1,1,0,2,0
Wycombe,Coventry,2020-12-12,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,2,0
QPR,Stoke,2020-12-15,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0
Barnsley,Preston,2020-12-15,1,0,1,1,2,1,0,0,0,0,3,0,0,2,0,1,0,2,1,0
Bournemouth,Wycombe,2020-12-15,3,0,2,0,0,0,0,0,0,2,1,0,0,1,1,1,0,1,0,0
Bristol City,Millwall,2020-12-15,0,0,1,0,0,2,0,0,0,0,1,1,0,3,0,0,0,0,1,1
Nott'm Forest,Sheffield Weds,2020-12-15,0,1,1,2,0,1,1,1,1,2,0,0,0,2,0,0,1,1,0,0
Watford,Brentford,2020-12-15,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,1
Derby,Swansea,2020-12-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
Cardiff,Birmingham,2020-12-16,0,1,0,1,0,1,2,0,0,0,0,1,2,0,0,1,1,2,1,1
Middlesbrough,Luton,2020-12-16,3,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0
Blackburn,Rotherham,2020-12-16,0,1,1,1,0,0,0,1,2,0,0,0,0,2,0,0,0,2,0,1
Coventry,Huddersfield,2020-12-16,0,0,0,0,2,0,0,1,2,0,0,0,0,3,0,2,0,0,0,0
Reading,Norwich,2020-12-16,0,2,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1
Preston,Bristol City,2020-12-18,0,0,3,0,1,0,0,2,0,1,0,1,0,2,0,0,1,0,0,0
Norwich,Cardiff,2020-12-19,1,0,1,1,1,1,1,0,1,1,2,1,0,1,2,0,1,1,0,0
Birmingham,Middlesbrough,2020-12-19,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,3,1,0,2,2
Brentford,Reading,2020-12-19,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,3,0,0,1
Huddersfield,Watford,2020-12-19,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0
Luton,Bournemouth,2020-12-19,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Millwall,Nott'm Forest,2020-12-19,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1
Sheffield Weds,Coventry,2020-12-19,1,2,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0
Stoke,Blackburn,2020-12-19,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0
Swansea,Barnsley,2020-12-19,0,0,0,0,0,2,0,0,0,1,2,0,2,1,0,0,1,1,0,0
Wycombe,QPR,2020-12-19,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
Barnsley,Huddersfield,2020-12-26,0,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,1,0
Blackburn,Sheffield Weds,2020-12-26,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0
Bristol City,Wycombe,2020-12-26,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1
Cardiff,Brentford,2020-12-26,1,1,2,1,0,1,0,1,3,0,0,1,0,0,1,1,1,1,0,3
Coventry,Stoke,2020-12-26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Derby,Preston,2020-12-26,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1
Nott'm Forest,Birmingham,2020-12-26,1,0,1,0,0,0,1,1,1,2,0,2,1,1,1,2,0,0,0,0
QPR,Swansea,2020-12-26,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,1
Reading,Luton,2020-12-26,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,2,0,0,1
Watford,Norwich,2020-12-26,0,0,1,1,0,2,0,0,1,0,1,0,1,1,1,0,1,0,0,0
Birmingham,Derby,2020-12-29,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
Sheffield Weds,Middlesbrough,2020-12-29,0,0,1,0,1,0,0,1,0,0,1,0,2,1,2,0,2,0,0,1
Huddersfield,Blackburn,2020-12-29,2,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,2,0,1
Luton,Bristol City,2020-12-29,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,1,1,0,1
Norwich,QPR,2020-12-29,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1
Preston,Coventry,2020-12-29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
