HomeTeam,AwayTeam,Date,HT_HM_1h_s,HT_HM_1h_m,HT_HM_2h_s,HT_HM_2h_m,HT_AM_1h_s,HT_AM_1h_m,HT_AM_2h_s,HT_AM_2h_m,AT_HM_1h_s,AT_HM_1h_m,AT_HM_2h_s,AT_HM_2h_m,AT_AM_1h_s,AT_AM_1h_m,AT_AM_2h_s,AT_AM_2h_m,HT_FM_1h_s,HT_FM_2h_s,AT_FM_1h_s,AT_FM_2h_s
Rotherham,Barnsley,2020-12-29,2,0,0,0,0,0,1,2,1,1,1,0,0,1,0,1,0,1,2,0
Wycombe,Cardiff,2020-12-29,0,1,1,0,0,1,1,1,1,0,1,3,0,1,0,1,1,1,0,1
Stoke,Nott'm Forest,2020-12-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Brentford,Bournemouth,2020-12-30,3,0,0,1,0,1,3,1,0,0,1,0,0,0,0,0,1,1,1,0
Swansea,Reading,2020-12-30,1,0,1,0,1,0,1,0,2,0,0,1,0,3,1,0,0,0,0,0
Sheffield Weds,Derby,2021-01-01,2,0,0,1,1,0,0,1,0,0,0,1,3,0,1,0,0,1,0,0
Birmingham,Blackburn,2021-01-02,0,3,0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,0,1,1
Huddersfield,Reading,2021-01-02,0,0,2,1,1,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2
Millwall,Coventry,2021-01-02,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0
Norwich,Barnsley,2021-01-02,0,0,1,1,0,1,0,0,1,1,1,0,2,0,0,1,0,1,0,0
Preston,Nott'm Forest,2021-01-02,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
Swansea,Watford,2021-01-02,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,1,1,1,0
Wycombe,Middlesbrough,2021-01-02,1,0,1,1,0,1,1,1,0,0,1,0,0,2,1,0,1,0,2,1
Stoke,Bournemouth,2021-01-02,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
Luton,QPR,2021-01-12,1,0,1,1,0,2,1,0,0,1,0,1,0,0,1,1,0,0,1,1
Bournemouth,Millwall,2021-01-12,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,0,1,0,0,1
Middlesbrough,Birmingham,2021-01-16,0,0,1,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
Blackburn,Stoke,2021-01-16,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Bournemouth,Luton,2021-01-16,1,0,0,1,0,0,1,0,0,1,0,1,0,2,1,0,0,0,0,1
Bristol City,Preston,2021-01-16,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0
Cardiff,Norwich,2021-01-16,1,0,1,3,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,0
Derby,Rotherham,2021-01-16,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,2,0,0,0,1
Nott'm Forest,Millwall,2021-01-16,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,1,2,0,1
Watford,Huddersfield,2021-01-16,1,0,0,0,1,1,0,1,1,0,0,2,1,1,0,1,0,2,0,0
Barnsley,Swansea,2021-01-16,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1
Derby,Bournemouth,2021-01-19,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
Reading,Coventry,2021-01-19,2,0,0,1,0,1,2,0,0,0,0,0,2,0,0,1,1,2,0,0
Rotherham,Stoke,2021-01-19,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,2,1,2
Watford,Barnsley,2021-01-19,0,0,2,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
Norwich,Bristol City,2021-01-20,0,0,1,0,2,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0
Brentford,Luton,2021-01-20,1,1,1,0,0,1,3,1,0,1,0,1,0,0,1,0,1,0,0,0
Cardiff,QPR,2021-01-20,0,2,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1
Huddersfield,Millwall,2021-01-20,1,0,0,2,0,0,0,2,0,2,1,0,0,1,1,2,0,0,1,0
Nott'm Forest,Middlesbrough,2021-01-20,1,0,2,1,0,0,1,0,0,1,0,0,2,1,1,0,0,1,1,1
Birmingham,Preston,2021-01-20,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
Stoke,Watford,2021-01-22,0,0,0,1,1,1,2,2,1,0,0,0,1,1,0,1,0,1,0,2
QPR,Derby,2021-01-23,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Preston,Reading,2021-01-24,0,0,0,1,0,0,1,0,1,0,2,0,0,1,2,0,0,0,0,0
Middlesbrough,Blackburn,2021-01-24,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1
Bristol City,Huddersfield,2021-01-26,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,2,0,0,1
Millwall,Watford,2021-01-26,0,2,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0
Barnsley,Cardiff,2021-01-27,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2
Coventry,Sheffield Weds,2021-01-27,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,2,0,0
Middlesbrough,Rotherham,2021-01-27,0,0,0,1,1,0,1,1,1,1,2,2,0,0,1,0,0,0,1,2
Swansea,Brentford,2021-01-27,1,1,1,0,1,0,1,0,1,0,0,0,0,1,3,1,0,1,0,1
Reading,Bournemouth,2021-01-29,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1
Norwich,Middlesbrough,2021-01-30,1,0,1,0,2,0,0,1,0,1,0,2,1,0,1,1,0,0,0,0
Birmingham,Coventry,2021-01-30,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,2,1,0,1,0
Blackburn,Luton,2021-01-30,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
Brentford,Wycombe,2021-01-30,1,0,0,0,0,0,1,1,1,2,0,1,0,1,1,1,2,5,2,0
Cardiff,Millwall,2021-01-30,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0
Derby,Bristol City,2021-01-30,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,1,1,0,0,0
Huddersfield,Stoke,2021-01-30,0,1,0,0,0,2,1,0,0,0,1,2,1,1,2,2,1,0,1,0
Nott'm Forest,Barnsley,2021-01-30,0,1,1,1,0,0,1,0,1,0,1,2,0,1,0,0,0,0,0,0
Rotherham,Swansea,2021-01-30,1,1,2,2,1,0,2,0,0,0,1,1,1,0,1,0,0,1,2,1
Sheffield Weds,Preston,2021-01-30,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
Watford,QPR,2021-02-01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
Millwall,Norwich,2021-02-02,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0
Bournemouth,Sheffield Weds,2021-02-02,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,2,0,1,1,1
Coventry,Nott'm Forest,2021-02-02,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
Wycombe,Birmingham,2021-02-02,1,2,0,1,2,2,0,5,1,1,0,0,1,0,0,0,0,0,0,0
Rotherham,Derby,2021-02-03,0,2,1,1,1,0,2,0,1,0,0,0,0,0,1,0,0,3,0,0
Brentford,Bristol City,2021-02-03,2,2,5,0,0,0,1,1,2,0,0,1,0,1,0,0,1,2,1,1
Swansea,Norwich,2021-02-05,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Coventry,Watford,2021-02-06,1,1,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Bournemouth,Birmingham,2021-02-06,0,1,1,1,0,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1
Bristol City,Cardiff,2021-02-06,2,0,0,1,1,1,1,2,0,1,1,0,0,1,2,1,0,0,2,0
Luton,Huddersfield,2021-02-06,0,1,0,1,0,0,0,1,1,1,0,0,0,2,1,0,1,0,0,1
Middlesbrough,Brentford,2021-02-06,0,1,0,2,0,0,0,0,1,1,2,1,0,0,1,1,1,0,1,3
Millwall,Sheffield Weds,2021-02-06,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,3,1,0
Preston,Rotherham,2021-02-06,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,0,1,1,1
QPR,Blackburn,2021-02-06,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0
Stoke,Reading,2021-02-06,0,0,1,2,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0
Wycombe,Nott'm Forest,2021-02-06,0,0,0,0,2,2,0,5,0,0,0,0,1,1,1,0,0,0,1,2
Rotherham,Cardiff,2021-02-09,0,0,3,0,1,0,1,1,0,1,1,0,2,0,0,0,0,1,1,1
Sheffield Weds,Wycombe,2021-02-09,1,0,0,0,1,1,0,3,0,1,0,2,2,2,0,5,1,1,0,0
Reading,Brentford,2021-02-10,3,0,0,1,0,0,0,0,1,1,2,1,1,1,3,0,1,0,1,2
Blackburn,Preston,2021-02-12,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,2,0
Nott'm Forest,Bournemouth,2021-02-13,0,0,0,0,1,0,2,0,1,1,2,1,0,3,1,0,0,0,0,0
Birmingham,Luton,2021-02-13,1,1,0,0,1,1,1,2,1,0,0,1,0,0,0,1,0,0,1,0
Cardiff,Coventry,2021-02-13,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,2,1,0,1
Derby,Middlesbrough,2021-02-13,1,0,0,0,0,0,0,3,1,1,0,3,0,0,0,0,2,0,1,0
Huddersfield,Wycombe,2021-02-13,1,1,0,0,0,1,1,0,0,1,0,2,0,1,0,1,2,0,1,2
Norwich,Stoke,2021-02-13,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,2,0,1
Reading,Millwall,2021-02-13,1,1,0,2,0,0,0,0,1,1,3,0,1,0,0,1,1,0,0,2
Watford,Bristol City,2021-02-13,0,0,1,2,0,0,0,0,0,2,0,0,1,1,1,2,4,2,0,0
Brentford,Barnsley,2021-02-14,1,1,2,1,1,1,2,0,1,0,1,2,0,0,0,0,0,0,1,1
Preston,Watford,2021-02-16,0,1,1,1,2,1,0,0,4,0,2,0,0,0,0,0,0,0,0,1
Stoke,Sheffield Weds,2021-02-16,0,0,0,0,0,2,1,2,1,0,1,0,1,1,0,3,0,1,0,0
Bristol City,Reading,2021-02-16,0,2,0,0,0,4,0,2,1,0,0,2,0,0,0,0,0,0,2,0
Middlesbrough,Huddersfield,2021-02-16,1,1,0,3,1,2,0,0,2,1,0,2,0,1,1,0,2,0,1,0
Wycombe,Derby,2021-02-16,0,1,0,2,1,2,2,0,2,1,0,0,0,0,0,3,0,1,1,1
Luton,Cardiff,2021-02-16,1,0,0,1,1,0,0,0,2,0,1,1,1,0,1,1,0,0,0,2
Coventry,Norwich,2021-02-17,0,0,0,0,0,2,1,1,2,0,2,1,0,1,0,1,0,0,2,0
Millwall,Birmingham,2021-02-17,1,1,3,0,0,1,2,0,0,1,0,0,1,1,1,2,1,1,0,0
QPR,Brentford,2021-02-17,0,0,1,0,0,0,2,1,0,1,0,1,1,1,2,0,0,2,1,0
Swansea,Nott'm Forest,2021-02-17,1,0,1,0,2,0,1,1,0,0,0,0,1,0,2,0,0,1,0,0
Barnsley,Blackburn,2021-02-17,1,0,1,2,1,0,1,0,1,2,0,0,0,0,0,1,0,2,0,1
Bournemouth,Rotherham,2021-02-17,1,1,2,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0
Watford,Derby,2021-02-19,4,0,2,0,0,0,1,0,2,1,0,0,1,0,1,1,2,0,0,1
Coventry,Brentford,2021-02-20,0,2,0,0,0,2,1,1,0,1,0,1,1,0,0,2,1,1,0,0
Bristol City,Barnsley,2021-02-20,0,2,0,0,0,4,0,2,0,0,2,1,1,0,1,0,0,0,0,1
Cardiff,Preston,2021-02-20,2,0,1,1,0,0,2,0,0,0,0,1,2,1,0,0,1,3,0,0
Huddersfield,Swansea,2021-02-20,2,1,0,2,1,2,0,0,0,0,1,0,2,0,1,1,1,3,1,0
Millwall,Wycombe,2021-02-20,1,0,1,0,0,1,2,0,0,1,1,1,1,2,2,0,0,0,0,0
Norwich,Rotherham,2021-02-20,2,0,2,1,2,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
Nott'm Forest,Blackburn,2021-02-20,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,2,1,0,0,0
QPR,Bournemouth,2021-02-20,0,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,1
Reading,Middlesbrough,2021-02-20,1,0,0,2,2,0,0,0,2,1,0,0,1,2,0,0,0,0,2,0
Sheffield Weds,Birmingham,2021-02-20,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
Stoke,Luton,2021-02-20,0,0,1,0,0,2,1,2,0,0,0,2,1,0,0,0,1,2,0,0
Birmingham,Norwich,2021-02-23,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,2
Derby,Huddersfield,2021-02-23,2,1,0,0,0,2,1,0,1,1,3,0,1,2,0,0,1,1,0,0
Middlesbrough,Bristol City,2021-02-23,2,1,0,0,2,0,0,0,0,0,0,1,0,4,0,2,0,1,3,0
Luton,Millwall,2021-02-23,0,0,0,2,0,1,0,2,0,0,0,0,0,1,2,0,0,1,0,1
Rotherham,Nott'm Forest,2021-02-23,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Wycombe,Reading,2021-02-23,0,1,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0
Barnsley,Stoke,2021-02-24,0,0,2,1,0,0,1,0,1,0,2,0,0,2,1,2,1,1,0,0
Brentford,Sheffield Weds,2021-02-24,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,2,0,0
Swansea,Coventry,2021-02-24,0,0,1,0,1,1,0,3,1,0,1,0,0,2,1,1,0,1,0,0
Blackburn,Watford,2021-02-24,1,2,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,1,2,1
Bournemouth,Cardiff,2021-02-24,1,0,0,0,0,0,1,2,1,0,3,0,0,0,2,0,0,1,2,0
Preston,QPR,2021-02-24,0,0,0,1,0,1,0,3,0,0,2,1,0,0,2,1,0,0,0,0
Derby,Nott'm Forest,2021-02-26,1,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0
Bournemouth,Watford,2021-02-27,0,2,1,0,0,0,1,2,2,0,0,1,2,1,1,1,0,1,0,0
Barnsley,Millwall,2021-02-27,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Birmingham,QPR,2021-02-27,1,1,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,2,1,0
Blackburn,Coventry,2021-02-27,1,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
Brentford,Stoke,2021-02-27,1,0,2,0,0,1,0,1,1,0,2,0,0,1,0,1,0,2,1,0
Luton,Sheffield Weds,2021-02-27,0,0,1,1,0,1,0,2,0,0,0,1,0,1,0,2,0,3,2,0
Middlesbrough,Cardiff,2021-02-27,0,3,1,0,2,0,0,0,1,0,3,0,2,0,0,1,0,1,1,0
Preston,Huddersfield,2021-02-27,0,0,0,0,0,1,0,3,1,1,3,0,0,1,0,1,1,2,0,0
Rotherham,Reading,2021-02-27,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0
Swansea,Bristol City,2021-02-27,0,0,1,0,1,1,0,3,0,0,0,1,3,0,0,1,0,1,0,3
Wycombe,Norwich,2021-02-28,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,2
Cardiff,Derby,2021-03-02,1,0,3,0,1,0,0,1,0,1,1,0,0,2,1,0,1,3,0,0
Coventry,Middlesbrough,2021-03-02,1,0,1,0,0,1,1,0,0,1,1,0,2,0,0,0,1,0,1,1
Huddersfield,Birmingham,2021-03-02,1,1,3,0,0,1,0,2,0,1,2,0,0,0,1,0,0,1,0,1
Millwall,Preston,2021-03-02,0,0,0,0,1,1,0,1,1,0,2,0,0,1,0,3,1,1,1,0
Nott'm Forest,Luton,2021-03-02,1,0,0,0,1,0,0,1,0,2,3,0,0,1,0,2,0,0,0,1
Reading,Blackburn,2021-03-02,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
Norwich,Brentford,2021-03-03,1,0,0,0,0,0,2,0,0,1,2,0,0,1,0,1,1,0,0,0
QPR,Barnsley,2021-03-03,0,0,2,1,1,0,0,2,1,1,1,0,0,0,1,0,1,0,2,1
Watford,Wycombe,2021-03-03,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0
Bristol City,Bournemouth,2021-03-03,0,0,0,1,0,0,3,1,0,0,1,0,0,0,1,2,1,0,1,1
Sheffield Weds,Rotherham,2021-03-03,0,0,0,1,2,0,0,3,0,1,0,0,0,1,0,0,0,1,1,1
Stoke,Swansea,2021-03-03,1,0,2,0,1,0,0,2,0,0,1,3,1,1,0,3,1,0,1,1
Huddersfield,Cardiff,2021-03-05,0,0,1,1,0,1,0,2,1,0,3,0,1,0,0,1,0,0,0,0
Watford,Nott'm Forest,2021-03-06,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
Barnsley,Birmingham,2021-03-06,1,1,1,0,2,1,1,0,0,1,2,0,0,0,1,1,0,1,0,0
Bristol City,QPR,2021-03-06,1,1,0,1,0,0,3,1,1,2,0,1,1,0,0,2,0,0,2,0
Coventry,Derby,2021-03-06,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,3,1,0,0,0
Millwall,Blackburn,2021-03-06,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1
Norwich,Luton,2021-03-06,1,0,0,0,0,0,2,0,0,2,3,0,0,0,1,0,2,1,0,0
Preston,Bournemouth,2021-03-06,1,0,2,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0
Reading,Sheffield Weds,2021-03-06,1,0,0,0,1,0,0,0,0,1,1,1,2,0,0,3,1,2,0,0
Stoke,Wycombe,2021-03-06,1,1,0,1,1,0,0,2,0,0,0,2,0,1,0,1,0,2,0,0
Swansea,Middlesbrough,2021-03-06,0,0,1,3,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1
Blackburn,Swansea,2021-03-09,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0
QPR,Wycombe,2021-03-09,1,2,0,1,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0
Barnsley,Derby,2021-03-10,0,0,1,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Blackburn,Brentford,2021-03-12,1,1,0,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,1,0
Luton,Swansea,2021-03-13,0,2,3,0,0,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0
Birmingham,Bristol City,2021-03-13,0,1,2,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,1,2
Bournemouth,Barnsley,2021-03-13,0,0,1,0,1,0,0,1,0,0,0,0,2,1,1,0,2,0,1,2
Cardiff,Watford,2021-03-13,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
Derby,Millwall,2021-03-13,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0
Middlesbrough,Stoke,2021-03-13,0,1,1,0,0,1,1,1,0,0,2,0,1,0,0,2,2,1,0,0
Nott'm Forest,Reading,2021-03-13,0,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1
QPR,Huddersfield,2021-03-13,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1
Wycombe,Preston,2021-03-13,0,0,0,2,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0
Sheffield Weds,Norwich,2021-03-14,0,1,1,1,0,1,0,2,2,0,1,0,0,0,2,0,1,0,0,2
Cardiff,Stoke,2021-03-16,1,1,0,1,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0
Derby,Brentford,2021-03-16,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,2,0
Luton,Coventry,2021-03-16,0,1,0,0,0,2,0,1,1,0,0,0,0,1,1,0,2,0,0,0
Middlesbrough,Preston,2021-03-16,2,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0
Rotherham,Watford,2021-03-16,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,3,1
Bournemouth,Swansea,2021-03-16,2,1,0,2,1,0,0,1,1,0,1,1,1,0,0,0,2,1,0,0
Nott'm Forest,Norwich,2021-03-17,0,0,1,1,0,1,0,0,2,0,1,0,0,1,2,0,0,0,2,0
QPR,Millwall,2021-03-17,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,3,2,0
Wycombe,Barnsley,2021-03-17,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,1,1,2
Birmingham,Reading,2021-03-17,0,1,0,2,0,0,0,1,1,0,2,0,0,0,1,1,1,1,1,0
Blackburn,Bristol City,2021-03-17,0,1,0,0,1,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0
Sheffield Weds,Huddersfield,2021-03-17,1,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1
Brentford,Nott'm Forest,2021-03-20,0,1,2,0,2,0,0,2,0,2,0,0,0,1,0,0,1,0,0,1
Barnsley,Sheffield Weds,2021-03-20,0,0,0,0,1,0,2,1,1,0,0,1,0,1,0,2,0,1,1,1
Bristol City,Rotherham,2021-03-20,0,2,0,0,0,0,0,0,0,3,1,1,1,0,1,1,0,0,1,1
Coventry,Wycombe,2021-03-20,1,0,0,0,0,2,0,0,0,1,1,2,0,1,0,0,0,0,0,0
Millwall,Middlesbrough,2021-03-20,0,1,0,1,2,0,0,3,1,0,1,0,0,1,1,1,1,0,0,0
Norwich,Blackburn,2021-03-20,2,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Preston,Luton,2021-03-20,0,1,1,0,0,1,0,1,2,0,0,0,0,2,0,1,0,0,0,1
Reading,QPR,2021-03-20,1,0,2,0,1,1,0,1,0,2,3,0,2,0,0,0,0,1,1,0
Stoke,Derby,2021-03-20,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0
Watford,Birmingham,2021-03-20,1,0,0,0,3,0,1,1,1,1,1,0,0,0,0,1,1,2,0,0
Swansea,Cardiff,2021-03-20,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Bournemouth,Middlesbrough,2021-04-02,2,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1
Bristol City,Stoke,2021-04-02,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Cardiff,Nott'm Forest,2021-04-02,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0
Derby,Luton,2021-04-02,0,2,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0
Millwall,Rotherham,2021-04-02,1,0,0,0,2,0,0,3,0,3,1,1,1,0,1,0,0,1,0,0
Preston,Norwich,2021-04-02,0,0,0,1,0,1,0,1,0,0,1,1,2,0,0,0,0,1,1,0
QPR,Coventry,2021-04-02,0,2,3,0,1,0,0,1,0,0,0,0,0,2,0,0,2,1,0,0
Watford,Sheffield Weds,2021-04-02,1,0,2,0,3,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0
Wycombe,Blackburn,2021-04-02,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Barnsley,Reading,2021-04-02,0,1,1,1,1,0,2,1,0,1,1,0,1,1,0,1,0,1,1,0
Birmingham,Swansea,2021-04-02,1,1,1,0,0,1,0,2,0,1,0,0,0,2,0,1,0,1,0,0
Huddersfield,Brentford,2021-04-03,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,2,1,0,0,1
Middlesbrough,Watford,2021-04-05,1,0,1,0,0,1,1,2,1,0,0,0,3,0,1,1,0,1,1,0
Blackburn,Bournemouth,2021-04-05,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,1,0,0,1,1
Coventry,Bristol City,2021-04-05,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,2,0,1
Luton,Barnsley,2021-04-05,2,0,0,0,0,1,0,1,0,1,1,0,1,0,2,1,0,1,1,1
Nott'm Forest,QPR,2021-04-05,0,2,0,0,1,0,0,0,2,0,1,0,1,0,0,1,1,2,0,1
Reading,Derby,2021-04-05,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2,0,1
Rotherham,Wycombe,2021-04-05,0,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1
Stoke,Millwall,2021-04-05,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0,3,1,0,1,1
Swansea,Preston,2021-04-05,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
Sheffield Weds,Cardiff,2021-04-05,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,2,0,0
Brentford,Birmingham,2021-04-06,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0
Norwich,Huddersfield,2021-04-06,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,5,2,0,0
Watford,Reading,2021-04-09,1,0,0,0,1,0,0,1,1,0,2,1,1,0,0,1,2,0,0,0
Millwall,Swansea,2021-04-10,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2
Barnsley,Middlesbrough,2021-04-10,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,2,0,2,0,0
Birmingham,Stoke,2021-04-10,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0
Bournemouth,Coventry,2021-04-10,1,0,2,1,1,0,1,0,1,0,2,1,0,2,0,1,2,2,1,0
Bristol City,Nott'm Forest,2021-04-10,0,1,0,1,0,1,1,2,1,0,2,1,1,0,0,0,0,0,0,0
Cardiff,Blackburn,2021-04-10,0,1,0,0,0,3,0,2,0,1,0,1,0,0,0,1,1,1,1,1
Derby,Norwich,2021-04-10,1,0,1,0,0,1,1,2,5,0,2,0,1,0,0,1,0,0,1,0
Huddersfield,Rotherham,2021-04-10,1,0,0,1,0,5,0,2,0,2,0,1,0,0,0,1,0,0,0,0
Preston,Brentford,2021-04-10,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,3
QPR,Sheffield Weds,2021-04-10,2,0,1,0,0,1,1,2,3,0,2,0,0,1,0,0,1,3,1,0
Wycombe,Luton,2021-04-10,0,0,1,0,2,0,1,0,0,1,1,1,0,1,0,1,1,0,0,3
Huddersfield,Bournemouth,2021-04-13,0,0,0,0,0,5,0,2,2,1,2,0,1,0,1,0,0,1,2,0
Sheffield Weds,Swansea,2021-04-13,3,0,2,0,1,1,0,3,0,0,0,1,1,0,2,0,0,0,1,1
Rotherham,QPR,2021-04-13,0,2,0,1,0,0,0,0,1,1,3,0,0,1,1,2,0,3,0,1
Rotherham,Coventry,2021-04-15,0,0,3,1,0,0,0,0,1,0,2,1,1,2,0,2,0,0,0,1
