HomeTeam,AwayTeam,Date,HT_HM_1h_s,HT_HM_1h_m,HT_HM_2h_s,HT_HM_2h_m,HT_AM_1h_s,HT_AM_1h_m,HT_AM_2h_s,HT_AM_2h_m,AT_HM_1h_s,AT_HM_1h_m,AT_HM_2h_s,AT_HM_2h_m,AT_AM_1h_s,AT_AM_1h_m,AT_AM_2h_s,AT_AM_2h_m,HT_FM_1h_s,HT_FM_2h_s,AT_FM_1h_s,AT_FM_2h_s
Everton,Newcastle,2020-01-21,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,2
Sheffield United,Man City,2020-01-21,0,0,1,0,0,1,1,0,0,1,2,1,4,0,2,1,0,0,0,1
Chelsea,Arsenal,2020-01-21,2,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,2
Leicester,West Ham,2020-01-22,1,1,0,1,1,0,0,2,1,1,0,0,0,0,0,1,2,2,0,1
Tottenham,Norwich,2020-01-22,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,1,0,1
Man United,Burnley,2020-01-22,1,0,3,0,0,1,0,1,0,1,2,0,0,2,0,1,0,0,1,1
Wolves,Liverpool,2020-01-23,1,1,0,0,0,2,3,0,1,0,1,0,1,0,0,0,0,1,1,1
West Ham,Liverpool,2020-01-29,1,1,0,0,0,2,1,2,1,0,1,0,1,0,1,1,0,0,1,1
Leicester,Chelsea,2020-02-01,2,0,2,1,1,0,0,2,1,0,1,2,0,0,0,1,0,2,0,2
Bournemouth,Aston Villa,2020-02-01,2,0,1,1,0,1,0,0,0,1,2,0,0,1,1,0,2,0,0,1
Crystal Palace,Sheffield United,2020-02-01,0,1,0,1,1,0,1,2,0,0,0,1,0,1,1,0,0,0,0,1
Liverpool,Southampton,2020-02-01,1,0,1,0,1,0,1,0,2,0,0,3,1,0,1,0,0,4,0,0
Newcastle,Norwich,2020-02-01,0,0,1,0,0,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0
Watford,Everton,2020-02-01,0,0,0,0,1,0,0,2,1,0,1,2,1,1,0,0,2,0,2,1
West Ham,Brighton,2020-02-01,0,1,0,1,0,2,1,2,1,0,0,1,0,2,1,1,2,1,0,3
Man United,Wolves,2020-02-01,0,1,0,1,0,1,0,1,0,1,1,1,0,2,3,0,0,0,0,0
Burnley,Arsenal,2020-02-02,0,1,2,0,1,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0
Tottenham,Man City,2020-02-02,1,0,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,2,0,0
Everton,Crystal Palace,2020-02-08,1,0,1,2,2,2,1,0,0,0,0,1,1,0,1,2,1,2,0,1
Brighton,Watford,2020-02-08,1,0,0,1,0,2,3,1,2,2,0,1,1,0,0,2,0,1,1,0
Sheffield United,Bournemouth,2020-02-09,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,1,1,1,0
Wolves,Leicester,2020-02-14,0,1,1,1,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0,0
Southampton,Burnley,2020-02-15,2,0,0,3,0,0,0,4,0,0,0,0,1,0,1,0,1,0,1,1
Norwich,Liverpool,2020-02-15,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1
Aston Villa,Tottenham,2020-02-16,0,1,2,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,2,1
Arsenal,Newcastle,2020-02-16,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0,0
Chelsea,Man United,2020-02-17,1,0,1,2,0,0,2,2,0,0,0,0,0,1,0,1,0,0,1,1
Man City,West Ham,2020-02-19,0,1,2,1,0,0,0,2,2,0,1,3,0,2,1,2,1,1,0,0
Chelsea,Tottenham,2020-02-22,0,1,0,1,0,0,2,2,0,0,2,0,2,1,1,1,1,1,0,1
Burnley,Bournemouth,2020-02-22,0,0,0,0,1,1,1,0,2,0,0,1,1,1,0,1,0,3,0,0
Crystal Palace,Newcastle,2020-02-22,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,4,1,0,0,0
Sheffield United,Brighton,2020-02-22,1,1,1,0,0,0,1,0,0,1,1,0,0,2,3,1,1,0,1,0
Southampton,Aston Villa,2020-02-22,1,1,0,1,0,0,0,4,1,2,1,1,0,2,1,0,1,1,0,0
Leicester,Man City,2020-02-22,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1
Man United,Watford,2020-02-23,0,0,0,0,1,0,1,0,2,2,0,1,1,0,0,1,1,2,0,0
Wolves,Norwich,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
Arsenal,Everton,2020-02-23,0,0,4,0,0,0,0,0,1,0,2,1,2,2,1,0,2,1,2,0
Liverpool,West Ham,2020-02-24,0,0,4,0,0,0,1,0,2,0,1,3,0,1,0,1,1,2,1,1
Norwich,Leicester,2020-02-28,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Brighton,Crystal Palace,2020-02-29,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,2,0,0,0,1
Bournemouth,Chelsea,2020-02-29,2,0,0,1,0,0,0,3,1,0,1,1,0,0,2,2,0,2,1,1
Newcastle,Burnley,2020-02-29,0,0,0,0,0,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0
West Ham,Southampton,2020-02-29,2,0,1,3,1,1,1,2,1,0,1,0,0,0,0,4,2,1,1,0
Watford,Liverpool,2020-02-29,2,2,0,1,0,1,0,2,1,1,2,1,0,0,1,0,0,3,0,0
Everton,Man United,2020-03-01,1,0,2,1,2,2,0,1,1,0,2,0,1,0,1,0,1,0,1,0
Tottenham,Wolves,2020-03-01,0,0,2,0,0,1,1,1,2,0,1,0,0,0,0,0,2,0,1,2
Liverpool,Bournemouth,2020-03-07,1,1,2,1,0,0,0,3,0,1,2,1,0,0,0,3,2,0,1,0
Arsenal,West Ham,2020-03-07,2,2,1,0,0,0,0,0,2,1,1,0,1,1,1,2,0,1,0,0
Crystal Palace,Watford,2020-03-07,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,2,1,0,0,0
Sheffield United,Norwich,2020-03-07,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0
Southampton,Newcastle,2020-03-07,1,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Wolves,Brighton,2020-03-07,2,0,1,0,1,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0
Burnley,Tottenham,2020-03-07,0,0,3,0,0,0,0,0,2,1,0,2,0,1,1,1,1,0,0,1
Chelsea,Everton,2020-03-08,1,0,1,1,1,0,1,2,1,1,0,0,2,2,0,1,2,2,0,0
Man United,Man City,2020-03-08,1,0,2,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0
Leicester,Aston Villa,2020-03-09,0,0,0,1,0,0,0,1,1,2,1,1,0,1,0,1,1,3,0,0
Aston Villa,Sheffield United,2020-06-17,1,2,1,1,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0
Man City,Arsenal,2020-06-17,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0
Norwich,Southampton,2020-06-19,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,3
Tottenham,Man United,2020-06-19,2,1,0,2,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1
Watford,Leicester,2020-06-20,0,0,3,0,0,1,0,0,1,0,3,0,0,0,0,1,0,1,0,1
Brighton,Arsenal,2020-06-20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,1
West Ham,Wolves,2020-06-20,2,1,1,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,2
Bournemouth,Crystal Palace,2020-06-20,0,1,2,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0
Newcastle,Sheffield United,2020-06-21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0
Aston Villa,Chelsea,2020-06-21,0,0,0,0,0,1,0,3,2,0,2,0,1,0,1,2,1,0,0,2
Everton,Liverpool,2020-06-21,1,1,0,0,0,2,0,2,2,1,0,0,0,0,0,3,0,0,0,0
Man City,Burnley,2020-06-22,1,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,3,2,0,0
Leicester,Brighton,2020-06-23,1,0,3,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
Tottenham,West Ham,2020-06-23,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,2,0,0
Man United,Sheffield United,2020-06-24,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,3,2,1,0,0
Newcastle,Aston Villa,2020-06-24,0,0,3,0,0,0,1,0,1,0,0,2,0,1,0,3,0,1,0,1
Norwich,Everton,2020-06-24,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1
Wolves,Bournemouth,2020-06-24,0,0,0,0,0,0,2,0,0,2,0,0,1,2,0,0,0,1,0,0
Liverpool,Crystal Palace,2020-06-24,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,2,0,0
Burnley,Watford,2020-06-25,1,0,0,1,0,3,0,2,0,0,1,1,0,1,0,0,0,1,0,0
Southampton,Arsenal,2020-06-25,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,2,0,0,1,1
Chelsea,Man City,2020-06-25,2,0,2,0,0,1,2,0,3,0,2,0,0,1,0,1,1,1,0,1
Aston Villa,Wolves,2020-06-27,1,0,0,2,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1
Watford,Southampton,2020-06-28,0,0,1,1,0,0,0,1,0,1,0,1,0,0,3,0,0,1,1,2
Crystal Palace,Burnley,2020-06-29,1,0,0,0,0,2,0,2,0,0,1,0,0,3,0,2,0,0,0,1
Brighton,Man United,2020-06-30,0,0,2,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,2,1
Arsenal,Norwich,2020-07-01,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,2,2,0,0
Bournemouth,Newcastle,2020-07-01,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2,2
Everton,Leicester,2020-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1
West Ham,Chelsea,2020-07-01,0,0,0,2,0,0,0,2,1,0,1,1,0,1,2,0,1,2,1,1
Sheffield United,Tottenham,2020-07-02,1,0,0,0,0,2,0,1,0,0,2,0,0,1,1,0,1,2,0,1
Man City,Liverpool,2020-07-02,3,0,2,0,0,1,1,1,2,0,2,0,0,0,0,0,3,1,0,0
Norwich,Brighton,2020-07-04,0,0,0,1,0,2,0,2,0,2,0,1,0,0,0,0,0,0,1,0
Leicester,Crystal Palace,2020-07-04,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,2,0,3,0,0
Man United,Bournemouth,2020-07-04,2,0,1,0,2,0,1,0,0,2,1,2,0,0,0,1,3,2,1,1
Wolves,Arsenal,2020-07-04,0,0,1,0,0,0,1,0,2,0,2,0,1,0,1,0,0,0,1,1
Chelsea,Watford,2020-07-04,1,0,1,1,1,1,1,2,0,1,1,2,0,0,0,1,2,1,0,0
Burnley,Sheffield United,2020-07-05,0,0,1,0,0,0,1,0,1,0,2,1,0,2,0,1,1,0,0,1
Newcastle,West Ham,2020-07-05,0,0,1,1,2,0,2,1,1,1,2,1,0,0,0,2,1,1,1,1
Liverpool,Aston Villa,2020-07-05,2,0,2,0,0,3,0,1,0,0,0,1,0,0,1,1,0,2,0,0
Southampton,Man City,2020-07-05,0,1,0,1,1,0,2,1,3,0,1,0,0,1,1,1,1,0,0,0
Tottenham,Everton,2020-07-06,0,0,2,0,0,1,1,2,2,0,0,1,0,0,1,0,1,0,0,0
Crystal Palace,Chelsea,2020-07-07,0,0,0,1,0,0,0,3,2,0,1,0,1,1,1,2,1,1,2,1
Watford,Norwich,2020-07-07,0,1,1,2,0,2,0,1,0,1,0,0,0,2,0,2,1,1,1,0
Arsenal,Leicester,2020-07-07,2,0,2,0,1,0,1,0,0,0,3,0,0,2,1,0,1,0,0,1
Man City,Newcastle,2020-07-08,3,0,1,0,0,1,0,0,1,1,1,1,2,0,2,1,2,3,0,0
Sheffield United,Wolves,2020-07-08,1,0,2,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
West Ham,Burnley,2020-07-08,1,1,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
Brighton,Liverpool,2020-07-08,0,2,0,1,1,0,0,0,0,0,2,0,0,3,0,1,1,0,2,1
Bournemouth,Tottenham,2020-07-09,0,2,1,2,1,3,1,2,1,0,0,0,0,1,1,2,0,0,0,0
Everton,Southampton,2020-07-09,2,0,0,1,0,1,0,0,1,0,0,0,1,0,2,1,1,0,1,0
Aston Villa,Man United,2020-07-09,0,0,0,1,0,0,0,2,3,1,2,1,2,0,1,0,0,0,2,1
Norwich,West Ham,2020-07-11,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,2,2
Watford,Newcastle,2020-07-11,1,1,1,0,0,2,0,1,1,1,1,1,0,2,0,3,0,2,1,0
Liverpool,Burnley,2020-07-11,0,0,2,0,2,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1
Sheffield United,Chelsea,2020-07-11,0,0,1,0,0,1,1,0,2,0,1,0,2,1,1,1,2,1,0,0
Brighton,Man City,2020-07-11,1,2,0,1,1,0,0,0,2,0,3,0,0,1,0,0,0,0,2,3
Wolves,Everton,2020-07-12,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0,0
Aston Villa,Crystal Palace,2020-07-12,0,2,0,1,0,0,0,2,1,2,1,1,0,0,0,3,1,1,0,0
Tottenham,Arsenal,2020-07-12,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
Bournemouth,Leicester,2020-07-12,0,0,0,0,1,3,1,2,0,0,3,0,0,1,1,0,0,4,1,0
Man United,Southampton,2020-07-13,3,1,2,1,2,0,1,0,1,0,0,0,1,1,0,0,2,0,1,1
Chelsea,Norwich,2020-07-14,2,0,1,0,0,2,0,1,0,2,0,2,1,1,0,1,1,0,0,0
Burnley,Wolves,2020-07-15,1,0,0,1,0,1,1,0,1,0,2,0,0,0,0,1,0,1,0,1
Man City,Bournemouth,2020-07-15,2,0,3,0,2,0,3,0,0,1,4,0,1,3,1,2,2,0,0,1
Newcastle,Tottenham,2020-07-15,1,1,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,1,1,2
Arsenal,Liverpool,2020-07-15,1,0,0,1,1,1,0,1,1,0,0,1,2,1,1,0,2,0,1,0
Everton,Aston Villa,2020-07-16,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,2,0,1,0,1
Leicester,Sheffield United,2020-07-16,0,0,3,0,1,0,0,4,2,0,1,0,0,1,1,0,1,1,0,0
Crystal Palace,Man United,2020-07-16,1,2,1,1,0,1,0,1,2,1,0,1,2,0,1,0,0,0,1,1
Southampton,Brighton,2020-07-16,1,0,0,0,1,2,1,0,0,2,0,3,1,0,0,0,0,1,1,0
West Ham,Watford,2020-07-17,0,1,0,0,2,0,2,0,0,1,2,0,0,2,0,1,3,0,0,1
Norwich,Burnley,2020-07-18,0,2,0,2,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1
Bournemouth,Southampton,2020-07-19,0,1,4,0,0,2,1,0,0,1,1,0,1,2,1,0,0,0,1,1
Tottenham,Leicester,2020-07-19,1,1,1,0,1,0,2,1,1,0,1,0,1,0,0,4,3,0,0,0
Brighton,Newcastle,2020-07-20,0,2,0,3,1,0,0,1,0,1,1,2,1,0,0,2,0,0,0,0
Sheffield United,Everton,2020-07-20,2,0,1,0,0,1,0,1,0,0,1,1,0,1,0,2,0,0,0,1
Wolves,Crystal Palace,2020-07-20,1,0,2,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0
Watford,Man City,2020-07-21,0,1,2,0,0,3,1,0,2,0,0,1,2,0,3,0,0,0,2,2
Aston Villa,Arsenal,2020-07-21,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,0,0,0
Man United,West Ham,2020-07-22,2,1,0,1,1,0,1,0,3,0,0,1,2,0,2,0,0,1,1,0
Liverpool,Chelsea,2020-07-22,1,0,0,1,1,2,0,0,1,0,0,0,0,2,0,1,3,2,1,2
Arsenal,Watford,2020-07-26,2,1,0,0,0,1,0,0,0,2,0,2,0,3,1,0,3,0,1,1
Burnley,Brighton,2020-07-26,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1
Chelsea,Wolves,2020-07-26,1,0,0,0,1,3,2,2,1,0,1,0,0,0,1,1,2,0,0,0
Crystal Palace,Tottenham,2020-07-26,0,1,0,1,0,1,0,1,3,0,0,0,1,0,2,1,0,1,1,0
Everton,Bournemouth,2020-07-26,0,0,1,1,0,0,1,0,0,1,0,1,0,2,1,0,1,0,2,1
Leicester,Man United,2020-07-26,1,0,1,0,0,3,0,0,0,1,1,0,1,0,1,0,0,0,0,2
Man City,Norwich,2020-07-26,2,0,0,1,2,0,2,0,0,1,0,1,0,1,0,0,2,3,0,0
Newcastle,Liverpool,2020-07-26,0,1,1,2,0,0,0,0,3,1,2,2,1,2,0,0,1,0,1,2
Southampton,Sheffield United,2020-07-26,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,3,1,0
West Ham,Aston Villa,2020-07-26,3,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1
