HomeTeam,AwayTeam,Date,HT_HM_1h_s,HT_HM_1h_m,HT_HM_2h_s,HT_HM_2h_m,HT_AM_1h_s,HT_AM_1h_m,HT_AM_2h_s,HT_AM_2h_m,AT_HM_1h_s,AT_HM_1h_m,AT_HM_2h_s,AT_HM_2h_m,AT_AM_1h_s,AT_AM_1h_m,AT_AM_2h_s,AT_AM_2h_m,HT_FM_1h_s,HT_FM_2h_s,AT_FM_1h_s,AT_FM_2h_s
Southampton,Wolves,2021-09-26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1
Arsenal,Tottenham,2021-09-26,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,3,3,0,0,1
Crystal Palace,Brighton,2021-09-27,0,0,3,0,0,1,0,2,1,0,1,1,0,0,1,0,1,0,0,1
Man United,Everton,2021-10-02,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,3,1,0,0,1
Burnley,Norwich,2021-10-02,0,1,0,0,2,1,0,1,1,1,0,2,0,1,0,1,0,0,0,0
Chelsea,Southampton,2021-10-02,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,2,0,1
Leeds,Watford,2021-10-02,1,0,0,2,1,1,0,0,0,1,1,0,1,1,2,0,1,0,0,0
Wolves,Newcastle,2021-10-02,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0
Brighton,Arsenal,2021-10-02,1,0,1,1,0,1,1,0,3,0,0,1,1,0,0,0,0,0,0,0
Crystal Palace,Leicester,2021-10-03,1,0,0,1,0,1,0,2,1,2,1,0,0,1,1,1,0,2,2,0
Tottenham,Aston Villa,2021-10-03,0,0,0,3,0,3,1,0,0,0,3,0,0,0,1,0,1,1,0,1
West Ham,Brentford,2021-10-03,1,1,0,1,0,1,2,0,1,1,2,2,2,0,0,0,0,1,1,1
Liverpool,Man City,2021-10-03,1,0,2,0,1,1,2,2,0,0,0,0,0,0,1,0,0,2,0,2
Watford,Liverpool,2021-10-16,0,1,1,0,0,1,0,0,0,0,2,2,1,1,2,2,0,0,2,3
Aston Villa,Wolves,2021-10-16,0,0,3,0,0,1,1,1,1,1,1,0,0,0,1,0,0,2,0,3
Leicester,Man United,2021-10-16,1,2,1,0,2,0,0,2,1,0,0,1,1,1,1,0,1,3,1,1
Man City,Burnley,2021-10-16,0,0,0,0,0,0,2,2,0,0,0,0,2,1,0,1,1,1,0,0
Norwich,Brighton,2021-10-16,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Southampton,Leeds,2021-10-16,0,0,0,1,0,1,1,2,1,0,0,0,1,1,0,0,0,1,0,0
Brentford,Chelsea,2021-10-16,1,1,2,2,1,0,1,1,1,0,2,1,0,0,3,0,0,0,1,0
Everton,West Ham,2021-10-17,1,0,1,0,0,1,1,0,0,1,1,1,0,1,2,0,0,0,0,1
Newcastle,Tottenham,2021-10-17,1,1,0,0,1,1,0,1,1,0,1,1,0,3,1,0,1,1,3,0
Arsenal,Crystal Palace,2021-10-18,3,0,0,1,0,0,0,0,0,2,2,0,0,1,0,2,1,1,0,2
Arsenal,Aston Villa,2021-10-22,1,0,1,2,0,0,0,0,0,0,2,3,0,1,1,1,2,1,0,1
Chelsea,Norwich,2021-10-23,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
Crystal Palace,Newcastle,2021-10-23,0,2,2,0,0,1,2,1,1,3,1,0,1,1,0,1,0,1,0,1
Everton,Watford,2021-10-23,0,0,0,1,0,1,1,0,0,2,0,3,0,1,0,0,1,1,1,4
Leeds,Wolves,2021-10-23,1,0,0,0,0,0,0,1,1,1,1,0,0,0,3,2,0,1,1,0
Southampton,Burnley,2021-10-23,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,1,1,1,1,1
Brighton,Man City,2021-10-23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,1,3,1
Brentford,Leicester,2021-10-24,0,1,0,0,1,0,1,1,1,1,3,1,2,0,0,2,0,1,1,1
West Ham,Tottenham,2021-10-24,0,1,1,1,0,0,1,0,1,0,1,1,3,1,0,1,0,1,0,0
Man United,Liverpool,2021-10-24,1,0,0,1,1,1,1,3,0,0,2,2,2,0,3,0,0,0,4,1
Leicester,Arsenal,2021-10-30,1,1,3,1,1,0,1,1,2,0,1,1,0,0,0,0,0,0,2,0
Burnley,Brentford,2021-10-30,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,3,0,0,1
Liverpool,Brighton,2021-10-30,0,0,2,2,4,0,1,0,0,3,1,1,0,0,0,0,2,0,1,1
Man City,Crystal Palace,2021-10-30,1,0,1,0,3,0,1,1,0,0,1,1,0,1,2,1,0,0,1,1
Newcastle,Chelsea,2021-10-30,1,3,1,0,0,0,1,1,3,0,4,0,1,0,0,0,0,0,0,3
Watford,Southampton,2021-10-30,0,2,0,3,1,1,4,1,1,1,1,1,0,1,1,2,0,0,1,0
Tottenham,Man United,2021-10-30,1,0,1,1,0,0,0,1,0,4,0,1,1,1,1,3,0,0,1,2
Norwich,Leeds,2021-10-31,0,0,0,0,0,3,0,4,0,1,1,0,0,0,0,1,0,1,0,2
Aston Villa,West Ham,2021-10-31,0,0,2,3,0,2,1,1,0,0,1,0,0,0,1,0,1,0,2,2
Wolves,Everton,2021-11-01,1,1,1,0,1,0,0,1,1,1,1,4,0,1,1,0,2,0,0,1
Southampton,Aston Villa,2021-11-05,1,1,1,1,1,0,0,0,1,2,0,2,0,2,1,1,1,0,0,0
Man United,Man City,2021-11-06,0,4,0,1,1,0,2,0,0,1,0,1,3,0,1,1,0,0,2,0
Brentford,Norwich,2021-11-06,0,1,1,1,0,3,1,0,0,0,1,2,0,3,0,4,0,1,2,0
Chelsea,Burnley,2021-11-06,3,0,4,0,0,0,3,0,3,0,0,1,1,1,1,1,1,0,0,1
Crystal Palace,Wolves,2021-11-06,0,0,1,1,1,0,1,0,2,0,0,1,1,0,0,1,0,2,0,0
Brighton,Newcastle,2021-11-06,0,3,1,1,1,2,1,0,0,0,0,3,0,0,1,1,1,0,0,1
Arsenal,Watford,2021-11-07,2,0,1,1,2,0,0,0,0,1,0,0,1,1,4,1,0,1,0,0
Everton,Tottenham,2021-11-07,1,1,1,4,0,2,1,0,0,1,0,2,0,0,0,1,0,0,0,0
Leeds,Leicester,2021-11-07,0,1,1,0,0,0,2,1,0,2,0,0,1,0,1,1,1,0,1,0
West Ham,Liverpool,2021-11-07,0,0,1,0,2,1,2,0,2,1,0,1,4,0,1,0,1,2,1,1
Leicester,Chelsea,2021-11-20,0,2,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0,0,2,1
Aston Villa,Brighton,2021-11-20,1,2,0,2,0,1,0,0,1,0,0,1,1,2,1,0,0,2,0,0
Burnley,Crystal Palace,2021-11-20,3,0,0,1,0,1,1,0,0,0,2,0,1,0,1,0,2,1,3,0
Newcastle,Brentford,2021-11-20,0,0,0,3,0,1,1,0,0,2,1,0,0,3,1,0,2,1,2,1
Norwich,Southampton,2021-11-20,0,0,1,2,2,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0
Watford,Man United,2021-11-20,0,1,0,0,0,0,0,1,0,2,0,0,1,0,2,0,2,2,0,1
Wolves,West Ham,2021-11-20,2,0,0,1,0,0,0,2,1,1,2,1,2,1,2,0,0,1,0,0
Liverpool,Arsenal,2021-11-20,2,1,0,1,1,1,1,2,0,0,1,0,2,0,0,0,1,3,0,0
Man City,Everton,2021-11-21,0,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0
Tottenham,Leeds,2021-11-21,0,1,0,2,0,0,0,0,1,1,0,0,0,0,2,1,0,2,1,0
Arsenal,Newcastle,2021-11-27,0,0,1,0,0,1,0,3,2,2,1,1,0,1,1,0,0,2,0,0
Crystal Palace,Aston Villa,2021-11-27,0,0,2,0,3,2,0,1,0,0,2,0,0,1,0,0,0,1,1,1
Liverpool,Southampton,2021-11-27,1,0,3,0,1,1,1,2,1,0,0,0,1,1,0,1,3,1,0,0
Norwich,Wolves,2021-11-27,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0
Brighton,Leeds,2021-11-27,1,0,0,1,0,0,0,2,1,1,0,0,1,0,0,2,0,0,0,0
Brentford,Everton,2021-11-28,0,2,1,0,2,2,1,1,0,0,0,0,0,1,0,2,1,0,0,0
Leicester,Watford,2021-11-28,0,2,0,1,1,1,0,0,2,0,2,1,0,0,0,1,3,1,1,1
Man City,West Ham,2021-11-28,1,0,2,0,2,0,0,0,1,1,2,1,0,0,0,1,1,1,0,1
Chelsea,Man United,2021-11-28,1,0,0,1,2,0,1,0,0,2,0,0,0,2,1,2,0,1,0,1
Newcastle,Norwich,2021-11-30,2,2,1,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,1
Leeds,Crystal Palace,2021-11-30,1,1,0,0,0,0,0,0,0,1,1,1,3,2,0,1,0,1,0,0
Southampton,Leicester,2021-12-01,1,0,0,0,0,3,0,1,3,1,1,1,1,1,0,0,2,0,1,1
Watford,Chelsea,2021-12-01,2,0,2,1,1,3,1,1,0,0,1,1,2,0,1,0,1,0,1,1
West Ham,Brighton,2021-12-01,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,1
Wolves,Burnley,2021-12-01,0,0,1,0,0,0,0,0,2,3,1,0,0,1,1,0,0,0,0,0
Aston Villa,Man City,2021-12-01,0,0,2,0,1,0,1,1,1,0,1,1,2,0,0,0,0,1,2,0
Everton,Liverpool,2021-12-01,0,0,0,0,0,1,0,0,3,0,1,0,1,1,1,2,1,0,2,2
Tottenham,Brentford,2021-12-02,0,1,2,0,0,0,0,0,1,0,0,0,2,2,1,1,1,1,0,0
Man United,Arsenal,2021-12-02,0,2,0,0,0,0,1,1,0,0,2,0,0,1,0,3,1,2,1,1
West Ham,Chelsea,2021-12-04,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,2,2,0
Newcastle,Burnley,2021-12-04,0,0,1,1,0,0,0,2,2,3,1,0,0,0,0,0,1,0,0,0
Southampton,Brighton,2021-12-04,2,1,0,1,0,3,0,1,0,0,0,0,0,1,1,0,1,0,0,1
Wolves,Liverpool,2021-12-04,0,0,0,0,0,0,0,0,3,0,1,0,2,1,2,0,0,0,0,1
Watford,Man City,2021-12-04,1,1,0,1,1,3,1,1,1,0,1,1,2,0,0,1,0,1,2,1
Leeds,Brentford,2021-12-05,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,2
Man United,Crystal Palace,2021-12-05,1,1,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0
Tottenham,Norwich,2021-12-05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
Aston Villa,Leicester,2021-12-05,0,2,1,0,1,0,1,1,3,1,1,1,1,2,1,0,1,1,1,0
Everton,Arsenal,2021-12-06,1,2,0,2,0,1,0,0,0,0,2,0,1,1,1,2,0,2,1,0
Brentford,Watford,2021-12-10,1,0,0,0,0,1,2,1,0,2,1,1,1,3,1,1,0,2,1,0
Man City,Wolves,2021-12-11,1,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Arsenal,Southampton,2021-12-11,0,0,2,0,1,0,0,2,1,0,0,1,0,3,0,1,2,1,0,0
Chelsea,Leeds,2021-12-11,0,0,1,1,2,1,0,2,1,0,1,2,0,0,0,0,1,2,1,1
Liverpool,Aston Villa,2021-12-11,3,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0
Norwich,Man United,2021-12-11,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1
Burnley,West Ham,2021-12-12,2,3,1,0,0,1,0,0,1,2,2,0,0,1,1,1,0,0,0,0
Leicester,Newcastle,2021-12-12,3,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2,1,3,0,0
Crystal Palace,Everton,2021-12-12,0,1,1,1,0,0,0,1,0,1,2,0,0,1,0,0,1,2,0,1
