HomeTeam,AwayTeam,Date,HT_HM_1h_s,HT_HM_1h_m,HT_HM_2h_s,HT_HM_2h_m,HT_AM_1h_s,HT_AM_1h_m,HT_AM_2h_s,HT_AM_2h_m,AT_HM_1h_s,AT_HM_1h_m,AT_HM_2h_s,AT_HM_2h_m,AT_AM_1h_s,AT_AM_1h_m,AT_AM_2h_s,AT_AM_2h_m,HT_FM_1h_s,HT_FM_2h_s,AT_FM_1h_s,AT_FM_2h_s
Coventry,Cardiff,2021-09-15,0,0,2,0,0,0,0,2,0,1,1,1,0,1,2,0,1,0,0,0
Nott'm Forest,Middlesbrough,2021-09-15,1,0,0,2,0,1,1,0,1,1,0,0,0,0,0,2,0,0,1,1
Stoke,Barnsley,2021-09-15,0,0,2,1,0,1,0,2,1,1,0,0,0,1,0,2,1,0,1,0
Swansea,Millwall,2021-09-15,0,0,0,0,1,2,0,1,0,0,2,1,0,0,1,1,0,0,0,0
Hull,Sheffield United,2021-09-18,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,1,1,2
Barnsley,Blackburn,2021-09-18,1,1,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0
Cardiff,Bournemouth,2021-09-18,0,1,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1
Derby,Stoke,2021-09-18,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,2,0,0,1
Fulham,Reading,2021-09-18,1,0,2,0,2,0,2,1,0,0,3,1,0,1,0,3,0,1,1,1
Huddersfield,Nott'm Forest,2021-09-18,1,0,3,0,0,0,3,0,0,1,0,1,0,1,1,0,0,0,1,1
Luton,Swansea,2021-09-18,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,3,0,0,3
Middlesbrough,Blackpool,2021-09-18,1,1,0,0,1,0,1,0,0,0,0,3,0,0,1,2,1,0,0,2
Millwall,Coventry,2021-09-18,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0
Peterboro,Birmingham,2021-09-18,0,0,0,1,0,0,1,3,0,2,1,2,1,1,0,0,2,1,0,0
Preston,West Brom,2021-09-18,2,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
QPR,Bristol City,2021-09-18,0,0,2,0,0,2,1,0,0,0,1,1,1,0,1,1,0,1,1,1
Coventry,Peterboro,2021-09-24,1,0,0,0,1,1,0,0,2,0,1,0,0,0,1,3,0,3,0,0
West Brom,QPR,2021-09-24,0,0,0,0,1,1,0,0,0,1,1,1,0,2,1,0,0,2,1,0
Reading,Middlesbrough,2021-09-25,0,0,3,1,1,0,1,1,1,0,0,2,1,0,1,0,0,1,0,0
Birmingham,Preston,2021-09-25,0,2,1,2,0,2,0,1,1,1,0,0,1,1,1,1,0,0,0,0
Blackburn,Cardiff,2021-09-25,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,1
Blackpool,Barnsley,2021-09-25,0,0,0,3,0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0
Bournemouth,Luton,2021-09-25,2,0,0,1,0,0,1,0,3,0,0,3,0,0,1,1,2,0,0,1
Bristol City,Fulham,2021-09-25,0,0,1,1,1,0,1,1,0,1,1,1,2,0,2,1,0,1,0,1
Nott'm Forest,Millwall,2021-09-25,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
Sheffield United,Derby,2021-09-25,1,1,1,1,1,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0
Stoke,Hull,2021-09-25,1,1,0,0,0,2,1,0,0,1,1,2,0,0,0,2,1,1,0,0
Swansea,Huddersfield,2021-09-25,0,0,0,0,0,3,3,0,0,1,0,1,0,0,3,0,1,0,0,0
Cardiff,West Brom,2021-09-28,0,0,0,1,0,3,1,2,0,1,2,0,1,1,0,0,0,0,1,3
Huddersfield,Blackburn,2021-09-28,0,1,0,1,0,1,0,0,3,0,2,1,0,0,0,0,1,2,0,2
Hull,Blackpool,2021-09-28,0,1,1,2,0,1,0,1,1,0,0,0,0,1,2,0,0,1,1,0
Middlesbrough,Sheffield United,2021-09-28,1,0,0,2,0,0,0,1,0,0,1,0,1,0,2,1,2,0,0,0
Preston,Stoke,2021-09-28,1,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,1,0
QPR,Birmingham,2021-09-28,0,1,1,1,1,0,0,2,0,0,0,0,0,2,0,1,1,1,0,0
Barnsley,Nott'm Forest,2021-09-29,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,3
Derby,Reading,2021-09-29,2,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0
Fulham,Swansea,2021-09-29,0,1,1,1,0,0,1,1,1,0,0,0,0,3,3,0,3,0,1,0
Luton,Coventry,2021-09-29,3,0,0,3,0,2,1,0,0,0,3,0,1,1,0,0,4,1,0,0
Millwall,Bristol City,2021-09-29,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0
Peterboro,Bournemouth,2021-09-29,2,0,1,0,0,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0
Stoke,West Brom,2021-10-01,1,0,1,0,1,1,0,0,0,1,2,0,1,0,3,0,0,1,0,0
Coventry,Fulham,2021-10-02,0,0,3,0,0,4,0,1,3,1,0,0,0,0,1,1,0,4,1,0
Barnsley,Millwall,2021-10-02,1,0,0,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Birmingham,Nott'm Forest,2021-10-02,0,0,0,0,0,1,0,1,0,1,1,0,0,1,3,0,0,0,2,1
Blackpool,Blackburn,2021-10-02,1,0,0,0,1,0,0,1,3,0,2,1,0,1,2,2,2,0,0,1
Bournemouth,Sheffield United,2021-10-02,2,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1
Cardiff,Reading,2021-10-02,0,1,0,3,0,3,1,2,0,0,1,0,0,1,0,0,0,0,1,0
Derby,Swansea,2021-10-02,1,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0
Hull,Middlesbrough,2021-10-02,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,2,0,0
Luton,Huddersfield,2021-10-02,4,0,1,0,0,2,1,0,1,0,2,2,0,1,0,0,0,0,0,0
Peterboro,Bristol City,2021-10-02,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,2,0,2,1
QPR,Preston,2021-10-02,1,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,1,2,1,1
West Brom,Birmingham,2021-10-15,0,1,2,0,0,0,0,1,0,2,0,1,0,1,0,1,0,1,0,0
Fulham,QPR,2021-10-16,3,1,0,0,1,0,0,4,1,1,2,1,1,0,0,2,1,3,0,1
Blackburn,Coventry,2021-10-16,3,0,2,1,0,2,1,0,0,1,4,0,0,4,0,1,2,0,0,2
Bristol City,Bournemouth,2021-10-16,0,0,1,1,2,2,1,0,0,0,2,1,0,0,0,0,0,0,2,0
Huddersfield,Hull,2021-10-16,1,0,2,2,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0
Middlesbrough,Peterboro,2021-10-16,2,0,0,0,0,0,0,2,2,2,0,1,0,0,0,3,0,2,0,0
Millwall,Luton,2021-10-16,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1
Nott'm Forest,Blackpool,2021-10-16,0,1,1,0,2,0,1,0,2,0,0,1,1,0,0,1,1,1,0,1
Preston,Derby,2021-10-16,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0
Reading,Barnsley,2021-10-16,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Sheffield United,Stoke,2021-10-16,0,0,1,0,0,0,1,2,0,0,1,0,1,1,0,0,0,2,0,1
Swansea,Cardiff,2021-10-17,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,1,2,0,0
Bristol City,Nott'm Forest,2021-10-19,0,2,0,0,2,2,1,0,1,0,1,1,2,0,1,0,1,0,0,2
Derby,Luton,2021-10-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2
QPR,Blackburn,2021-10-19,1,1,2,1,0,1,1,3,2,0,0,2,0,2,1,0,0,1,0,0
Sheffield United,Millwall,2021-10-19,0,0,2,1,0,0,1,2,0,1,0,1,0,0,1,0,1,0,1,1
Stoke,Bournemouth,2021-10-19,0,0,1,0,0,0,1,2,0,0,2,1,2,0,0,0,0,0,0,1
Fulham,Cardiff,2021-10-20,1,0,3,1,1,0,0,4,0,1,0,0,0,1,0,2,0,2,0,0
Huddersfield,Birmingham,2021-10-20,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0
Hull,Peterboro,2021-10-20,0,0,2,0,0,1,0,1,2,2,0,1,0,0,0,2,1,0,1,1
Middlesbrough,Barnsley,2021-10-20,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0
Preston,Coventry,2021-10-20,0,0,0,0,1,1,1,2,0,1,4,0,0,2,2,0,0,2,1,0
Swansea,West Brom,2021-10-20,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0
Reading,Blackpool,2021-10-20,0,0,1,0,1,0,0,0,2,0,0,1,0,1,1,1,2,0,0,3
Cardiff,Middlesbrough,2021-10-23,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,1
Birmingham,Swansea,2021-10-23,0,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1
Blackburn,Reading,2021-10-23,2,0,0,2,0,0,0,1,2,0,0,3,1,0,0,0,0,2,0,0
Blackpool,Preston,2021-10-23,2,0,0,1,0,2,3,0,0,1,2,0,1,1,1,2,1,1,0,0
Bournemouth,Huddersfield,2021-10-23,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
Coventry,Derby,2021-10-23,0,1,4,0,1,0,0,2,1,0,1,2,0,0,0,0,1,0,0,1
Luton,Hull,2021-10-23,0,0,0,0,0,1,2,1,1,1,0,1,0,1,0,1,1,0,0,0
Millwall,Stoke,2021-10-23,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,2,0,2,1,0
Peterboro,QPR,2021-10-23,2,2,0,1,1,1,1,0,0,0,1,0,0,1,1,3,0,2,0,1
West Brom,Bristol City,2021-10-23,0,0,1,0,1,0,0,2,1,0,0,2,2,2,1,0,2,1,0,0
Barnsley,Sheffield United,2021-10-24,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,2,0,2,0,3
Nott'm Forest,Fulham,2021-10-24,1,0,1,1,0,1,2,0,0,0,2,0,1,0,0,4,0,0,1,3
QPR,Nott'm Forest,2021-10-29,0,0,1,0,0,0,1,2,0,1,0,3,0,1,2,0,1,0,0,1
Fulham,West Brom,2021-10-30,0,0,2,0,1,0,3,0,2,0,1,0,1,0,0,2,2,1,0,0
Bristol City,Barnsley,2021-10-30,1,0,0,2,0,2,0,1,0,0,2,3,0,1,0,1,2,0,1,0
Derby,Blackburn,2021-10-30,1,0,1,2,0,1,1,0,0,0,2,0,0,0,0,1,0,1,2,0
Huddersfield,Millwall,2021-10-30,0,0,0,0,0,2,0,1,0,1,2,0,1,1,1,0,0,1,0,0
Hull,Coventry,2021-10-30,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,2,0,0,1,0
Middlesbrough,Birmingham,2021-10-30,1,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2
Preston,Luton,2021-10-30,0,1,2,0,0,1,0,1,1,0,0,0,0,1,2,1,2,0,0,0
Sheffield United,Blackpool,2021-10-30,1,1,0,1,0,0,3,2,1,0,1,0,0,2,3,0,0,0,0,1
Stoke,Cardiff,2021-10-30,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,2,2,1,0,3
Swansea,Peterboro,2021-10-30,0,1,2,0,0,0,1,2,0,0,2,1,1,1,1,0,3,0,0,0
Reading,Bournemouth,2021-10-30,2,0,0,3,0,0,0,2,2,0,1,0,0,0,1,0,0,0,1,1
Birmingham,Bristol City,2021-11-02,0,0,2,1,0,0,2,0,2,1,0,0,0,2,0,1,1,2,0,0
Coventry,Swansea,2021-11-02,1,0,0,1,1,0,0,0,3,0,0,0,0,0,1,2,1,0,2,0
Luton,Middlesbrough,2021-11-02,1,0,0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,3,1,0
Millwall,Reading,2021-11-02,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0
Nott'm Forest,Sheffield United,2021-11-02,0,1,0,3,0,1,1,0,0,0,0,1,0,0,3,2,0,1,0,1
Peterboro,Huddersfield,2021-11-02,0,0,2,1,0,3,0,0,0,0,1,0,0,2,0,1,0,1,0,1
Barnsley,Derby,2021-11-03,0,0,2,3,1,2,0,0,0,2,1,0,0,1,1,0,1,1,1,0
Blackburn,Fulham,2021-11-03,0,0,2,0,2,0,0,1,2,0,1,0,1,0,3,0,0,0,2,5
Blackpool,Stoke,2021-11-03,1,0,1,0,0,0,1,0,2,0,1,3,1,0,0,2,0,0,0,1
Bournemouth,Preston,2021-11-03,2,0,1,0,1,0,1,0,2,0,0,0,0,1,0,1,0,1,0,2
Cardiff,QPR,2021-11-03,0,1,0,1,0,2,3,1,1,0,0,1,0,0,1,2,0,0,1,0
West Brom,Hull,2021-11-03,2,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0
Barnsley,Hull,2021-11-06,1,1,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1
Blackburn,Sheffield United,2021-11-06,0,2,0,5,2,0,0,1,0,0,0,1,0,0,1,1,1,2,1,0
Bournemouth,Swansea,2021-11-06,0,0,1,2,1,0,1,0,3,0,0,0,2,1,0,0,1,3,0,0
Cardiff,Huddersfield,2021-11-06,0,1,0,0,0,2,3,1,0,0,1,0,0,0,1,1,0,2,1,0
Coventry,Bristol City,2021-11-06,1,2,0,0,1,0,0,0,2,1,0,0,0,1,0,2,0,3,1,1
Luton,Stoke,2021-11-06,0,1,3,0,0,2,0,0,2,0,1,3,0,0,1,0,0,0,1,0
Millwall,Derby,2021-11-06,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0,1,1,0,1,0
Nott'm Forest,Preston,2021-11-06,0,0,1,1,0,1,1,0,2,0,0,0,0,0,2,1,2,1,0,0
Peterboro,Fulham,2021-11-06,0,0,1,1,0,3,0,0,2,0,1,0,2,0,5,0,0,0,0,1
West Brom,Middlesbrough,2021-11-06,0,0,1,0,0,2,0,1,0,0,0,2,1,0,0,3,0,1,1,0
Birmingham,Reading,2021-11-06,1,0,2,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,2
Blackpool,QPR,2021-11-06,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
QPR,Luton,2021-11-19,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0
Sheffield United,Coventry,2021-11-20,0,0,0,1,1,1,0,2,0,1,3,1,1,0,0,0,0,0,0,0
Bristol City,Blackburn,2021-11-20,2,1,0,0,1,0,1,3,1,1,2,0,2,0,0,1,1,0,0,1
Fulham,Barnsley,2021-11-20,2,0,1,0,0,0,1,0,0,1,0,1,1,2,0,0,2,2,0,1
Huddersfield,West Brom,2021-11-20,0,0,1,0,1,0,0,2,0,1,1,0,0,2,0,1,1,0,0,0
Hull,Birmingham,2021-11-20,0,1,0,0,1,0,1,0,1,0,0,2,0,0,2,0,1,1,0,0
Middlesbrough,Millwall,2021-11-20,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0
Preston,Cardiff,2021-11-20,2,0,0,0,0,2,0,1,0,1,2,0,0,2,3,1,1,0,0,2
Reading,Nott'm Forest,2021-11-20,0,1,0,1,0,1,2,0,2,0,1,0,0,1,1,0,0,1,1,0
Stoke,Peterboro,2021-11-20,2,0,1,3,1,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0
Swansea,Blackpool,2021-11-20,3,0,0,0,0,1,0,3,0,1,1,0,0,0,1,0,1,0,0,1
Derby,Bournemouth,2021-11-21,0,2,1,0,1,1,0,0,1,0,3,0,1,0,1,0,1,2,2,0
Blackpool,West Brom,2021-11-23,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Coventry,Birmingham,2021-11-23,0,1,3,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0
Middlesbrough,Preston,2021-11-23,1,1,0,0,1,0,0,1,1,0,0,2,0,2,0,1,1,0,0,2
Nott'm Forest,Luton,2021-11-23,2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
Reading,Sheffield United,2021-11-23,0,1,1,0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,1
Barnsley,Swansea,2021-11-24,0,1,0,1,0,2,1,2,1,0,0,1,0,1,0,3,0,0,0,2
Blackburn,Peterboro,2021-11-24,1,1,2,0,0,1,1,0,0,0,0,1,0,1,0,1,3,1,0,0
Bristol City,Stoke,2021-11-24,1,0,0,1,1,0,1,3,1,0,1,0,1,0,0,0,1,0,0,0
Cardiff,Hull,2021-11-24,0,1,2,0,0,1,2,0,1,0,1,0,1,0,1,0,0,0,1,0
Fulham,Derby,2021-11-24,2,0,2,1,0,0,1,0,1,2,2,0,1,1,0,0,0,0,0,0
Millwall,Bournemouth,2021-11-24,1,1,0,0,1,1,0,0,1,0,3,0,2,1,0,2,0,1,1,0
QPR,Huddersfield,2021-11-24,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0
West Brom,Nott'm Forest,2021-11-26,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Preston,Fulham,2021-11-27,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0
Birmingham,Blackpool,2021-11-27,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Bournemouth,Coventry,2021-11-27,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2
Huddersfield,Middlesbrough,2021-11-27,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,1,2,0
Hull,Millwall,2021-11-27,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0
Luton,Cardiff,2021-11-27,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,1
Peterboro,Barnsley,2021-11-27,0,0,0,1,0,3,0,1,0,0,0,2,0,2,1,2,0,0,0,0
Stoke,Blackburn,2021-11-27,1,0,1,0,0,1,0,0,3,0,1,0,0,1,1,0,0,0,0,1
Swansea,Reading,2021-11-27,1,0,0,1,0,0,2,0,0,0,0,1,0,1,2,0,1,1,2,1
Sheffield United,Bristol City,2021-11-28,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,1,1,0,0
Derby,QPR,2021-11-29,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2
Fulham,Bournemouth,2021-12-03,0,0,0,0,1,0,0,1,1,0,1,2,1,0,0,1,0,1,0,1
Coventry,West Brom,2021-12-04,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0
Barnsley,Huddersfield,2021-12-04,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,0
Blackburn,Preston,2021-12-04,3,0,1,0,0,0,1,0,0,1,1,0,0,1,2,0,0,1,0,0
Blackpool,Luton,2021-12-04,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,2
Bristol City,Derby,2021-12-04,1,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0
Cardiff,Sheffield United,2021-12-04,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,3
Middlesbrough,Swansea,2021-12-04,1,0,0,2,2,0,0,1,1,2,1,1,0,0,2,0,1,0,0,0
Millwall,Birmingham,2021-12-04,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,2,1,0,1
Nott'm Forest,Peterboro,2021-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0
Reading,Hull,2021-12-04,0,0,0,1,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
QPR,Stoke,2021-12-05,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,1
Huddersfield,Coventry,2021-12-11,0,2,1,0,1,1,0,0,0,2,1,0,0,1,2,1,1,0,0,1
Birmingham,Cardiff,2021-12-11,0,0,1,0,0,2,1,1,1,0,1,3,1,0,1,1,2,0,0,2
Bournemouth,Blackburn,2021-12-11,1,0,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
Derby,Blackpool,2021-12-11,1,0,0,2,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0
